Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossQReg	Time	AVG Time Per Epoch
1	17.927828	16.674438	136.75668	4.756416	98.43913	0.48967025	99.21775	97.81598	22.223215	55.0	4999	4.299084	2.956403	21.504614	-5.7112	4.2992935	2.9567707	21.707384	-4.314337	-1.0115371	1.5191537	7.9684396	-9.674643	-4.9935207	0.39976677	0.21609662	36.502681016922	36.50268292427063
2	18.62312	17.5052	162.92294	2.7763746	50.74971	1.2564197	53.48112	49.36658	23.041475	28.5	9999	13.16775	7.329454	46.235783	-70.75647	13.167997	7.33417	46.916683	-74.13198	0.55265987	2.1073463	17.822407	-10.071866	-15.218863	3.318314	1.8575305	82.07463812828064	41.037320137023926
3	147.66096	67.02157	217.42773	21.556665	190.62604	0.56686777	191.50394	189.81482	74.77612	94.8	14999	30.013203	13.706477	75.19979	-57.78687	30.014381	13.70062	73.53237	-59.442436	1.3384948	2.156585	15.179795	-11.825602	-33.050632	26.428778	14.111145	129.7667727470398	43.25559163093567
4	201.98813	106.562325	318.0167	15.430811	268.92178	1.1623244	270.0841	266.55948	97.68	119.8	19999	46.456985	17.915339	103.028465	-30.67865	46.458977	17.907106	93.105125	-27.286518	0.8940933	2.362758	16.64448	-11.892221	-49.08079	20.202757	11.56223	179.42090320587158	44.8552263379097
5	265.3014	66.8177	336.06763	50.89531	210.87534	3.7548456	216.6355	203.87308	130.82051	102.5	24999	57.87443	21.35286	128.51134	-30.278767	57.876945	21.339872	121.264824	-31.403353	0.7178825	2.3644452	16.443388	-9.633752	-60.366093	25.900467	14.804159	228.529447555542	45.70588989257813
6	237.045	38.66765	276.5036	14.338935	261.71533	6.825144	271.0547	253.16898	104.3125	110.3	29999	66.78787	24.671835	158.9563	-33.083	66.78981	24.678677	153.02249	-30.336357	0.57895195	2.3742971	18.307373	-9.752991	-69.1983	24.152296	14.050123	275.89317178726196	45.982195695241295
7	285.7418	29.516327	338.66574	203.67775	324.80453	1.500308	326.43182	322.27585	119.53658	138.7	34999	74.16403	28.245872	217.11436	-70.76442	74.16492	28.255573	210.7536	-48.857662	0.56851566	2.3223855	18.233215	-10.9856	-76.62032	26.454813	15.628534	323.44420075416565	46.2063147340502
8	288.59097	67.067055	395.17578	114.81716	188.32932	1.7949512	192.3917	186.67833	122.95122	100.9	39999	82.762474	32.108875	241.30194	-41.72839	82.76223	32.13188	235.24239	-55.39087	0.79858583	2.3821292	21.691534	-11.488372	-85.272484	51.737953	29.001362	370.865629196167	46.3582039475441
9	236.49223	117.49165	407.0758	23.932533	379.59613	3.0815318	384.77014	376.45087	115.441864	170.5	44999	96.47482	40.079765	236.97713	-69.91098	96.47515	40.136417	233.758	-71.42189	1.4136292	2.562899	20.308025	-9.290613	-99.40539	214.19753	113.84516	419.0147669315338	46.5571965376536
10	332.3493	92.46482	404.5319	33.48776	326.97372	1.5329324	329.97784	325.4505	145.37143	138.1	49999	107.219925	44.11919	238.89963	-70.010704	107.220894	44.195675	233.24542	-68.804306	1.8861638	2.514657	19.624752	-12.850929	-110.569084	157.80096	86.81943	466.54940462112427	46.65494070053101
11	339.02512	26.426788	434.03528	306.99057	347.37433	4.7346196	354.57086	337.4626	138.72223	135.2	54999	117.12279	46.80522	230.76816	-89.31036	117.123566	46.88039	229.42456	-85.453575	1.704757	2.4498713	25.935505	-9.591731	-120.60287	109.76755	62.854664	514.1299602985382	46.73908747326244
12	356.66687	47.519154	416.56238	255.90167	463.3942	2.45771	466.74527	458.19925	139.63889	163.1	59999	123.06809	48.971657	219.6191	-76.96181	123.06679	49.033905	215.85373	-71.359146	1.4505982	2.504495	31.391455	-11.289094	-126.19837	92.22952	53.91095	561.8442196846008	46.82035183906555
