Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	Time Steps	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	AVG Time Per Epoch
0	-132.35847	206.73042	-5.476997	-621.5522	232.21053	0.049418647	0.19358507	0.59760094	-0.53040934	5000	-4.2414666e-08	2310.1084	-0.07845269	-1643.648	0.91894025	0.022785747	0.3602	79.0	6.136298656463623	6.136300086975098
1	-80.95382	134.74788	19.220232	-577.8279	147.41936	-28.808182	0.38688028	-14.131338	-28.915281	10000	-2.0503998e-09	554.5974	-0.08359827	-102.89755	0.90306544	0.030069906	0.3488	79.0	12.401181697845459	6.200591802597046
2	-99.220245	154.52803	-3.6341453	-523.6634	202.45454	-35.944126	3.622896	35.220528	-36.567623	15000	1.359582e-08	292.92365	-0.07927312	-22.832214	0.8920392	0.032948572	0.358	79.0	18.614636659622192	6.204879522323608
3	-60.41177	102.18647	8.358969	-465.92126	130.02632	-37.466667	6.443708	38.16974	-39.09029	20000	-4.816055e-09	567.3519	-0.08988947	-210.81665	0.87869513	0.03558127	0.4014	79.0	24.526816844940186	6.131704688072205
4	-94.031624	162.58318	2.8831465	-488.9865	208.39131	-29.43515	7.5211916	13.153324	-36.078655	25000	9.512902e-09	294.36722	-0.0875798	-127.41232	0.86638194	0.033573072	0.402	79.0	30.377243518829346	6.075449132919312
5	-86.07961	133.90485	24.398613	-431.12137	231.61905	-35.61621	8.545744	13.80176	-41.683796	30000	-1.8748642e-08	276.14993	-0.08845283	-86.159485	0.85101384	0.035408057	0.417	79.0	36.12367224693298	6.020612398783366
6	-103.39152	139.60207	4.535694	-423.49252	275.3889	-29.116	8.547788	24.649364	-40.330803	35000	7.0810318e-09	266.86722	-0.09298905	-67.03679	0.83866286	0.032057945	0.43	79.0	41.927706718444824	5.989672728947231
7	-68.642166	112.08337	24.286718	-360.88214	212.60869	-31.511806	6.9066453	0.6336511	-40.601208	40000	-1.2087077e-08	208.39676	-0.09516868	-64.15959	0.82414275	0.034680616	0.4174	79.0	48.01698350906372	6.002123147249222
8	-57.09706	91.933334	7.2680974	-346.50372	160.51613	-26.684225	8.788439	10.840815	-38.776077	45000	1.0039657e-08	115.87508	-0.098767534	-20.845375	0.8117064	0.030215329	0.4616	79.0	53.783286809921265	5.975920995076497
9	-36.66568	68.74063	9.221968	-352.2817	115.30232	-21.739054	7.7594576	3.5152633	-36.53279	50000	-1.7809867e-08	180.24934	-0.10265993	-46.17688	0.8007461	0.031689696	0.4626	79.0	59.51730799674988	5.951730990409851
10	-37.238747	71.65754	18.404152	-290.61322	143.39394	-18.902094	8.940038	12.773679	-35.792545	55000	-5.853176e-09	174.79166	-0.105134614	-43.443314	0.7888814	0.03422413	0.4832	79.0	65.84034991264343	5.9854865290901875
11	-40.602795	73.98549	13.919761	-258.92493	194.16	-20.563248	8.814082	11.342138	-33.710876	60000	2.1272898e-08	208.32045	-0.096866	-58.024673	0.7757492	0.019866923	0.4476	79.0	71.65638375282288	5.971365471680959
