Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	56.148254	17.596113	147.60027	26.827358	299.47202	107.02476	503.63022	185.59369	6.1779976	32.2	4999	45.699936	39.824764	174.0654	0.013029449	45.69699	39.82013	174.65276	-0.29362994	1.2117453	1.5970832	6.9331355	-9.337556	-54.803032	6.787035	25.530434608459473	25.530436992645264
2	55.154636	17.051971	166.48213	26.717497	583.7121	139.11295	791.49817	343.52206	6.071689	62.7	9999	105.24384	110.29709	399.91614	3.1791763	105.24494	110.286285	397.08875	1.4195901	2.0685613	1.9057186	8.932048	-12.820591	-143.38708	21.309093	57.82540583610535	28.91270422935486
3	638.37366	248.42241	1568.5238	54.76488	1575.5131	1149.9307	3965.1228	474.85986	68.50685	168.6	14999	192.42853	191.68025	527.69635	-0.083261654	192.41937	191.66045	543.78796	-2.7714417	2.2324147	1.8933666	11.356054	-8.492081	-245.25665	77.56175	92.6669614315033	30.88898777961731
4	4232.203	4190.482	9356.17	474.72586	9357.6	0.075829305	9357.698	9357.453	452.6	1000.0	19999	259.36142	226.77376	622.70807	3.3549678	259.35782	226.76793	623.24066	1.1203289	2.2993593	1.6998436	13.84483	-10.251496	-304.71103	82.41695	129.60859942436218	32.40215039253235
5	8314.607	2285.4553	9344.393	3204.1858	9349.911	14.293069	9359.42	9327.631	890.5	1000.0	24999	347.44864	259.65564	689.15216	3.023673	347.44885	259.65787	695.625	0.29785904	2.2911696	1.5657262	12.222682	-9.561194	-387.0988	84.94597	166.00518012046814	33.20103640556336
6	9341.31	2.658738	9344.433	9336.483	8459.78	2642.9802	9341.12	530.84094	1000.0	905.7	29999	427.19754	282.5872	745.673	4.874734	427.19427	282.59354	745.0763	0.8952397	2.3113718	1.4785473	12.463867	-10.54652	-462.48285	90.008415	201.6894006729126	33.61490046977997
7	9335.63	4.9353075	9342.026	9327.953	9335.451	4.0269904	9339.7295	9325.372	1000.0	1000.0	34999	498.08313	296.3854	778.51105	4.025018	498.0833	296.38712	785.83167	-2.6791801	2.2146983	1.4603616	14.571108	-9.282737	-530.5045	90.582016	237.8355851173401	33.976512466158184
8	9329.186	1.5856774	9330.91	9326.349	9323.396	0.9504396	9325.615	9322.327	1000.0	1000.0	39999	563.11414	300.54483	810.22797	4.016616	563.11414	300.5414	809.86096	-5.8699455	2.1309307	1.4470551	15.419376	-8.87421	-593.8214	93.11384	273.79001569747925	34.223752200603485
9	9334.678	7.574073	9343.885	9323.079	9343.813	3.10731	9352.916	9341.707	1000.0	1000.0	44999	619.0074	303.9359	835.41833	4.4077153	619.0061	303.93954	837.3402	-2.3856566	2.0359433	1.4278613	14.444149	-11.625708	-647.69885	87.306	309.66383147239685	34.407092571258545
10	9346.701	2.0637882	9349.308	9344.272	9354.467	0.1792406	9354.692	9354.187	1000.0	1000.0	49999	662.0764	300.92422	854.6837	4.166954	662.0756	300.92703	851.6999	-2.6597753	1.9245156	1.3677543	15.213444	-9.203286	-688.3233	79.34735	345.93334674835205	34.59333486557007
11	9346.814	1.5065801	9349.008	9344.702	9347.887	0.57953393	9348.623	9346.838	1000.0	1000.0	54999	693.7204	298.101	870.5695	3.7638285	693.7201	298.09476	871.791	-5.8928256	1.8140783	1.3578341	16.817335	-9.25222	-718.11273	76.71397	382.15827918052673	34.741661917079576
12	6848.348	2912.1006	9346.425	3073.079	1103.0139	176.55536	1306.9282	774.14185	732.8571	118.2	59999	718.2549	292.14297	897.53784	3.7315662	718.255	292.14197	893.02905	-3.8053937	1.7267675	1.3574214	18.253653	-8.87779	-741.22186	95.48393	415.5432798862457	34.628606816132866
13	3758.028	3071.6436	9346.505	895.14954	9347.787	0.8323386	9349.072	9346.495	402.3	1000.0	64999	733.1325	287.11847	906.0611	-0.067106366	733.13293	287.119	907.2771	-4.2046027	1.6738381	1.3105034	24.40453	-9.471317	-754.08246	172.0345	451.791161775589	34.75316643714905
14	9339.208	1.349102	9340.824	9337.045	9330.231	1.0310621	9332.447	9328.854	1000.0	1000.0	69999	745.4878	283.5574	906.3484	-0.6333538	745.48737	283.56186	910.46063	-5.3630414	1.6644353	1.2910461	13.337084	-9.218794	-765.1208	148.57913	487.9446222782135	34.85318744182587
15	9337.678	2.1646168	9340.225	9334.34	9355.881	0.4455555	9356.358	9355.174	1000.0	1000.0	74999	761.4442	277.8861	928.28906	2.501764	761.4448	277.88776	959.57196	0.3200056	1.6195623	1.2986196	22.828945	-9.204779	-779.8562	150.82523	524.0606331825256	34.937375688552855
16	8408.486	2093.5479	9348.394	3727.1726	9337.687	6.952097	9358.066	9333.429	899.8333	1000.0	79999	772.78876	270.56448	925.7607	-1.6986364	772.787	270.5677	932.81006	-9.566011	1.5253655	1.3136611	22.385479	-12.189639	-790.1157	125.1702	560.3327264785767	35.02079552412033
17	9340.026	3.0689638	9344.095	9336.616	9350.068	14.102025	9357.579	9321.65	1000.0	1000.0	84999	781.6904	263.0129	943.79333	1.6881422	781.6901	263.01416	941.9076	-5.477824	1.4837241	1.2433803	18.174637	-10.671788	-797.73627	122.24082	596.5911476612091	35.093597033444574
18	9342.645	0.83973485	9343.564	9341.066	9343.259	4.8594065	9352.973	9340.116	1000.0	1000.0	89999	788.38464	258.03452	972.9337	2.4831672	788.383	258.0399	964.8813	-6.1021347	1.4936099	1.2442554	29.995136	-15.990069	-803.60486	122.87633	632.8380541801453	35.157669795884026
19	9342.131	1.7015846	9344.563	9339.999	9346.314	0.35213834	9346.899	9345.66	1000.0	1000.0	94999	794.7511	252.26335	1064.9017	1.1718508	794.75055	252.26941	1075.2213	-9.888548	1.473279	1.2386434	18.90659	-12.63199	-809.0105	112.67245	668.7703769207001	35.19844099094993
20	9342.422	1.6549418	9345.367	9340.4375	9355.057	0.9236336	9357.565	9353.674	1000.0	1000.0	99999	800.80194	246.84686	1048.5187	2.4546115	800.80255	246.85281	1043.147	-5.6314917	1.3901241	1.2389067	18.872295	-9.716552	-814.37274	98.15948	705.1565113067627	35.257825660705564
21	7370.8013	2679.4978	9349.392	1896.6858	9352.049	1.4968487	9356.477	9350.963	788.7143	1000.0	104999	806.64777	242.69635	1030.4567	0.32201484	806.6478	242.69685	968.7867	-0.23232043	1.4047153	1.260032	15.676961	-8.60845	-819.5936	113.81463	741.3335330486298	35.3015969140189
22	8345.357	2000.0531	9350.698	4345.256	9346.613	0.20689785	9347.013	9346.269	893.0	1000.0	109999	812.68243	237.52545	1065.2266	0.20181869	812.68427	237.53038	1038.1692	-4.2959213	1.3396997	1.2227281	16.302982	-10.369307	-825.1561	118.85628	777.5658133029938	35.34390070221641
23	9345.285	2.69313	9348.712	9341.495	9353.508	0.2014535	9353.857	9353.223	1000.0	1000.0	114999	815.764	235.59738	1017.27435	-0.06841001	815.7633	235.60228	1021.6493	-4.4282393	1.3449894	1.2142161	21.71899	-9.587169	-827.61115	130.82544	813.8587400913239	35.38516270596048
24	9342.955	1.8256335	9345.9795	9340.912	9349.341	0.4422282	9350.146	9348.657	1000.0	1000.0	119999	819.9885	231.32957	1042.1019	1.3003287	819.9877	231.32878	1078.3157	-1.4915057	1.3332473	1.1778752	32.26336	-10.701855	-831.2107	111.38205	849.9566051959991	35.414858639240265
25	9346.208	2.1565664	9350.316	9344.161	9354.836	0.1774726	9355.058	9354.467	1000.0	1000.0	124999	824.32635	227.03061	989.8037	-2.3383636	824.3266	227.03328	1019.9549	-2.053812	1.2994902	1.2890432	48.62514	-9.746138	-835.06726	110.55402	886.2276587486267	35.449106435775754
26	9344.3	1.5079066	9346.861	9343.016	9354.963	0.1709757	9355.203	9354.65	1000.0	1000.0	129999	827.8046	223.58191	1100.2085	-1.5223345	827.80493	223.58607	1105.6512	-3.7404685	1.2880301	1.2657207	46.65253	-11.365379	-838.1689	116.92885	922.4706544876099	35.47964063974527
27	8115.0845	1756.7617	9348.083	5241.536	9357.8	0.1177736	9357.895	9357.527	868.3333	1000.0	134999	832.5038	219.76453	1176.0677	-0.39535603	832.503	219.77254	1090.1208	-20.885818	1.2704647	1.2618065	43.465084	-10.599486	-842.4526	117.80011	958.6257810592651	35.50465864605374
28	9344.661	1.8349686	9347.829	9342.128	9338.911	0.4030336	9339.764	9338.3955	1000.0	1000.0	139999	835.4482	216.72905	1055.4073	2.314614	835.44763	216.73453	1059.6029	-13.620837	1.277463	1.1882137	40.44949	-10.711497	-844.9639	114.01925	994.9819900989532	35.53507115159716
29	9342.355	3.9873316	9348.805	9337.667	9357.362	0.6178802	9358.039	9356.444	1000.0	1000.0	144999	838.421	213.42914	1237.0756	2.378297	838.42194	213.42393	1251.3326	-7.7596264	1.210556	1.1522862	13.886383	-9.940733	-847.8864	95.12999	1031.4003150463104	35.56552820370115
30	5294.758	3211.995	9349.148	1540.0046	9353.87	0.2683243	9354.348	9353.317	566.625	1000.0	149999	841.9935	209.49162	1151.4225	-1.7534003	841.9945	209.49255	1158.2849	-16.343878	1.2205617	1.1635046	16.162487	-11.465098	-851.0641	120.58063	1067.6724889278412	35.58908302783966
31	8052.2085	2891.2502	9346.291	1587.176	9354.74	2.596555	9356.175	9349.197	861.6667	1000.0	154999	843.16113	207.8569	1026.8406	0.115662724	843.16125	207.85733	1047.6151	-17.370716	1.1854755	1.1543711	18.526337	-10.467378	-852.108	122.07815	1103.8749253749847	35.60886864508352
32	7568.528	2747.5388	9353.495	2362.738	9356.712	1.0541635	9357.154	9353.576	809.7143	1000.0	159999	845.7236	204.11885	1081.0823	0.5411401	845.72424	204.1331	1135.2704	-4.1280456	1.1774569	1.1749693	16.696953	-10.8468	-854.2588	129.37418	1140.2313659191132	35.63223025202751
33	5630.869	3117.1394	9344.425	1026.3823	2894.6675	3232.0127	9353.993	1102.0382	602.75	309.6	164999	847.5612	202.15337	1081.7423	-2.8401241	847.5605	202.16022	1064.6456	-19.793226	1.1583304	1.1670587	15.057995	-10.691961	-855.855	150.17603	1174.4673199653625	35.58991884462761
34	3937.6023	2530.468	9098.741	1457.0674	9353.642	0.20272529	9354.023	9353.358	421.33334	1000.0	169999	848.6181	200.35254	1122.5769	-1.5700231	848.61755	200.3417	1073.3292	-29.899418	1.2260263	1.183901	25.85902	-10.300054	-856.5911	137.96938	1211.9121186733246	35.644474148750305
35	7133.064	3239.4358	9348.965	1083.1285	7894.111	2931.0732	9359.803	2027.3431	763.0	843.5	174999	848.42175	199.82405	1045.0732	-2.997282	848.42114	199.82536	1086.463	-21.804752	1.2469047	1.2095811	20.561106	-10.229337	-855.9811	156.7098	1249.903558731079	35.711530317579
36	4737.801	3445.0059	9348.85	1222.8958	9352.622	0.54640865	9353.569	9352.01	507.0	1000.0	179999	849.3286	199.02676	1085.7219	-3.6325915	849.32904	199.02252	1113.1002	-31.843054	1.2705448	1.2004821	25.46956	-8.375788	-856.9538	166.79723	1286.8650619983673	35.746251775158775
37	6185.3164	2898.5125	9347.834	1456.6649	9353.435	4.208281	9359.8955	9350.005	661.875	1000.0	184999	852.83344	197.90715	1064.1195	-15.767859	852.832	197.90202	1057.7203	-15.947758	1.372703	1.2280785	22.453972	-11.594141	-860.165	163.18181	1323.6349086761475	35.773916508700395
38	5028.241	3140.7854	9347.798	1624.0204	9358.304	0.20107396	9358.691	9357.985	538.2222	1000.0	189999	855.5495	197.35652	1067.9338	-2.4284983	855.54944	197.36395	1046.6683	-31.167286	1.3951293	1.2461821	19.519608	-10.152252	-862.8775	167.6504	1361.31183719635	35.823995772160984
39	5498.1807	3118.509	9343.743	1969.6835	9309.2705	0.5897932	9310.772	9308.556	588.75	1000.0	194999	858.89197	197.007	1044.8959	-5.2602525	858.88983	197.00537	1077.1707	-9.060998	1.3849066	1.2290598	18.903564	-8.985448	-866.0682	194.63329	1397.9331104755402	35.84443878516173
40	7074.6675	3592.2725	9347.237	1007.56305	9359.83	0.11379363	9359.947	9359.603	757.2857	1000.0	199999	859.09216	195.25056	1129.5582	-7.076933	859.0899	195.25626	1112.2689	-28.383821	1.357279	1.2109237	20.147308	-10.650015	-866.1048	180.52742	1435.2018330097198	35.880045878887174
41	7552.0474	2836.872	9351.784	1773.8788	9357.609	0.21308205	9357.809	9357.117	807.8333	1000.0	204999	860.1018	192.48033	1075.4241	-13.4351225	860.1002	192.4903	1072.5823	-86.43583	1.3788518	1.2219434	42.131905	-12.721091	-866.7807	192.09993	1474.5156843662262	35.96379723781493
42	9340.516	5.352665	9346.24	9330.441	9353.135	0.2138284	9353.298	9352.716	1000.0	1000.0	209999	860.8438	188.605	1032.0814	-7.1235723	860.8421	188.59856	1050.0469	-14.363381	1.319229	1.2113003	26.07677	-8.5630045	-866.9358	194.35585	1515.0252213478088	36.072029125122796
43	8623.161	1451.2528	9351.0625	5720.6587	9352.005	0.111427024	9352.211	9351.765	922.4	1000.0	214999	862.7275	188.62692	1042.9655	-11.974277	862.7276	188.6069	1024.0929	-9.605406	1.3853911	1.2346202	24.997398	-9.603798	-869.0941	190.86285	1552.263741016388	36.099156823269155
44	9341.767	3.1027858	9347.399	9338.6455	9357.684	0.32505876	9357.876	9356.761	1000.0	1000.0	219999	864.582	184.18839	1119.7527	-2.57798	864.5803	184.21048	1140.8048	-44.524837	1.3045827	1.2232884	16.935816	-9.904031	-870.5891	203.05276	1589.505488872528	36.12512479587035
45	9339.312	4.261901	9346.39	9335.244	9358.861	0.4397049	9359.343	9358.07	1000.0	1000.0	224999	866.0411	183.26768	1117.3596	-9.167957	866.0429	183.2567	1134.2535	-95.07914	1.3629411	1.2154545	18.098673	-9.464342	-871.9448	199.8805	1626.6711239814758	36.14824725257026
46	9346.787	1.3254142	9348.346	9344.363	9338.731	0.25052738	9339.14	9338.425	1000.0	1000.0	229999	868.69916	181.92358	1113.4258	-5.366747	868.69617	181.94365	1114.9141	-17.340214	1.3358006	1.2446182	22.135359	-10.4419	-874.6398	202.09723	1662.838547706604	36.14866412204245
47	8005.2676	2988.452	9344.365	1322.8892	9346.522	0.17151646	9346.676	9346.168	857.0	1000.0	234999	870.44543	180.12177	1172.9277	-19.398832	870.44635	180.14815	1178.1178	-50.312042	1.3640035	1.2443068	16.4737	-11.808917	-876.3105	229.5133	1698.888346195221	36.14656060299975
48	4571.502	3258.1565	9347.971	1073.1251	2019.8118	49.97822	2101.6348	1952.6711	489.18182	216.2	239999	881.2298	182.63904	1096.1877	-6.6016	881.2291	182.70425	1125.3225	-24.478773	1.8425725	1.136053	18.138323	-7.8718762	-888.0081	208.24193	1733.0475878715515	36.10515813032786
49	4832.216	2746.976	9352.069	1158.2603	9354.753	1.4444401	9355.86	9352.484	516.8889	1000.0	244999	893.214	185.94572	1120.594	-36.17469	893.213	185.9771	1127.4681	-60.220825	1.4932097	1.1884141	46.154877	-11.4219675	-898.9148	219.24155	1769.038922071457	36.1028351929723
50	8938.187	822.64795	9352.48	7292.897	9358.331	0.17007138	9358.538	9357.928	956.0	1000.0	249999	889.39374	182.99402	1140.8567	-62.799423	889.393	183.04102	1172.3817	-78.94819	1.4694263	1.2212007	22.217836	-10.384999	-894.8244	211.29033	1804.9930167198181	36.09986037254333
51	4217.594	3640.1228	9346.018	930.7708	9350.547	0.25272977	9351.077	9350.228	451.69232	1000.0	254999	885.4617	178.40804	1322.6394	-32.239864	885.4634	178.39336	1337.131	-55.91101	1.4528867	1.2167326	16.693365	-11.495124	-890.8536	238.7567	1841.1141197681427	36.100276900272746
52	5159.532	4184.681	9351.616	810.3689	9351.114	0.109469995	9351.237	9350.827	552.375	1000.0	259999	896.8065	181.87828	1255.4714	-28.116198	896.80206	181.87442	1291.3218	-47.316124	1.9163265	1.1494848	50.30835	-10.09061	-902.949	255.8745	1877.1749243736267	36.09951781768065
53	6979.426	2474.4119	9352.891	2335.944	9358.967	0.18836115	9359.1875	9358.678	746.4286	1000.0	264999	898.07745	182.11172	1091.5486	-0.85634327	898.079	182.0971	1052.886	-26.228897	1.6595123	1.1814059	24.618732	-9.034247	-903.3154	242.64932	1912.80903840065	36.09073661408335
54	9354.747	1.1340711	9356.138	9352.982	9359.485	0.1366378	9359.672	9359.2705	1000.0	1000.0	269999	894.70844	177.44954	1192.3817	-9.843116	894.7086	177.45995	1219.4226	-19.796347	1.8171226	1.1590115	20.790941	-8.835696	-899.8909	232.73425	1948.9806196689606	36.09223374172493
55	9351.494	1.2318712	9352.535	9349.204	9359.826	0.16054492	9359.951	9359.42	1000.0	1000.0	274999	890.3338	174.49312	1147.5929	-6.68665	890.33435	174.49644	1184.4016	-27.018753	1.5267842	1.1932899	21.068438	-10.70516	-895.1741	234.327	1985.172979593277	36.0940542047674
56	6381.9385	3475.3953	9350.644	1438.5621	9358.853	0.24308169	9359.084	9358.334	682.7143	1000.0	279999	883.5551	172.68527	1109.4479	-5.530015	883.5573	172.67944	1123.4727	-46.8464	1.3724613	1.2335569	27.909964	-10.020291	-888.2874	231.63693	2021.3248493671417	36.095086629901616
57	9350.2705	0.9502153	9351.636	9348.892	9359.645	0.24155684	9359.786	9358.959	1000.0	1000.0	284999	879.2333	169.20193	1142.7296	-1.0505645	879.23425	169.19826	1156.162	-28.226479	1.3464328	1.1800956	22.519758	-9.0808	-883.6008	226.12585	2058.0081055164337	36.10540539339969
58	8181.49	2614.2322	9352.411	2335.8901	9358.23	0.13032591	9358.351	9357.978	875.0	1000.0	289999	875.8213	167.77397	1105.586	-2.1987722	875.82007	167.79234	1083.4385	-23.259615	1.3796299	1.1935347	20.989191	-9.170966	-880.3308	210.55533	2095.390981197357	36.12743074729525
59	7002.5117	3251.7024	9348.208	1014.1716	9356.002	0.09708917	9356.086	9355.738	749.4286	1000.0	294999	874.69806	165.5212	1252.5026	-6.738985	874.6982	165.50798	1245.8029	-17.278154	1.324019	1.2429626	25.290508	-13.131996	-878.9821	212.7561	2133.2121262550354	36.15613776546414
60	7739.654	3206.6387	9348.12	1326.3802	9350.662	0.38655743	9351.135	9349.7	828.4	1000.0	299999	872.5626	163.05486	1154.4789	-7.234051	872.56415	163.09813	1145.2246	-37.389336	1.2867217	1.2128778	21.89755	-9.386433	-876.5953	244.31004	2170.352918624878	36.172548679510754
