Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	19.095451	15.363273	117.97486	5.691463	95.21568	0.4734549	95.722145	94.20956	23.01389	52.8	4999	13.777714	10.310837	63.6372	-16.339556	13.77714	10.305503	64.15543	-15.891965	0.039710283	2.0614324	21.148476	-11.712847	-15.332443	2.2671924	27.038252115249634	27.038254737854004
2	17.75783	19.360874	175.9493	5.1645055	83.74135	0.47386268	84.27334	82.82594	21.650862	48.0	9999	61.636143	27.858295	169.78052	-72.524284	61.635098	27.834751	169.93544	-54.83136	2.6463928	2.7145815	28.164923	-11.395381	-67.20878	27.9662	60.243958473205566	30.12198054790497
3	250.61758	105.22446	578.3198	79.85477	1099.6633	62.181446	1265.367	1033.6199	108.17778	419.2	14999	125.11375	37.782845	214.98662	-66.08419	125.110466	37.742012	212.93005	-69.47514	2.570051	3.2710583	34.532494	-11.334248	-131.81548	98.90666	96.24317932128906	32.081060568491615
4	348.94635	53.3596	474.47244	232.905	796.736	6.235235	810.46	789.3172	151.02942	277.3	19999	158.71045	44.14278	246.56055	-89.84269	158.7089	44.10011	244.79741	-88.00084	2.448142	3.2995994	32.611176	-11.969652	-164.59515	108.61615	131.8477029800415	32.96192646026611
5	397.26083	83.23488	613.0345	298.81772	548.82935	1.4703772	550.8472	546.9146	148.63637	180.6	24999	176.87393	51.810604	287.4725	-110.95659	176.87654	51.782642	291.1103	-116.8372	2.4301267	3.1978574	32.011425	-11.201551	-182.08516	105.84978	167.15323948860168	33.430648469924925
6	453.20273	199.90549	975.96295	72.86556	301.3072	9.080626	312.04984	278.07098	160.58064	118.8	29999	186.3583	56.11654	322.50818	-116.43484	186.35672	56.11348	327.02216	-111.33967	2.436041	3.1062737	34.19756	-12.9244375	-190.70714	97.70099	202.18607139587402	33.69767892360687
7	337.3537	142.72858	679.0042	37.097736	409.27933	1.5613055	411.6005	406.64517	128.8718	141.7	34999	188.40411	62.27284	322.6349	-196.42142	188.4021	62.28165	324.36987	-159.68272	2.1814923	3.0080307	41.55494	-17.073465	-192.19063	98.95505	237.02367210388184	33.86052489280701
8	441.92743	177.95999	894.23065	214.99731	678.88586	135.47418	864.4768	388.46817	153.0625	231.1	39999	186.25024	65.29656	305.10327	-178.38164	186.24939	65.314064	304.93958	-178.83691	2.2137723	2.9385068	39.576187	-11.110291	-189.68056	86.64423	272.5095953941345	34.06369969248772
9	870.4885	478.93546	1742.6632	39.445816	715.8578	169.77724	1065.9652	579.95966	292.58823	267.3	44999	187.33794	65.21684	319.16492	-154.47862	187.33803	65.227356	314.54773	-173.22453	1.9776745	2.8682806	41.694225	-15.2023735	-190.3183	77.857895	307.95784306526184	34.217538356781006
10	679.9879	342.19904	1395.4635	241.99156	1432.0605	260.90073	1833.0691	953.3124	241.2381	451.7	49999	185.29242	61.488346	294.30972	-160.55954	185.29195	61.50255	294.80392	-120.35779	1.7328147	2.8120756	41.121185	-11.400605	-187.77693	68.15454	343.92703652381897	34.39270384311676
11	983.9926	673.1013	2394.3704	242.92522	2215.48	517.11346	2591.45	1271.8052	387.75	872.6	54999	182.39502	58.619907	276.59683	-151.38991	182.39378	58.626377	273.0236	-153.33961	1.509798	2.7348177	43.57823	-11.591144	-184.50998	69.35824	382.0058319568634	34.72780310023915
12	1152.0856	413.871	2250.3047	719.8709	2608.9612	96.72043	2689.647	2333.657	374.92856	989.1	59999	182.32094	55.637127	266.5926	-128.86496	182.32047	55.65571	262.79184	-152.4048	1.4946898	2.7210827	42.295044	-14.08637	-184.1755	67.57748	420.1690397262573	35.0140868028005
13	1476.8539	759.9867	3085.94	709.5412	2924.9966	8.364365	2938.0386	2912.0251	473.36365	1000.0	64999	184.10295	55.291565	269.98538	-145.917	184.1023	55.30335	269.4239	-141.6653	1.3141968	2.6253707	38.65138	-13.031481	-185.71825	63.90301	458.3458003997803	35.257369444920464
14	1554.9845	668.8382	3012.0508	850.13873	3199.6685	46.485844	3234.768	3065.7817	477.5	1000.0	69999	187.12779	56.562397	271.55853	-150.28859	187.12595	56.572174	270.06912	-134.45396	1.2804252	2.5606065	52.22428	-10.8658495	-188.67247	58.477787	496.72757959365845	35.48054153578622
15	2230.2336	731.43066	2980.2864	899.69275	2758.789	27.246391	2800.3872	2715.2468	733.3333	1000.0	74999	193.39717	57.272312	273.53275	-127.903534	193.39694	57.282627	270.8651	-140.47527	1.2630701	2.5396683	41.143013	-13.756882	-194.88283	55.83954	534.737212896347	35.64914766947428
16	2074.5593	708.58875	3058.2966	1140.6031	2692.7625	459.17062	2974.7896	1325.5189	711.5714	948.9	79999	199.29077	57.8667	273.88812	-170.19586	199.28926	57.881893	275.6449	-98.47267	1.2519468	2.5447977	45.156105	-13.398283	-200.69911	53.8174	572.624666929245	35.78904181718826
17	2221.5925	787.3928	3062.9666	741.9698	2645.4006	9.529554	2659.5933	2634.407	726.4286	1000.0	84999	204.97275	58.760666	279.86725	-105.603714	204.97153	58.77844	280.0804	-157.16344	1.1884363	2.5218437	38.588627	-11.212453	-206.3184	50.981037	610.7840490341187	35.928473584792194
18	2133.559	1014.2951	3046.4656	17.18112	2298.4663	298.5971	2861.8132	2003.1818	697.5	724.0	89999	211.05467	59.40072	282.31696	-112.23689	211.05382	59.409782	284.0357	-236.93048	1.1777802	2.4807367	38.53127	-11.5963	-212.32436	52.273357	647.8225467205048	35.99014160368178
19	2144.9136	871.8349	3159.1313	987.96954	2999.096	14.157395	3017.674	2972.6064	684.1429	1000.0	94999	217.05695	60.27829	288.24734	-158.60962	217.0565	60.28583	288.53906	-101.63828	1.14041	2.475016	55.35075	-12.163712	-218.33513	50.895126	686.1756539344788	36.11450821474979
20	2322.8281	1042.4775	3013.1846	15.142899	3125.1868	21.473703	3162.861	3100.4666	744.6667	1000.0	99999	222.36858	60.62049	293.0734	-129.78705	222.36772	60.63682	295.52142	-115.18996	1.1512233	2.440834	38.846962	-11.856298	-223.59372	48.66087	724.5016915798187	36.22508467435837
21	2449.07	812.7196	3097.024	1111.4445	3051.245	32.755302	3083.5818	2977.6565	782.7143	1000.0	104999	225.71321	61.01144	294.88495	-110.10258	225.71198	61.026676	294.88364	-94.72277	1.1394017	2.415875	37.67532	-12.069319	-226.8598	49.458744	762.7955703735352	36.323598691395354
22	2821.9143	545.3316	3136.5068	1733.6425	3104.9702	19.351301	3123.7598	3055.4724	901.8	1000.0	109999	229.86806	60.98554	297.93033	-93.426636	229.86739	60.99962	297.285	-119.1912	1.0840831	2.3943663	49.668217	-14.560573	-230.9282	45.48275	800.980553150177	36.40820706974376
23	2134.0464	617.14703	3139.3909	1318.2314	1095.059	11.426779	1112.1818	1073.4554	657.0	326.5	114999	233.25854	61.09245	298.75598	-169.37222	233.25739	61.113003	302.12253	-176.15279	1.0950484	2.3899596	37.642326	-11.881535	-234.3292	44.021473	836.3555362224579	36.363284266513325
24	1454.9009	598.1902	3290.0002	983.5478	2172.8447	387.2675	2732.1868	1677.3281	437.23077	652.9	119999	236.27103	60.99722	304.23297	-119.6466	236.26964	61.016926	302.1938	-211.16808	1.1365932	2.408753	32.291985	-10.76478	-237.32253	42.281628	873.3005647659302	36.387523621320724
25	2041.382	786.00555	3310.3086	1048.8613	1551.3274	89.005135	1654.505	1444.9294	613.7143	454.1	124999	237.5148	61.105644	303.82874	-117.968056	237.51457	61.114384	302.41776	-83.97756	0.92021215	2.4040446	34.94507	-11.718769	-238.45605	39.302345	909.4766867160797	36.379067544937136
26	1766.6674	693.5522	3085.339	1064.3821	2251.469	564.74554	3097.237	1447.0608	538.8	695.8	129999	238.69212	61.646847	304.33615	-111.850494	238.6905	61.66461	304.20853	-78.91609	0.87065315	2.354536	35.482048	-11.312902	-239.5669	37.63924	946.8268475532532	36.41641728694622
27	2326.1455	777.9129	3084.0098	1182.68	3033.8137	129.49274	3126.6956	2655.943	736.8571	980.3	134999	239.68982	62.441776	307.12927	-109.512215	239.68889	62.45258	305.4116	-108.48389	0.84187275	2.3456023	31.852285	-11.136055	-240.4962	39.259674	985.1442708969116	36.486824927506625
28	2446.49	914.8213	3230.0308	1109.1412	3003.8362	13.375447	3029.242	2987.4167	784.3333	1000.0	139999	241.65028	61.778095	304.416	-111.73251	241.64998	61.790276	305.37415	-88.44225	0.78354526	2.2683513	33.911488	-14.261677	-242.42682	36.620403	1023.5177817344666	36.55420657566616
29	2559.9448	733.8299	3137.3079	1349.1598	3073.2712	8.84816	3089.3276	3058.2192	818.6667	1000.0	144999	243.4055	61.522606	305.19373	-131.4243	243.40396	61.5328	305.51233	-97.0634	0.78310466	2.2965996	42.229187	-11.804497	-244.1679	36.345524	1061.66690325737	36.60920364281227
30	2817.3455	365.82858	3173.9348	2118.025	3080.6997	2.4092531	3085.1604	3077.7231	878.6667	1000.0	149999	245.1431	61.072926	306.6852	-152.45377	245.14305	61.086937	304.75143	-96.95058	0.7144065	2.2374716	37.82696	-13.616925	-245.8548	36.77902	1100.0151691436768	36.66717236836751
31	2819.3704	495.71082	3082.9204	1828.1597	3083.337	12.205831	3107.2869	3062.0376	903.6	1000.0	154999	246.87117	60.830906	306.35962	-116.592476	246.8701	60.8515	307.5081	-88.87578	0.7355185	2.274633	56.343582	-10.417063	-247.5629	34.512146	1138.379002571106	36.72190338565457
32	2793.989	529.5431	3109.7363	1622.0441	3131.3875	28.862917	3189.2344	3089.9707	897.5	1000.0	159999	248.8684	60.214413	306.04163	-97.74222	248.86716	60.2333	307.14273	-101.393265	0.7099786	2.254227	42.326965	-14.244643	-249.56116	34.189205	1176.5299580097198	36.76656124740839
33	2175.8286	1086.7891	3164.4353	16.384926	3076.161	10.420353	3096.7095	3057.6792	688.4286	1000.0	164999	250.7636	59.439514	309.61566	-135.81639	250.76274	59.45806	308.629	-82.177734	0.65696925	2.2494307	43.00677	-13.556501	-251.40062	33.24718	1215.0126044750214	36.81856383699359
