Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	1.4272625	4.852679	18.439714	-8.750748	354.09344	29.660051	415.80856	324.94968	20.072289	231.1	4999	12.721191	9.705907	41.429874	-12.460497	12.72149	9.704864	41.270454	-11.788419	0.19778642	3.0165753	19.737148	-14.84984	-15.173134	2.2567377	26.879047632217407	26.879050493240356
2	1.4324149	5.6680865	44.40707	-11.782697	-35.28089	2.599669	-30.85367	-38.961014	20.657024	81.6	9999	46.976192	17.526947	115.97393	-37.27765	46.9775	17.522522	115.72527	-29.575638	2.7342753	4.289692	38.53456	-13.753717	-52.180534	18.168613	59.719390630722046	29.85969650745392
3	78.02503	117.09627	436.62357	-41.17873	671.0433	312.61618	934.02106	101.443596	133.44444	764.8	14999	98.32997	25.17927	168.03308	-52.222412	98.33151	25.166256	166.01077	-49.847893	2.0463543	5.0221643	57.07647	-13.342747	-104.64361	57.96231	96.53873801231384	32.179580211639404
4	276.0431	112.933304	420.24802	60.469463	354.2118	89.46565	563.5188	271.90036	224.17392	195.7	19999	100.635765	26.375996	162.78445	-48.738747	100.63574	26.368004	163.24701	-43.981735	0.6868091	4.167551	52.10665	-12.903243	-104.712906	47.79097	131.1116178035736	32.77790504693985
5	308.90494	153.62753	637.0475	12.386172	233.28044	136.57394	384.2513	-33.60989	209.33333	193.9	24999	105.97917	28.8704	168.79376	-61.211773	105.979965	28.852964	169.79893	-58.621384	0.44786334	4.0666947	48.671104	-12.368034	-109.292015	49.771355	165.43349409103394	33.08669919967652
6	253.46864	142.2964	445.44543	6.4207535	160.15852	121.879684	302.49637	30.817713	184.44444	130.6	29999	108.562485	30.104465	171.80183	-58.675156	108.56323	30.081285	173.71286	-58.540054	0.2153109	4.0055103	49.06319	-13.162478	-111.3236	46.73489	199.44372415542603	33.240621050198875
7	357.56744	164.26349	835.3335	78.35681	292.92	28.326252	342.10257	254.68304	261.57895	163.1	34999	110.07365	31.275524	177.59381	-59.104233	110.07301	31.260422	181.20122	-60.742218	0.18948907	3.8471923	46.283665	-13.201277	-112.40087	42.748547	234.00028467178345	33.42861236844744
8	367.6699	172.2148	949.47266	50.03376	368.4854	31.197231	417.2833	320.9421	232.95238	185.2	39999	111.410515	31.83966	182.43619	-73.27946	111.41007	31.82395	180.24454	-60.445736	0.23679788	3.8656979	49.642853	-15.155624	-113.51122	40.30268	268.54070115089417	33.56758788228035
9	370.1824	110.42394	651.67053	90.91079	469.95166	70.143875	578.14746	358.0424	221.30435	246.6	44999	112.12204	32.529713	173.43336	-61.05062	112.12274	32.515095	175.78062	-72.87819	-0.0002556595	3.7117066	45.615852	-16.29266	-113.948	38.078762	302.8585956096649	33.650955253177216
10	392.71194	66.80336	571.96423	309.94592	293.39224	13.209459	312.70065	271.40762	215.86957	155.8	49999	112.27596	34.20979	173.13545	-71.90661	112.27528	34.203293	172.67938	-59.926422	0.097430184	3.5393593	43.56838	-13.627399	-113.900826	35.033176	337.1777129173279	33.717771482467654
