Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	-43.79831	4.1267824	-33.9757	-54.742867	-8.519683	3.3795273	-4.6068735	-15.149331	50.0	50.0	4999	-1.8071748	0.6008209	0.7647635	-5.109826	-1.8075598	0.6009779	0.2253631	-5.1005726	-1.8075404	0.6003617	0.014232695	-4.5955625	1.128132	0.119016625	20.18585205078125	20.18585443496704
2	-42.950684	4.404185	-30.175575	-56.82973	-10.333444	2.9124951	-5.728477	-14.045481	50.0	50.0	9999	-3.029928	0.9023305	0.060425684	-7.2525	-3.0298955	0.90368915	0.3428663	-7.2163515	-3.0299568	0.90245146	-0.08050443	-7.206347	2.338159	0.18085794	45.23578238487244	22.617892384529114
3	-9.774924	3.406859	-3.1585798	-18.804806	-9.299108	2.535261	-4.9317355	-13.153904	50.0	50.0	14999	-4.1003475	1.2607721	0.87465787	-9.873829	-4.1004086	1.2604148	0.6702388	-9.805809	-4.100251	1.2610141	0.5974709	-9.713024	3.498625	0.32465795	71.3391981124878	23.779733498891193
4	-9.328355	3.0291793	-3.0305324	-16.531185	-8.692282	3.493732	-2.9392426	-13.039576	50.0	50.0	19999	-4.8059397	1.5353642	1.4021149	-11.209783	-4.8059297	1.5359643	1.7637837	-11.236759	-4.805825	1.5359715	3.0781803	-11.110912	4.3026395	0.5075069	97.6291573047638	24.40728998184204
5	-9.153515	2.9250617	-2.4714768	-17.386663	-7.482343	3.8519292	-2.3018148	-13.948938	50.0	50.0	24999	-5.382793	1.7089461	1.7223884	-12.72304	-5.382848	1.7092805	1.501545	-12.915524	-5.382815	1.7096918	1.9199077	-12.642467	4.9384637	0.71671355	123.95571279525757	24.791142988204957
6	-10.3175	3.8220146	-4.0548077	-24.382498	-8.161304	3.0786748	-3.2074797	-13.245028	50.0	50.0	29999	-5.852142	1.8810031	2.684097	-14.196487	-5.852235	1.8806224	2.6887085	-14.144246	-5.8520803	1.8818372	3.5175705	-14.058645	5.4604306	0.88952714	150.36738681793213	25.06123157342275
7	-10.86858	3.1329536	-4.5717144	-19.99402	-9.795097	3.4544027	-5.185399	-16.367311	50.0	50.0	34999	-6.186777	1.9856833	4.7836604	-15.092666	-6.186948	1.9859773	2.094184	-15.083025	-6.186923	1.9861008	2.4671767	-15.017919	5.809697	1.0830697	176.50958490371704	25.21565532684326
8	-9.876505	3.5527284	-3.212049	-20.666693	-9.675758	4.1447744	-2.7646587	-18.284727	50.0	50.0	39999	-6.5640807	2.0325704	4.5801907	-16.22241	-6.564246	2.031748	3.7707531	-16.641739	-6.5641117	2.033039	3.6436357	-16.52505	6.20003	1.2574202	202.65335369110107	25.33166953921318
9	-8.424853	3.476718	-3.354153	-18.741226	-6.1461487	3.2905667	-2.6468782	-13.998468	50.0	50.0	44999	-6.968892	2.1397915	6.3305793	-17.152765	-6.968864	2.1392698	4.173365	-17.368511	-6.968945	2.1402142	5.4202905	-17.0681	6.6153946	1.4687287	228.9045054912567	25.4338342083825
10	-9.376267	4.460195	-2.5923145	-26.452126	-9.317125	5.101336	-2.5460968	-16.96189	50.0	50.0	49999	-7.3183	2.2748992	3.708996	-18.59386	-7.318431	2.274566	4.6153727	-17.494852	-7.3183727	2.2753446	4.070469	-17.948893	6.9631658	1.6529949	255.16821336746216	25.516821599006654
