Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time	AVG Time Per Epoch
1	18.411396	16.775373	146.20067	5.2064543	150.64273	2.3774576	155.85728	147.34547	22.013216	78.1	4999	22.758318	24.545149	153.37257	-42.95862	-29.140905	9.190492	24.689355850219727	24.68935775756836
2	18.86998	16.814331	127.62899	5.362629	19.096693	0.785565	19.83003	17.675127	22.744291	17.7	9999	405.02975	312.58112	1300.1017	-401.01456	-496.3015	2328.8276	54.971997022628784	27.485999584197998
3	43.263393	74.21096	371.751	1.2702155	478.1162	24.38982	528.4023	437.943	41.974136	294.2	14999	1201.0178	535.08154	2899.622	-1024.4725	-1365.1162	21724.72	87.19217824935913	29.06406005223592
4	322.0982	163.13803	781.17926	14.658734	351.29034	35.71931	439.91696	308.75128	199.36	199.0	19999	2343.4236	1021.87103	5602.7827	-1721.0219	-2601.5847	70993.18	119.19431948661804	29.798580408096313
5	297.53525	53.877205	415.26712	141.91788	306.0218	3.8606274	312.91556	301.2677	137.64865	140.4	24999	3894.972	1572.1084	7131.8716	-2367.235	-4258.116	125573.99	151.24864745140076	30.249729919433594
6	310.1252	41.695736	395.62915	111.60163	355.18213	32.273266	410.6801	307.45102	144.22858	160.7	29999	5347.588	2115.0977	8749.774	-2790.1763	-5784.8013	190710.08	183.37510442733765	30.562517762184143
7	349.32928	80.29916	614.3664	175.96947	195.979	72.96886	329.14963	132.46933	173.89285	124.6	34999	6668.8267	2545.8318	10652.004	-4203.598	-7143.3247	259188.48	215.41964435577393	30.774235248565674
8	321.82193	98.3369	661.5144	135.44174	285.05304	30.029911	368.79977	243.34006	171.03334	149.6	39999	7440.052	2999.231	13079.71	-5606.528	-7921.47	309575.94	247.5941743850708	30.94927206635475
9	228.63303	216.4012	737.28186	11.38623	504.33926	244.90633	945.1044	16.339638	190.04	501.3	44999	8222.981	3350.5674	15295.024	-4383.4604	-8704.437	335222.3	281.0824661254883	31.231385363472832
10	256.6542	187.33817	613.4413	17.073881	927.67285	132.80351	992.7851	533.26416	288.0	933.2	49999	9131.007	3616.8838	15422.575	-4425.667	-9632.586	357435.78	316.26411533355713	31.626411724090577
11	425.89856	219.26561	805.7477	32.563778	412.84784	141.11014	730.78595	120.02835	371.92307	364.3	54999	9898.952	3719.261	15002.015	-6029.263	-10388.822	361764.88	349.27381467819214	31.75216514414007
12	391.31705	114.81114	788.0392	230.10573	349.88007	53.1799	447.10434	292.049	222.56522	162.0	59999	10240.978	3915.3174	15568.034	-5370.471	-10721.384	372100.7	381.66414856910706	31.80534589290619
13	406.03143	84.80285	622.54376	269.33667	469.74457	95.143364	633.4167	352.61588	187.77777	222.7	64999	10373.364	4145.7676	15386.103	-6666.452	-10843.646	356456.28	414.3409426212311	31.872380366692177
14	354.02133	171.5368	644.10516	63.198772	378.55374	213.69891	659.7753	58.961235	197.4	220.2	69999	10071.906	4209.514	15357.514	-6464.9165	-10509.591	326842.97	447.1184663772583	31.93703348296029
15	111.79902	148.6526	629.5198	11.186219	32.049797	2.3344378	36.7914	28.239634	109.847824	61.7	74999	9973.7295	4148.607	15407.355	-6481.4346	-10404.842	369416.7	479.5059885978699	31.967066033681235
16	479.0457	218.5635	742.25354	128.82997	540.9929	160.67097	808.19434	312.14508	383.53845	232.4	79999	10126.951	4183.143	16615.312	-7315.345	-10551.349	362460.03	512.2066135406494	32.01291346549988
17	392.57138	213.53893	934.8635	42.149746	394.01184	346.74835	991.1464	37.217377	206.58333	365.3	84999	9990.625	4220.818	16283.897	-10168.424	-10403.409	358697.12	545.7197625637054	32.10116261594436
18	446.36374	387.2546	1107.6611	36.781883	572.9397	271.65024	1133.4589	54.32345	386.07693	412.3	89999	9831.724	4156.26	15018.137	-10178.783	-10243.732	356393.88	579.3224635124207	32.18458139896393
19	323.7441	255.24551	843.7551	15.832904	226.15073	166.67998	536.5798	39.275066	246.85	234.1	94999	9809.23	4052.8896	15082.964	-10138.218	-10214.118	407202.2	612.2873044013977	32.225647725557025
20	543.90784	351.5497	1002.355	42.63956	1002.5212	1.3526446	1005.51495	1001.09406	525.0	1000.0	99999	9961.95	4091.8826	14955.843	-10042.551	-10369.675	391248.22	648.0811731815338	32.40405877828598
