Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	18.018923	15.321278	134.96683	5.389768	182.27188	4.0658555	186.86864	174.15895	22.394619	92.3	4999	15.118387	12.74501	75.05233	-20.607277	15.118099	12.750913	76.38129	-19.73919	0.59653133	2.4123147	17.87856	-13.494136	-17.370863	3.2053802	26.526034355163574	26.526036500930786
2	16.96418	11.213816	74.41838	4.8703485	175.29073	1.9598515	178.69548	172.83525	21.691305	86.0	9999	97.50224	45.09821	265.76257	-76.316956	97.501305	45.132294	271.67557	-69.20744	3.5852928	2.7169645	37.509438	-11.373575	-107.16884	70.79997	59.1921763420105	29.596089482307434
3	189.79259	29.830849	218.98065	37.84551	201.13066	1.4573668	203.48535	198.86008	85.206894	88.0	14999	175.8073	52.70274	301.90408	-124.37388	175.80434	52.796513	294.81296	-124.10137	3.124703	3.1476624	34.58748	-13.715153	-184.6637	150.76091	93.19602632522583	31.065343379974365
4	217.50554	48.111313	307.9906	98.9365	316.6198	1.2020922	318.52478	315.10052	99.43137	133.4	19999	191.97203	68.9558	281.61417	-252.97787	191.97269	69.00693	281.4064	-334.1035	3.0718374	3.140329	35.28896	-10.408632	-199.70564	144.69604	127.6147038936615	31.903676569461823
5	416.06888	222.88481	1044.8102	283.26733	1025.7509	0.51990944	1026.458	1024.8335	254.61111	1000.0	24999	192.1286	72.823105	276.16138	-180.39859	192.1278	72.86312	277.76764	-177.1108	2.7497377	3.0557618	37.023766	-11.953203	-198.14752	101.77671	165.12655901908875	33.025312185287476
6	392.19373	217.08205	1013.2391	87.09365	67.83809	1.6034399	71.97396	65.84196	283.6316	85.7	29999	181.8886	67.36506	266.0653	-163.38803	181.88806	67.38758	267.3686	-158.36223	2.2349641	2.949968	38.50587	-11.451449	-186.44293	74.633835	199.5222201347351	33.25370375315348
7	158.45795	236.46083	1179.6057	25.155712	59.79964	8.540137	76.34441	51.162983	149.72728	75.8	34999	171.74376	57.787952	253.62198	-164.56612	171.74043	57.787315	253.85435	-166.09213	2.0227387	2.825811	37.167107	-12.481059	-175.36037	102.40754	233.5217342376709	33.360248054776875
8	476.38177	300.44348	1061.9707	31.197906	1058.2642	0.5978239	1059.52	1057.2828	334.06668	1000.0	39999	162.89226	49.29824	219.90933	-125.67956	162.89296	49.280407	218.45996	-108.418686	1.494895	2.7801507	48.220833	-11.305191	-165.81279	72.69014	271.3347842693329	33.91684827208519
9	412.57675	96.69831	617.54865	303.94073	335.16278	3.149504	339.78055	330.48083	230.68182	145.3	44999	153.40033	46.630577	212.89706	-123.785225	153.40144	46.618717	213.2146	-114.68841	1.2612667	2.6967206	42.11641	-11.556507	-155.84294	54.133076	305.7666428089142	33.97407163514031
10	351.38522	69.25882	587.64087	291.08566	381.5843	13.433178	399.8309	355.2133	171.67857	203.7	49999	143.71062	46.68433	207.39656	-91.4498	143.71185	46.668568	205.24678	-126.16787	0.92299026	2.6291099	30.424807	-14.176569	-145.82309	45.57567	341.09701919555664	34.10970208644867
