Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	55.845585	16.789476	137.66132	26.769272	142.55269	28.618414	194.52034	110.76099	6.1451416	15.4	4999	20.541822	10.047426	47.594196	-0.38758487	20.54174	10.051372	47.381145	-0.19014284	20.544388	10.046502	47.59454	-0.041353337	-21.38055	3.4859967	20.076083183288574	20.076085567474365
2	55.19106	16.907076	119.678764	26.833372	360.97165	96.26951	512.3586	222.28072	6.074119	38.8	9999	40.920807	24.955761	100.7714	4.586857	40.921013	24.95953	100.47594	5.1954665	40.920467	24.958258	100.69265	5.0986867	-47.497074	5.279389	45.40636897087097	22.70318567752838
3	559.49603	323.0333	1783.5795	64.043274	1075.237	1705.8463	6128.6167	250.6737	60.04819	115.1	14999	65.65739	46.02319	151.18396	4.526974	65.65771	46.024033	150.65938	5.138686	65.65737	46.02284	152.89932	5.322445	-77.56577	18.840279	71.79829692840576	23.932766517003376
4	1796.2361	2206.343	9342.023	250.42299	7641.0674	3435.8125	9358.969	671.8351	192.39131	816.5	19999	99.58183	65.547905	196.20805	4.381548	99.5819	65.547905	196.99196	5.2418456	99.5817	65.54727	197.02274	4.866755	-112.88638	48.71571	101.13263702392578	25.28315979242325
5	4824.6157	3228.8025	9338.865	362.44968	8445.522	2603.8281	9315.494	634.03827	516.8889	906.8	24999	134.751	82.26708	240.67252	4.8409677	134.75098	82.26706	240.725	5.189216	134.75084	82.2678	240.9119	5.219902	-148.31134	139.47089	130.76622080802917	26.15324459075928
6	6808.01	3528.3235	9334.538	475.17325	9315.577	0.070213415	9315.757	9315.481	729.875	1000.0	29999	167.95764	95.37311	278.15128	5.064792	167.95749	95.373215	277.3609	4.2494946	167.9575	95.37423	277.54547	4.967367	-182.29404	302.97516	160.85505962371826	26.809176961580913
7	9321.007	1.3795627	9323.3955	9319.318	9311.73	0.09514195	9311.967	9311.644	1000.0	1000.0	34999	198.72635	104.91851	305.43848	4.858002	198.72653	104.91671	306.55573	4.938744	198.72643	104.91984	304.98047	4.191701	-213.08025	513.5673	190.71574521064758	27.24510679926191
8	8142.0186	2356.8506	9321.527	3428.3174	9311.406	0.080803685	9311.536	9311.311	873.6	1000.0	39999	225.0989	111.08996	331.88773	5.025262	225.09831	111.09053	330.40915	4.2208548	225.09901	111.09115	328.11166	4.666958	-239.7449	668.1899	220.6416871547699	27.580211222171783
9	9318.152	0.64447045	9319.327	9317.544	9310.449	0.06973231	9310.5205	9310.274	1000.0	1000.0	44999	247.25897	114.50051	346.94702	3.2644873	247.25926	114.49703	346.0147	3.8176951	247.259	114.501205	346.66522	3.8421822	-261.71643	971.6433	250.83088755607605	27.87009882926941
10	9317.048	1.0680434	9318.295	9315.472	9309.162	0.13644959	9309.382	9308.98	1000.0	1000.0	49999	265.6723	116.36491	360.60587	1.8848022	265.67294	116.36493	362.13025	2.5405116	265.6718	116.3698	361.81284	3.4751735	-280.08618	1263.643	281.11103987693787	28.11110415458679
11	9317.0	0.7125423	9317.814	9316.071	9308.057	0.084004246	9308.188	9307.923	1000.0	1000.0	54999	280.63666	115.54031	372.0707	3.4358788	280.63654	115.54102	374.48218	2.3077476	280.63678	115.54207	378.76886	3.4368339	-295.18982	1641.677	311.2506728172302	28.29551590572704
12	9317.742	0.8735482	9318.536	9316.149	9308.853	0.15601942	9309.0625	9308.51	1000.0	1000.0	59999	294.55844	115.04851	388.89398	3.607544	294.5582	115.051704	387.45337	3.5576174	294.55933	115.049385	391.0235	1.986166	-308.0588	1501.1534	341.54976058006287	28.462480227152508
13	9317.49	0.5406626	9318.406	9316.714	9310.305	0.29649183	9310.8545	9309.87	1000.0	1000.0	64999	310.87643	116.693474	403.64075	3.9710982	310.87616	116.70282	402.62283	2.8458493	310.87695	116.69992	401.7016	3.5950553	-323.44254	1204.394	371.35071992874146	28.56544019625737
14	9316.669	0.9002682	9317.604	9314.976	9312.455	0.2847126	9312.961	9312.092	1000.0	1000.0	69999	325.21817	117.20825	414.41083	2.4882085	325.2188	117.212494	417.56146	-1.313169	325.2188	117.20998	413.67697	2.9622097	-337.32773	1283.9991	401.3862371444702	28.670445680618286
15	9316.932	0.79458326	9317.889	9316.002	9310.7295	0.02932941	9310.781	9310.679	1000.0	1000.0	74999	329.7418	114.731445	419.02316	4.0449834	329.74316	114.72986	421.81473	-0.34953424	329.74307	114.72797	420.3112	3.150339	-343.04523	2361.136	431.4897563457489	28.765983899434406
16	9316.862	1.3939921	9319.187	9314.863	9318.349	0.23681107	9318.743	9318.002	1000.0	1000.0	79999	328.16187	109.70616	429.16977	2.6234539	328.16214	109.70365	429.93326	0.18368009	328.1646	109.7025	429.11914	4.2983584	-342.5115	3268.9973	461.18999099731445	28.824374571442604
