Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time	AVG Time Per Epoch
1	54.74644	18.163645	157.34799	26.865726	292.7349	55.025085	363.05316	204.03076	6.0277443	31.5	4999	47.722286	44.82013	195.92552	-0.36287296	-57.94317	5.6492324	29.241464853286743	29.241466760635376
2	53.841747	16.037598	138.32425	26.714613	393.71106	98.63423	556.475	240.42674	5.931198	42.5	9999	148.19432	136.84393	513.93353	-0.58017975	-193.89355	25.63068	67.09583377838135	33.54791808128357
3	374.4086	253.41321	2422.427	128.53873	4592.6416	2236.7747	8363.714	2340.7517	40.429752	492.5	14999	325.53067	247.52931	791.07965	-5.2638807	-392.16046	253.6537	109.72849440574646	36.576165517171226
4	2050.8455	1487.4584	6355.0415	303.59003	9299.854	1.0889282	9301.95	9297.779	220.78261	1000.0	19999	521.3554	339.09216	1045.6301	-15.046798	-593.1899	707.3015	153.400461435318	38.3501158952713
5	1412.5011	1130.8073	3851.8745	137.82594	9263.229	0.53557336	9264.521	9262.504	152.5	1000.0	24999	759.79083	422.9382	1388.4484	-29.507408	-833.5076	1885.7142	196.58298420906067	39.31659727096557
6	1191.014	980.2291	3914.7258	91.36387	9264.009	1.4020524	9265.654	9261.586	128.6579	1000.0	29999	1003.0019	517.8377	1728.8225	-53.71915	-1084.9121	3796.9944	245.7313437461853	40.95522435506185
7	714.77997	670.06573	3115.737	100.4033	9237.624	1.8352282	9240.818	9234.252	77.32353	1000.0	34999	1255.4211	607.88605	2095.0598	-74.91362	-1348.7205	6569.313	292.40114855766296	41.77159295763288
8	571.51715	498.78174	2649.7886	72.87237	9253.881	0.79145455	9255.059	9252.241	61.884617	1000.0	39999	1509.6592	717.9632	3048.7954	-69.65503	-1617.6206	11472.981	339.3435649871826	42.417945861816406
9	589.69403	455.39355	2146.444	117.77185	9238.025	0.84174234	9238.992	9236.457	63.88889	1000.0	44999	1799.8754	825.85315	3162.6714	-81.37485	-1924.7302	18870.352	386.14022636413574	42.90446983443366
10	506.5317	448.53326	2964.9487	72.94798	9264.702	2.61542	9269.188	9260.915	54.89011	1000.0	49999	2075.108	950.8513	3677.9775	-115.13667	-2216.5503	30073.107	431.48134660720825	43.148134922981264
11	613.90753	459.88297	2200.0671	101.18211	9251.158	0.85926735	9253.345	9250.119	66.46667	1000.0	54999	2413.3706	1115.2067	4568.6035	-252.23979	-2578.3955	44865.16	475.5733301639557	43.2339393008839
12	640.1236	566.73706	3532.414	119.59983	9236.658	0.8373414	9237.773	9235.129	69.28169	1000.0	59999	2774.6836	1301.3271	5059.9927	-371.53638	-2961.5952	62727.637	522.1875360012054	43.51562827825546
13	484.4637	376.8261	2069.76	82.42924	9250.085	1.4286977	9253.628	9248.883	52.53125	1000.0	64999	3196.154	1508.9543	6170.5557	-419.2261	-3411.3547	88684.47	571.0241742134094	43.92493666135348
14	500.3834	358.06906	1846.4567	91.20994	9242.326	1.1280249	9243.934	9240.892	54.258064	1000.0	69999	3721.4087	1747.6105	7222.627	-358.50867	-3968.715	127261.77	614.8123912811279	43.915170959063936
15	437.91013	342.21454	1816.137	82.38528	9231.259	0.43433687	9231.959	9230.404	47.54369	1000.0	74999	4344.512	2039.3645	9511.809	-595.6776	-4633.5728	191342.02	658.6460869312286	43.90973925590515
16	452.68616	295.83368	1492.5157	110.094574	9229.61	0.5818038	9231.007	9228.764	49.16346	1000.0	79999	5127.319	2402.3196	15123.679	-739.8197	-5468.2866	296542.56	702.1433148384094	43.88395734131336
17	485.50153	340.38416	1399.0946	73.03304	9235.908	0.57119364	9236.93	9234.977	52.75	1000.0	84999	6027.2695	2844.7869	13991.82	-1198.3779	-6432.534	394121.47	745.2558767795563	43.838581141303564
18	401.45065	289.13748	1560.5659	63.71224	9231.783	0.39951324	9232.361	9231.216	43.635593	1000.0	89999	7041.5254	3324.6501	15594.014	-1118.1674	-7517.616	571091.4	790.4979827404022	43.9165547158983
19	450.52	315.49313	1916.0876	63.870304	9225.479	0.36186484	9225.955	9224.813	48.990196	1000.0	94999	8162.2207	3907.0764	16218.043	-941.988	-8720.805	748628.44	837.6147396564484	44.08498639809458
20	451.45963	352.4665	1975.1183	108.929886	9233.706	0.619314	9234.574	9232.705	49.058823	1000.0	99999	9437.926	4535.6763	18014.584	-1101.1678	-10090.611	1007572.06	885.0731055736542	44.253655397892
21	474.39795	418.78607	2110.2942	73.106995	9240.369	0.8002529	9241.5	9239.02	51.542553	1000.0	104999	10944.345	5261.4004	21103.732	-1558.4845	-11704.075	1400279.6	930.2796001434326	44.299028680438084
