Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossQReg	Time	AVG Time Per Epoch
1	-55.18067	87.848564	17.206966	-362.13678	760.2529	246.22725	889.30884	39.005913	155.55556	904.4	4999	3.6229143	3.03125	23.790192	-11.989021	3.6233096	3.0302298	24.000357	-11.280585	-4.4558187	1.4069221	5.560851	-13.473492	-4.8004484	1.2161509	0.6645396	36.71767282485962	36.71767449378967
2	-93.24657	128.01312	17.596123	-407.1692	469.41837	303.13205	751.31885	-2.6355114	274.2857	713.9	9999	12.726945	5.1774936	45.658978	-10.285423	12.727153	5.1738033	46.615143	-10.359476	-2.9749906	2.0034616	12.037496	-13.376211	-14.153469	3.6438406	2.070271	79.9145565032959	39.957279324531555
3	-34.74808	75.60925	44.681046	-162.42314	675.3222	223.59006	819.4146	10.6792555	452.22223	902.9	14999	21.807762	5.451694	56.226913	-10.149799	21.80754	5.4478097	56.61732	-11.041075	-2.9585495	2.0823207	15.081728	-14.081636	-22.882444	5.729028	3.3149161	125.97856545448303	41.99285578727722
4	-17.117952	62.67065	63.036922	-161.79982	566.8063	238.84818	839.50024	117.57444	341.94116	917.7	19999	25.902538	5.810068	60.95463	-8.990581	25.90314	5.8077607	60.66206	-11.582335	-3.1421893	2.0019348	16.852783	-15.490078	-26.706825	6.662335	3.902652	171.60505056381226	42.90126311779022
5	57.12934	42.792633	146.93552	2.5127878	717.00574	68.601364	796.9407	611.8914	251.44444	1000.0	24999	28.955076	6.4348707	62.458363	-30.277658	28.955233	6.4295115	62.544353	-33.756245	-2.9616518	2.0298228	16.051119	-14.309372	-29.662672	7.949011	4.715443	218.15287733078003	43.63057589530945
6	94.10654	91.12574	246.86444	-44.93472	677.1882	98.78653	825.877	513.1658	694.875	1000.0	29999	31.203287	6.666467	64.33729	-40.385174	31.203466	6.665229	63.444366	-38.35523	-2.8158576	2.0855484	17.889517	-14.908808	-31.89416	7.050987	4.221817	264.9057877063751	44.150964975357056
7	61.96397	77.427216	203.73088	-85.47656	593.743	260.99057	848.3596	118.58932	366.46155	910.4	34999	33.262833	6.896277	64.18044	-55.474136	33.26288	6.8932056	64.74528	-49.031494	-2.801417	2.0766244	22.862673	-14.482424	-33.911064	7.95455	4.7498093	310.99377608299255	44.42768260410854
8	125.307365	82.22814	221.25247	-0.93258226	772.46484	84.737	927.2994	674.72864	447.36365	1000.0	39999	35.076214	6.941016	66.61212	-46.648365	35.076366	6.9361606	67.65409	-48.379047	-2.6983283	2.0775719	23.881165	-14.14014	-35.67545	8.432109	5.064936	358.0610842704773	44.75763577222824
9	211.2946	160.10994	599.19714	11.122943	678.9844	319.5539	1056.6913	41.556065	442.66666	768.0	44999	37.22276	7.077306	68.50449	-44.636757	37.22273	7.0726867	67.682495	-40.029552	-2.6413283	2.0886512	22.221983	-13.878933	-37.776775	8.828448	5.296016	403.6684501171112	44.85205027792189
10	163.74149	95.346085	298.49533	15.264318	594.1427	392.35928	1023.1524	87.14113	399.27274	648.2	49999	39.444714	7.2474513	68.423706	-32.7776	39.445152	7.23916	68.882126	-36.626774	-2.537217	2.102946	26.00629	-14.958628	-40.00136	9.922621	5.9506974	448.8794586658478	44.88794605731964
