Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	1.9680349	5.879508	34.20433	-10.676484	85.13235	19.933504	119.10223	55.228443	19.876493	198.5	4999	2.1532547	2.574269	12.678413	-2.8726192	2.153416	2.5756137	12.527887	-4.350026	2.1533186	2.5753818	12.634624	-2.9285228	-4.0346003	0.29293987	22.25464940071106	22.25465178489685
2	1.9209216	4.8453355	16.446918	-9.495444	69.654945	20.79771	107.28428	48.36089	20.325203	182.4	9999	10.860126	4.5977635	24.402964	-6.8561006	10.860146	4.5982614	24.752647	-6.5795336	10.860086	4.5985	24.71673	-7.3816705	-13.718481	1.4976363	48.178627252578735	24.089314937591553
3	224.70985	127.49157	516.72003	-29.55031	241.52133	26.026608	288.851	203.1361	170.58621	121.6	14999	18.175266	6.6105156	42.033543	-19.626467	18.175257	6.613377	41.190144	-18.890158	18.175352	6.6148844	41.652443	-17.42527	-20.610497	3.720409	75.305903673172	25.10196868578593
4	288.92337	103.44379	463.05206	-3.2584403	311.7876	48.84133	427.67307	250.3624	183.55556	171.9	19999	25.11529	8.903831	55.153263	-17.944942	25.11469	8.910789	55.6365	-18.710096	25.114817	8.91381	55.45139	-17.011648	-27.299147	7.8861732	102.65936541557312	25.664842128753662
5	303.4359	123.10518	823.1907	169.04495	343.61157	155.59499	612.2155	103.939735	196.42308	315.1	24999	31.536257	11.049958	66.36348	-17.428532	31.535725	11.056105	66.541855	-17.76786	31.536222	11.058733	66.89836	-17.272486	-33.8625	10.190709	131.7790720462799	26.35581479072571
6	283.8018	155.38342	636.0719	30.486702	319.82098	20.687334	352.00146	277.57733	192.12	167.7	29999	36.644115	12.692999	76.34223	-24.657986	36.64311	12.697331	77.88337	-24.07688	36.642998	12.701642	77.27068	-22.966345	-38.747597	12.370339	159.89743852615356	26.64957344532013
7	405.984	186.04655	903.03296	214.47722	230.07358	130.11351	353.2241	45.984447	312.3125	170.0	34999	40.870205	14.57153	84.65539	-21.48376	40.869484	14.576876	84.49226	-26.047989	40.869778	14.578153	84.786125	-22.929914	-42.990387	12.308356	187.6790430545807	26.81129220553807
8	344.89835	103.90677	485.47668	40.83987	380.19565	122.41602	550.05786	114.085396	212.375	244.9	39999	45.139427	16.636278	91.195595	-22.917456	45.139404	16.64096	92.96001	-23.89314	45.139324	16.642845	91.52237	-25.767317	-47.22875	12.4226675	216.97180819511414	27.121476352214813
9	363.3968	84.65729	613.1229	126.47881	350.74396	16.747065	370.84283	311.41376	195.53847	171.8	44999	49.21627	18.608738	96.7678	-31.739117	49.21606	18.611935	97.30264	-29.544825	49.216427	18.614408	97.916725	-32.062813	-51.32077	12.991183	245.010812997818	27.223423931333755
10	352.25543	47.17365	456.28616	198.12999	338.7874	28.877903	376.66397	295.6863	175.67857	170.9	49999	53.317245	20.265713	103.43493	-43.020245	53.31737	20.267923	103.155945	-42.219883	53.31746	20.268255	103.68655	-43.551865	-55.405666	13.667914	273.3049409389496	27.33049430847168
11	342.1469	40.62839	427.5851	277.48785	345.8435	46.139084	469.105	303.9171	177.71428	182.5	54999	57.444695	21.913935	107.44728	-45.74918	57.44481	21.91554	111.36201	-44.45452	57.445045	21.916483	108.44121	-44.24496	-59.56505	13.853303	302.08382201194763	27.46216583251953
12	342.0771	43.60461	421.611	176.34264	365.0771	46.65867	421.41742	269.48917	173.55173	184.5	59999	60.802692	23.269718	111.23186	-37.773506	60.80316	23.270405	114.8587	-39.853294	60.80352	23.270813	114.58165	-37.271748	-62.836792	14.006419	329.5039119720459	27.458659489949543
13	417.42642	128.51498	706.46936	154.51631	365.72284	14.951563	397.70544	348.05615	262.26315	176.1	64999	63.736137	24.384783	114.59757	-35.148228	63.73652	24.384647	117.947815	-36.09802	63.736496	24.387375	117.3814	-36.165585	-65.60315	13.834133	356.8727059364319	27.451746775553776
14	369.0737	55.927177	456.13425	249.18216	294.97617	40.357925	368.63138	264.131	182.81482	133.2	69999	66.38366	25.1598	117.527885	-28.228848	66.38411	25.15979	119.048676	-31.043812	66.383934	25.161297	119.12255	-31.137043	-68.13543	13.986216	383.8744943141937	27.41960688999721
15	365.22348	66.4876	449.2034	107.3057	394.56866	18.43127	434.49503	372.73047	180.10715	202.9	74999	69.565315	26.16038	119.98258	-29.623508	69.56544	26.16157	124.941986	-28.833702	69.56549	26.162554	122.42607	-33.088085	-71.333206	14.56285	411.38573122024536	27.425715557734172
16	364.14056	59.142967	447.9289	232.04488	402.44257	33.220245	456.47787	350.89838	179.64285	207.6	79999	72.73926	27.114567	125.28612	-34.649185	72.73961	27.114777	126.76583	-35.245792	72.73942	27.117014	127.1702	-35.91546	-74.56187	14.43432	438.83388805389404	27.427118122577667
17	358.55304	82.56141	571.88635	173.72076	293.62997	24.737675	355.2912	269.0022	178.82143	130.7	84999	75.89179	27.925465	128.52063	-43.382347	75.89193	27.925222	128.30476	-40.967587	75.89232	27.926935	129.75395	-37.569942	-77.7685	15.298615	465.6133544445038	27.389020975898294
18	342.3754	73.500786	454.4556	133.1468	319.9182	44.432053	377.845	225.03525	165.86667	146.7	89999	78.53041	29.064528	130.6976	-39.397682	78.5303	29.066748	131.50409	-38.809063	78.53054	29.068598	130.41432	-42.26581	-80.40632	15.676107	493.4418122768402	27.413434134589302
19	325.23538	58.76111	431.52823	141.11427	362.84335	14.196418	393.25476	346.94983	150.5	168.7	94999	81.23464	29.931559	132.71161	-42.23466	81.23476	29.934214	133.86185	-41.45177	81.23487	29.934992	133.30554	-46.991596	-83.08769	16.115086	520.6221256256104	27.401164619546186
20	351.28046	24.712175	400.13983	293.48428	355.0378	10.779731	369.2929	331.95117	157.45161	155.6	99999	83.848694	30.825819	134.65344	-41.88584	83.84872	30.829	135.59067	-40.251892	83.84898	30.82967	136.60037	-36.699104	-85.68689	16.148487	549.983078956604	27.49915404319763
21	350.54907	28.25282	420.54663	267.366	332.751	17.010406	362.2007	310.0686	158.71875	146.9	104999	86.36599	31.652426	136.89517	-45.331997	86.36604	31.654175	140.08128	-46.356285	86.36638	31.65412	138.71219	-45.665718	-88.13087	15.694416	577.1367945671082	27.482704616728284
22	340.28195	35.70595	415.53296	273.2889	344.6578	18.102392	371.0216	314.33084	154.21875	151.4	109999	88.90859	32.453583	139.8697	-51.520573	88.908585	32.45633	142.0685	-50.390785	88.90887	32.455963	141.44841	-49.894684	-90.72219	15.396625	604.2929043769836	27.467859398234975
23	334.3032	25.992252	428.22617	282.40512	328.84772	14.987385	339.6759	284.65073	148.73529	146.0	114999	91.261	33.02991	140.3938	-56.244297	91.26116	33.032406	141.2111	-54.146244	91.26096	33.032413	141.73076	-57.696167	-93.05459	15.819203	631.2799217700958	27.446953213733174
24	344.05063	24.558298	397.0572	283.51138	348.56012	23.020647	374.20102	292.7723	152.65625	156.8	119999	93.37795	33.758213	142.26926	-70.956436	93.37812	33.760086	143.51315	-63.700294	93.37806	33.75993	142.87355	-68.66986	-95.23666	15.740719	659.6878473758698	27.486993740002315
