Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossQReg	Time	AVG Time Per Epoch
1	-43.136105	4.007423	-32.525486	-52.04898	-9.353305	2.1953545	-6.2598543	-13.585514	50.0	50.0	4999	-1.6351522	0.68969035	1.1843698	-5.708893	-1.635244	0.6896212	0.70325375	-5.4926615	-0.3793941	0.85408473	3.695922	-9.625633	1.1045662	0.17096531	0.09032561	27.63890027999878	27.638901948928833
2	-43.85449	3.928993	-33.581066	-52.695923	-10.504364	1.3602015	-8.608692	-12.914294	50.0	50.0	9999	-3.1166387	1.1517535	0.7230313	-8.556659	-3.1168745	1.1500335	0.8330223	-8.409336	-0.383739	0.82417053	1.6505885	-10.14707	2.633377	0.34334645	0.1939668	61.95637845993042	30.978190302848816
3	-17.302162	3.148009	-8.615503	-24.651957	-7.560945	1.5680469	-4.9141364	-10.121131	50.0	50.0	14999	-4.4172444	1.6202006	1.8140658	-11.144878	-4.4178367	1.621099	1.7206136	-11.6767435	-0.27285853	0.8706523	2.1345723	-8.898345	4.071333	0.8402614	0.48061034	97.62461447715759	32.54153879483541
4	-17.127129	3.8233702	-9.376472	-27.428057	-8.868014	2.7401648	-5.083294	-15.053173	50.0	50.0	19999	-5.19347	2.0402415	2.0327327	-12.627855	-5.1938896	2.0405335	2.1545708	-13.121183	-0.13431506	0.9138701	2.737337	-8.836945	4.98177	1.3793229	0.7874344	133.41681480407715	33.35420423746109
5	-17.169058	4.10648	-9.234639	-27.524996	-10.15061	1.8474561	-7.251301	-12.325365	50.0	50.0	24999	-5.7479486	2.3399951	4.622734	-14.278055	-5.7485337	2.3437634	4.799623	-15.1125145	-0.009340732	0.9562817	2.687296	-10.033834	5.613194	2.061573	1.1663835	169.22189664840698	33.84437975883484
6	-16.329128	3.4107115	-8.028643	-25.3724	-9.756281	1.5253444	-7.578699	-12.728858	50.0	50.0	29999	-6.089961	2.6001916	5.475126	-16.748657	-6.0902195	2.6048439	3.2340145	-16.187338	0.10064359	1.0062528	3.3814793	-9.354959	6.015502	2.5092864	1.4240019	205.00600910186768	34.167668541272484
7	-16.775526	3.7512403	-9.077092	-26.727959	-7.2181215	3.0263054	-3.060018	-12.002631	50.0	50.0	34999	-6.299752	2.7305486	5.3140993	-17.990078	-6.300302	2.734269	3.466786	-18.0907	0.1524232	1.0088836	4.069097	-11.683258	6.2764773	2.9292915	1.6698309	241.2750141620636	34.46785943848746
8	-16.236748	4.573339	-9.26655	-29.986597	-9.549325	3.7305918	-2.8592901	-17.418608	50.0	50.0	39999	-6.5831127	2.908189	3.1933243	-20.016531	-6.583132	2.9143023	3.3817368	-20.313519	0.20604154	1.0150387	3.9791057	-9.843072	6.604796	3.3451905	1.9133047	277.493328332901	34.68666630983353
9	-14.641941	2.702105	-9.072443	-22.203585	-8.002321	2.3289535	-5.7946606	-14.176434	50.0	50.0	44999	-6.8056326	3.0215964	3.6282403	-19.308117	-6.806049	3.0241811	4.080134	-19.425032	0.26240435	1.0279511	4.333138	-10.087666	6.870794	3.7468414	2.1429114	313.82553339004517	34.86950397491455
10	-15.096394	4.0334344	-7.223086	-31.812096	-8.412938	3.29514	-2.8858967	-12.57548	50.0	50.0	49999	-6.9893117	3.1498647	3.491239	-21.24131	-6.9902463	3.1537318	4.150188	-22.092827	0.29214323	1.0331575	4.542058	-9.591444	7.079359	4.101593	2.3444722	349.95099544525146	34.99509975910187
