Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	18.989666	17.69979	130.5588	2.5027785	33.48684	0.95965195	35.43101	32.652275	23.009216	21.2	4999	2.9281967	2.0765145	14.448527	-3.021764	2.9280229	2.0768273	14.41684	-2.7355602	2.9280622	2.0771298	14.4852	-2.668738	-3.388508	0.16052243	17.390136003494263	17.390138626098633
2	17.877098	14.742815	103.7774	3.73635	19.48677	0.63182265	21.348219	19.109459	21.525862	14.1	9999	9.484157	4.941656	34.046047	-11.173964	9.484061	4.9385095	34.789413	-14.5064745	9.484043	4.93911	35.00092	-11.83125	-10.996471	1.065596	38.839765787124634	19.419884204864502
3	119.25391	66.43326	176.71991	14.408403	166.34267	1.9276699	168.35805	162.10437	61.333332	85.1	14999	22.222536	9.428059	50.052036	-35.92112	22.222624	9.417679	50.59497	-39.35615	22.222605	9.416353	50.445694	-38.112476	-24.875982	6.3638034	61.635873556137085	20.545291980107624
4	181.62448	11.570286	212.34763	166.53442	174.54501	2.638691	178.33086	170.05902	85.23729	82.9	19999	35.43172	11.472934	74.32975	-27.568815	35.4314	11.465637	73.50048	-26.124218	35.4316	11.468714	73.03505	-22.630028	-38.02241	8.078659	84.43211364746094	21.108029007911682
5	175.37341	5.70004	189.71606	158.94133	173.9346	2.2432923	177.84073	171.31133	83.66102	85.1	24999	45.488403	13.831719	82.892555	-34.031174	45.48802	13.827068	84.15593	-32.49291	45.488216	13.83294	86.013245	-32.452126	-47.634773	9.262918	107.09597277641296	21.419195032119752
6	182.9282	5.90748	202.2107	172.20892	188.08675	1.3302859	190.31458	186.44669	83.933334	83.3	29999	52.366657	16.446089	95.6063	-34.422874	52.36614	16.44447	95.59721	-39.412605	52.366364	16.447853	95.4456	-43.43075	-54.4775	9.464339	129.77115774154663	21.62852668762207
7	185.77257	6.382661	201.18689	168.35773	181.82579	1.67612	184.76682	178.82848	87.77193	91.5	34999	58.53118	18.726992	100.85371	-46.506325	58.53073	18.72679	102.18532	-43.34356	58.53128	18.729462	100.457794	-49.338768	-60.481003	9.803603	152.48909902572632	21.784157378332957
8	183.88377	9.209013	210.31328	167.79567	200.43217	2.177708	205.81332	197.61662	91.61818	87.9	39999	62.507137	21.26119	109.413826	-43.55839	62.506733	21.260921	110.80629	-48.308395	62.506912	21.262457	109.30895	-49.289078	-64.25042	9.86864	175.43570017814636	21.92946282029152
9	198.98148	215.43555	1038.4604	9.408107	1013.1598	0.46845397	1013.9676	1012.4727	132.16129	1000.0	44999	67.055626	22.058823	109.62427	-76.68215	67.05536	22.059305	110.9978	-82.721214	67.05578	22.062828	113.15369	-75.73038	-69.85353	14.663627	201.521244764328	22.391249656677246
10	283.50916	181.07578	1028.2728	201.20406	220.81088	1.5195272	222.37079	217.46045	162.88889	95.5	49999	70.81028	21.893236	109.026276	-76.56973	70.81049	21.895302	109.60701	-63.927074	70.80994	21.899364	111.82343	-64.15431	-73.56683	16.136961	224.2745180130005	22.42745201587677
