Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	-54.961582	88.41554	28.207878	-357.2713	853.8961	3.3679798	860.49146	849.13385	166.88461	1000.0	4999	-0.4254085	1.6740422	12.567907	-15.309602	-0.4257339	1.6757207	12.535629	-14.7409115	-0.4258468	1.6750698	12.185559	-14.739544	-0.41682142	0.3468747	29.13027024269104	29.130273580551147
2	-54.75326	106.23902	16.784924	-330.3689	769.22723	268.37982	926.042	-1.7555102	183.40741	901.4	9999	1.230972	3.145682	24.606789	-19.439703	1.2300528	3.147661	23.931017	-21.329613	1.2302519	3.147125	23.325014	-19.23859	-3.0718493	1.1258417	62.41948390007019	31.2097430229187
3	532.5704	277.3388	786.7369	-18.495857	351.924	336.14453	819.2419	41.053535	946.3333	503.3	14999	3.7050211	4.1976247	30.429863	-21.34412	3.704715	4.1983814	31.31952	-21.363277	3.7047029	4.199581	30.367308	-21.666384	-5.6840243	1.7362629	94.23638010025024	31.412127415339153
4	559.6676	255.61179	824.03973	114.8386	689.9739	336.4779	869.56323	7.1094446	895.8	808.0	19999	4.926465	4.7072062	32.00461	-22.296743	4.926231	4.709613	30.83047	-23.446775	4.9258947	4.709359	31.03564	-21.909048	-6.4805956	2.1051266	128.5037202835083	32.12593084573746
5	829.8127	31.75351	869.9375	793.4308	813.7208	264.44498	912.97894	20.562456	1000.0	903.1	24999	6.123729	5.4664326	34.66946	-24.331236	6.1237016	5.4668155	34.227966	-24.06714	6.123707	5.4665036	33.152195	-24.425194	-7.619228	1.7431127	164.75074243545532	32.95014896392822
6	746.08905	325.33966	902.8064	18.867907	816.9542	264.5799	923.0408	23.868383	835.6667	903.0	29999	7.9026313	6.343696	34.875656	-24.06937	7.9026046	6.343923	34.612938	-25.15034	7.9022846	6.3443346	35.513107	-23.800993	-9.27169	1.5464352	199.61704444885254	33.26950772603353
7	824.01184	125.30348	911.1331	575.71594	853.03516	281.48917	959.7224	9.16922	1000.0	901.9	34999	9.412292	7.2122617	35.332714	-26.821472	9.412275	7.2123427	35.719864	-27.999166	9.412234	7.2123594	35.399036	-27.751827	-10.600145	1.4325438	234.47943663597107	33.497062751225066
8	659.1474	412.68976	926.3248	5.130082	929.3522	49.724476	960.27246	784.09717	718.7143	1000.0	39999	11.396397	7.929014	37.690014	-28.130114	11.396256	7.9294157	37.08888	-29.959185	11.39634	7.9291883	36.021065	-28.518368	-12.47966	1.3784415	269.8453860282898	33.73067361116409
9	895.4606	40.076485	924.9353	816.1412	955.6797	5.9280643	965.2124	949.6408	1000.0	1000.0	44999	13.346151	8.496014	38.800312	-30.439074	13.346027	8.496563	38.78339	-29.190853	13.346002	8.496459	38.5863	-28.924362	-14.406457	1.3555495	305.51935935020447	33.94659574826559
10	909.81854	5.1600533	916.2898	902.9083	923.6999	45.53454	958.25555	829.5701	1000.0	1000.0	49999	15.236159	8.96399	42.51802	-33.204014	15.235954	8.964554	40.385864	-39.635128	15.235749	8.964849	39.17931	-35.693203	-16.228155	1.3441662	340.94143986701965	34.09414417743683
11	923.19934	28.4377	950.2488	871.09265	931.1545	50.92969	963.8491	782.11285	1000.0	1000.0	54999	17.07105	9.326936	39.902477	-29.797554	17.071053	9.327035	40.84782	-28.666847	17.071186	9.32705	39.47009	-29.369167	-18.00219	1.3053199	376.44079303741455	34.221890449523926
12	912.22424	13.358099	931.21265	895.7849	950.4491	14.899232	975.76447	924.7087	1000.0	1000.0	59999	18.844751	9.660192	47.47554	-29.42858	18.844954	9.659956	41.34507	-29.869595	18.844673	9.660568	43.35772	-28.483738	-19.735388	1.2587376	412.1370589733124	34.3447550535202
13	845.44324	138.87935	959.3896	572.19446	956.7111	9.692519	972.99225	943.4095	1000.0	1000.0	64999	20.54598	10.015238	45.974606	-26.513378	20.54599	10.015402	46.55148	-25.649458	20.545984	10.015603	43.105515	-23.818064	-21.37709	1.2415798	447.206862449646	34.40052804580102
14	947.3112	17.919296	971.9409	922.34393	927.62756	29.072296	965.07465	868.3341	1000.0	1000.0	69999	22.133123	10.278454	42.561687	-26.695889	22.1331	10.278511	43.319702	-24.979757	22.133062	10.278603	42.28967	-27.173151	-22.913761	1.2423494	482.6500401496887	34.47500305516379
15	941.0793	5.213684	949.47986	935.9109	958.0257	12.752406	989.26086	945.7896	1000.0	1000.0	74999	23.737442	10.435355	44.09318	-26.925123	23.737598	10.435157	45.33424	-24.650404	23.73748	10.435313	43.474827	-26.018879	-24.53102	1.291455	518.3658654689789	34.55772452354431
16	944.6924	22.320814	984.8836	924.16144	1015.9616	50.684635	1084.4402	907.6263	1000.0	1000.0	79999	25.202812	10.667108	43.18834	-24.40926	25.202818	10.667239	42.82152	-26.231138	25.202843	10.667159	42.12668	-25.779325	-26.009441	1.3382024	554.4764952659607	34.654781088232994
17	962.0112	9.189038	973.2869	948.7077	950.72473	17.680443	963.2236	898.6782	1000.0	1000.0	84999	26.576971	10.825086	45.730057	-28.78283	26.576654	10.825781	47.677174	-31.521162	26.576815	10.825402	45.230335	-29.947584	-27.335686	1.4370424	589.8247396945953	34.695573063457715
18	986.4202	35.35979	1021.5526	933.0549	940.4834	28.496363	971.68945	882.399	1000.0	1000.0	89999	27.80359	10.9719	46.718277	-30.08754	27.803646	10.971939	46.282673	-30.083532	27.803513	10.972124	46.79234	-29.737549	-28.600418	1.486367	625.0135283470154	34.72297392951118
19	946.7391	76.205025	1023.62476	800.4329	978.4305	4.7170444	988.3784	970.06006	1000.0	1000.0	94999	28.970572	11.100574	46.070953	-33.148888	28.97047	11.101041	44.1132	-33.973614	28.97047	11.101033	44.441032	-31.594707	-29.72694	1.4808252	660.5041885375977	34.76337844447086
