Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	Time Steps	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	AVG Time Per Epoch
0	14.839897	7.691457	61.27434	4.8892756	18.988594	0.07396545	0.09728156	0.38049263	-0.21121791	5000	-7.3885914e-08	102.67159	-0.02980222	-76.55887	0.9189431	0.018218543	0.2204	79.0	7.44101095199585	7.441012382507324
1	19.733383	15.308584	111.13342	5.7647	24.92	7.66797	4.3845882	15.570775	-4.8652163	10000	3.5256147e-09	121.647964	-0.03442089	-32.201157	0.92327696	0.019558303	0.3006	79.0	14.88845443725586	7.444228529930115
2	45.352287	39.456844	183.38016	6.9329195	42.65812	15.6436	7.9188533	30.335867	-3.7036493	15000	1.5962124e-08	616.4276	-0.0339592	-203.84442	0.9029129	0.017390508	0.2414	79.0	21.727487802505493	7.242496569951375
3	90.82498	63.378635	247.3059	11.355845	67.9726	35.128536	11.630419	45.776592	-16.792698	20000	-4.629493e-08	1060.9976	-0.02833815	-288.74103	0.8910006	0.01489702	0.1856	79.0	28.569973707199097	7.142493844032288
4	146.71568	68.74352	315.21817	8.145121	90.63636	51.597485	8.678666	59.854076	-0.1116295	25000	-1.1473894e-08	1473.7268	-0.021387607	-525.399	0.8800626	0.009381045	0.1374	79.0	35.605759382247925	7.1211522102355955
5	176.3043	68.89956	348.93814	25.59352	101.081635	65.03897	16.05201	83.04646	5.2201986	30000	-1.0156631e-08	1171.6951	-0.02327219	-308.86017	0.87560785	0.00996725	0.1366	79.0	42.609649896621704	7.101608753204346
6	205.3698	70.484795	361.16486	37.846775	115.39535	75.6978	20.16373	96.6252	-26.424849	35000	-1.41620635e-08	956.8379	-0.024519542	-240.01172	0.8731212	0.012371445	0.1282	79.0	49.50009226799011	7.071441990988595
7	236.95303	61.314632	363.53342	109.77161	123.8	81.02923	24.976358	108.30229	20.334175	40000	-4.5239927e-09	950.2654	-0.024153518	-342.96448	0.8664044	0.013069913	0.1304	79.0	56.65774631500244	7.0822184681892395
8	270.01147	80.841606	380.4413	36.78785	141.88571	92.36086	31.46269	123.30381	10.841204	45000	3.321171e-08	963.3073	-0.02420301	-306.7721	0.8658064	0.01904712	0.163	79.0	63.74776005744934	7.083084609773424
9	315.60825	56.59502	412.4705	173.42432	164.83333	102.20769	34.151157	129.6871	-17.74693	50000	3.167391e-08	588.8303	-0.02250789	-201.05093	0.86015844	0.014903757	0.1646	79.0	71.68423342704773	7.168423485755921
10	302.1127	57.198147	398.52826	138.13797	142.67647	107.181725	35.24926	137.57823	-0.14411351	55000	2.0282716e-08	624.06494	-0.023687443	-156.66928	0.8560994	0.01128908	0.1642	79.0	78.73744058609009	7.157949317585338
11	312.0995	35.387516	367.69415	182.46313	137.22223	111.13753	38.636322	145.8132	-0.009364963	60000	-1.6355514e-08	295.66013	-0.029915866	-144.13896	0.85495466	0.013496365	0.1856	79.0	85.83765840530396	7.1531383991241455
12	308.89185	53.602577	376.32047	117.74035	135.27777	118.835266	42.81044	156.37346	-0.82163846	65000	-1.2993812e-08	445.5953	-0.022024352	-66.10104	0.83442265	0.008608132	0.1396	79.0	92.54354619979858	7.118734469780555
13	323.0735	33.608566	372.06305	198.06923	137.69444	115.617165	43.329273	156.22319	0.28432643	70000	5.77569e-09	247.96375	-0.024230052	-86.00255	0.81903124	0.007123053	0.1402	79.0	99.7889461517334	7.127782021250043
14	334.35516	21.333796	393.11533	288.9672	141.0	121.49532	45.78492	162.19783	0.8256764	75000	-7.620454e-09	89.343796	-0.023667935	-36.696182	0.8045495	0.007881966	0.133	79.0	106.62247705459595	7.108165264129639
15	334.38846	13.212726	365.81305	309.89038	137.33333	123.62343	48.108044	166.85724	1.8874047	80000	-7.838011e-09	50.2171	-0.025998889	-20.472523	0.8008614	0.014723933	0.1948	79.0	113.70168566703796	7.106355458498001
16	343.0934	16.563904	371.81552	289.27768	136.27777	126.46344	49.459118	169.83618	-1.103163	85000	-1.8817186e-08	74.54025	-0.025318867	-29.89941	0.7851275	0.01046671	0.1444	79.0	120.75188517570496	7.103052167331471
17	343.91913	28.516172	372.87454	186.59317	134.83784	130.6994	50.608513	174.80449	2.2086658	90000	6.2145293e-09	167.89027	-0.016759979	-20.340027	0.77096903	0.012062018	0.1592	79.0	127.87164044380188	7.10398010412852
18	354.01385	21.675915	388.8145	286.64737	134.32433	133.18262	49.97738	176.40923	0.79481566	95000	-4.8995017e-09	128.82635	-0.024510277	-40.159233	0.75666714	0.015372882	0.1842	79.0	134.63102841377258	7.085843713659989
19	372.319	18.278316	437.40585	337.90778	139.6	136.37505	51.518585	181.39194	2.3937998	100000	6.2048433e-09	107.92256	-0.025666244	-60.16626	0.73845726	0.01375423	0.1944	79.0	141.4458372592926	7.072291958332062
20	378.61032	14.927852	404.90326	344.71976	140.4	142.55165	53.953583	187.80986	-0.6185557	105000	2.2864342e-08	43.07485	-0.025840443	-11.112745	0.72201556	0.010675839	0.1446	79.0	148.30323123931885	7.06205872126988
21	385.53433	16.892887	420.4097	350.0458	140.85715	145.05997	54.547733	190.74911	2.68786	110000	5.6922436e-09	54.620712	-0.025816653	-13.615036	0.7075867	0.010890115	0.16	79.0	155.42159628868103	7.064618121493947
22	392.35037	16.653835	427.3538	356.1679	140.71428	147.3431	55.621128	193.29507	-0.23369586	115000	-2.0554662e-08	49.075253	-0.026349885	-19.71903	0.68536454	0.0064498717	0.1598	79.0	163.3401427268982	7.1017454085142715
23	403.6784	12.593791	429.659	375.86157	144.17647	150.45145	55.952724	196.75171	1.678755	120000	3.0368565e-09	35.98909	-0.02353492	-14.949308	0.66537285	0.012186689	0.1828	79.0	170.44450497627258	7.10185444355011
24	407.22858	10.529974	425.4281	373.34198	144.97058	153.23328	57.163773	200.16191	1.677453	125000	5.3927303e-09	14.314428	-0.024638226	-3.5328798	0.64365673	0.011230821	0.1638	79.0	177.27639937400818	7.091056060791016
25	409.03516	10.070522	428.72595	384.1543	143.91176	154.20612	57.53307	201.73882	2.2821472	130000	-2.3584068e-08	17.251785	-0.023664217	-4.495059	0.6248485	0.01581021	0.1798	79.0	184.22123312950134	7.085432116801922
26	416.57654	12.896799	453.28607	381.77902	145.58824	155.7553	58.02392	203.3314	2.4903436	135000	-1.3551116e-08	20.037369	-0.02205598	-7.5239916	0.6088438	0.008510057	0.1344	79.0	191.26568293571472	7.083914253446791
27	418.9247	11.052657	447.6575	397.79538	147.0	156.69505	59.374866	205.81622	1.7662619	140000	-1.192093e-10	13.685689	-0.024696631	-2.2785978	0.6025084	0.016344644	0.1882	79.0	198.2432999610901	7.080117906842913
28	433.64752	14.414983	470.81195	408.0442	150.45454	157.59824	58.051888	206.42477	2.4161062	145000	1.643896e-08	39.37287	-0.026223842	-21.987368	0.5861928	0.01166446	0.1544	79.0	205.06454634666443	7.071191319103899
29	437.1296	23.11957	490.7045	378.1514	151.90625	162.37741	58.508778	210.46407	1.9085376	150000	-5.38677e-10	125.7223	-0.022020346	-55.869965	0.5618289	0.015806668	0.1878	79.0	211.75997471809387	7.05866588751475
30	458.08267	25.732716	533.8276	422.00977	156.83871	161.57162	58.982777	211.71179	2.446683	155000	4.9531458e-08	108.55146	-0.023005193	-64.93796	0.5572399	0.008871258	0.151	79.0	219.16491436958313	7.0698360012423604
31	484.78458	55.039055	674.7088	356.20483	165.3	169.01552	59.122807	217.5182	2.1187296	160000	4.1723253e-10	318.442	-0.01935633	-91.84628	0.54709786	0.013312608	0.1592	79.0	226.0877184867859	7.065241262316704
32	468.07004	69.859146	583.1791	320.40985	161.0	178.02834	57.900402	224.3967	2.1807806	165000	-1.2430549e-08	1441.0667	-0.016114928	-771.0225	0.5393419	0.008743115	0.1374	79.0	233.07575821876526	7.0629018147786455
33	540.0179	72.60221	695.88324	369.06586	180.22223	165.56227	57.343277	221.8012	3.524937	170000	9.907782e-09	1402.5197	-0.01420608	-1045.1125	0.5290891	0.021697799	0.1876	79.0	239.7999348640442	7.05293930979336
34	508.31274	35.81338	623.6257	462.73138	170.31035	180.58305	65.11428	239.33961	9.211914	175000	-2.116561e-08	79.586845	-0.026533278	-23.086853	0.5119226	0.010697658	0.175	79.0	246.91963744163513	7.054846824918474
35	555.7102	75.468285	707.4511	361.06915	184.03703	183.13348	61.16514	234.28755	3.8522735	180000	1.116991e-08	566.0697	-0.016243942	-118.2594	0.4941149	0.011097566	0.1594	79.0	253.48880672454834	7.041355808575948
36	572.212	104.53203	705.5171	354.3951	188.53847	192.52847	61.42381	242.9588	5.5581956	185000	-1.2511015e-08	1233.6547	-0.015513765	-132.85718	0.49538675	0.013248053	0.1836	79.0	260.3492295742035	7.0364657221613705
37	605.92896	98.655	750.8935	354.932	198.6	192.40898	59.466984	244.24992	4.619886	190000	2.8537213e-08	1048.2512	-0.017264992	-148.8435	0.4852969	0.013225967	0.1478	79.0	267.17713475227356	7.030977286790547
38	632.951	93.61975	730.8113	333.50937	203.20833	196.83267	64.805435	252.16945	5.0497265	195000	-4.8995017e-09	717.92725	-0.016532315	-209.37906	0.48246875	0.015709687	0.202	79.0	274.70983362197876	7.043841936649421
39	663.1721	46.890564	747.4581	553.5327	212.73914	205.02188	66.974304	260.6428	5.207386	200000	2.0194054e-08	124.25305	-0.021885745	-62.05205	0.48336846	0.010435203	0.1542	79.0	281.4987847805023	7.037469673156738
40	681.7749	33.865864	743.11316	626.3827	216.60869	207.0874	68.7001	264.40726	5.3589168	205000	-7.1287154e-09	58.286114	-0.027663179	-32.72692	0.46752623	0.020823171	0.2024	79.0	288.1767518520355	7.028701311204491
41	713.6461	45.75251	834.9337	648.0039	224.68182	214.65456	69.863464	269.5902	2.0434613	210000	1.886487e-09	68.53299	-0.021645065	-36.115913	0.45431405	0.014609014	0.147	79.0	295.00860571861267	7.024014478638058
42	721.8371	64.626686	821.01154	495.38464	227.5238	219.90355	69.348274	273.29526	3.7802465	215000	9.223819e-09	286.94147	-0.01998547	-68.480835	0.44783643	0.0104761105	0.1922	79.0	301.67297315597534	7.015650577323381
43	710.4436	60.5972	820.78314	488.3477	224.13637	217.17955	70.42564	273.8275	5.190753	220000	-1.001358e-09	356.54666	-0.017651796	-66.33707	0.43377838	0.013777886	0.1768	79.0	308.82124733924866	7.018664744767276
