Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time	AVG Time Per Epoch
1	21.700085	21.999151	164.6438	5.340077	38.77044	0.5018263	40.05989	38.35138	24.732674	22.1	4999	20.302656	15.670009	82.132324	-100.48249	-22.840078	4.0900793	15.836222648620605	15.836225032806396
2	17.42808	18.846848	219.27126	4.981834	39.750153	16.177069	50.805122	14.452406	21.195745	25.6	9999	131.00539	75.63134	416.71643	-212.0671	-147.47197	113.6877	35.10469937324524	17.552350997924805
3	69.9501	83.32103	276.6728	-2.1928468	0.8049512	0.14904752	0.94359726	0.41004938	45.627274	11.1	14999	349.639	106.74287	643.67474	-553.0418	-374.6482	474.84344	55.92420315742493	18.641401688257854
4	99.7567	247.02298	910.2689	-1.9585115	1077.3793	24.903051	1112.0358	1033.4796	106.674416	1000.0	19999	481.5708	143.70723	810.9387	-561.77356	-507.69934	766.2327	80.46133708953857	20.1153347492218
5	343.20544	170.73247	840.82263	16.67598	155.35129	6.384308	165.67587	143.29828	185.89655	106.9	24999	556.0483	150.9523	902.7041	-757.4916	-579.3211	692.38513	101.7074134349823	20.341483116149902
6	241.3475	102.272385	567.7081	69.125145	391.30618	234.61746	786.4892	167.39587	124.0	237.4	29999	665.01184	170.15335	969.1242	-931.59	-691.3857	1106.3512	123.26949787139893	20.54491662979126
7	305.76028	188.30386	578.7445	8.483308	195.02335	152.36775	351.85532	9.055254	195.6	162.5	34999	746.80884	184.52087	1035.3303	-523.6922	-772.4479	1146.4707	144.66729497909546	20.66675669806344
8	142.57759	132.51044	466.10645	13.0575285	263.76123	10.279531	283.16788	247.1306	233.28572	113.5	39999	798.14655	192.13469	1089.755	-671.4955	-821.9283	1150.0483	165.7619593143463	20.72024518251419
9	256.22055	52.90688	341.42035	112.70242	175.3339	23.440842	216.3504	141.49348	127.07317	90.8	44999	832.8955	210.07018	1122.4039	-639.41376	-856.4186	1117.9202	186.81313037872314	20.75701469845242
10	158.33449	52.27498	262.97327	96.95274	161.84866	76.57559	381.3288	95.72567	90.42857	85.9	49999	856.3011	259.22324	1227.0654	-599.3908	-879.6941	1146.2911	208.00800347328186	20.80080053806305
11	436.28592	245.41376	1041.8445	144.58932	933.8576	690.5073	2392.0957	245.373	170.27586	400.6	54999	869.0304	296.50995	1319.8395	-874.7697	-892.8351	1374.9762	230.24775385856628	20.931614138863303
12	609.8527	432.3874	1692.4318	100.281906	501.35434	389.03867	1325.1926	70.974724	238.05	279.5	59999	878.00635	297.26825	1371.0201	-646.8871	-900.87	1347.4541	251.9194917678833	20.993291159470875
