Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
139	1756.9557	1278.6942	3854.91	50.151325	1873.2719	1455.3864	4237.1514	557.9938	423.0	459.8	694999	455.6398	75.119446	635.9149	-485.78394	-457.90466	181.45058	6091.953977584839
140	2509.4888	1637.801	4414.616	191.33696	970.33154	726.0877	2226.0657	211.85846	623.0	298.8	699999	453.4075	76.49466	634.40393	-363.70825	-455.75586	166.36584	6137.960643768311
141	1465.6733	1513.2068	3787.2256	8.828442	1200.196	688.2502	2110.7048	38.297512	358.6154	308.4	704999	454.2514	76.64117	628.9091	-271.95035	-456.4996	164.68808	6184.762333393097
142	1375.3977	1283.9341	3969.9548	26.648136	2284.5513	1378.6365	4528.9863	167.76874	313.46667	534.0	709999	452.39813	76.36389	637.3242	-305.39215	-454.57925	173.12338	6231.820657014847
143	1905.5458	1344.6864	3802.451	185.70343	3071.7285	1501.4594	4571.038	356.0516	446.58334	694.8	714999	452.8494	75.57396	627.45026	-486.30893	-455.1245	174.35287	6279.918882369995
144	1317.2871	1351.1407	4075.1184	36.8139	1125.1646	825.0419	2450.3447	194.67662	313.25	268.0	719999	454.25766	72.93468	635.92163	-334.25488	-456.47806	161.18338	6325.400409936905
145	1463.747	899.41895	3585.763	478.5051	1717.7041	759.21423	2791.5996	367.59024	356.14285	398.1	724999	455.663	73.30525	635.1834	-285.28232	-457.8817	156.41377	6372.49503493309
146	1965.9468	1531.5255	4817.5083	29.240276	1616.537	1312.6278	3506.0928	177.006	436.9091	394.0	729999	456.91144	74.09608	626.5696	-354.2009	-459.2142	156.1567	6419.497053861618
147	1552.8481	1454.0731	4081.0583	204.81866	3770.7397	1051.8732	5300.909	2301.8457	402.84616	802.2	734999	458.51892	74.541405	628.74805	-317.98926	-460.70694	152.13254	6467.4090576171875
148	2495.7065	1586.0829	4870.8833	277.96664	1105.8103	1093.3416	3775.0232	194.09329	580.5	324.8	739999	457.7129	74.57793	624.4659	-325.28314	-459.8914	162.74013	6514.091331958771
149	777.633	1295.7072	4779.6074	21.555256	717.89734	666.6596	1926.5383	40.947628	200.60715	173.3	744999	455.74008	76.42601	632.5305	-332.92944	-457.7865	152.7426	6559.107163906097
150	1486.0698	1598.2388	4915.669	36.047577	691.083	732.39856	2102.779	33.134716	324.4	180.9	749999	454.67343	76.69816	634.0954	-350.96204	-456.8189	167.00792	6605.546339511871
151	1481.0228	1065.4364	4255.593	189.72255	760.8351	729.77405	2657.6736	201.41223	345.07144	223.9	754999	455.31992	74.88165	624.31537	-439.73645	-457.4565	170.93242	6651.1310522556305
152	1805.0028	1484.9767	4598.744	10.150121	1550.698	1470.4432	4665.597	252.41217	397.6154	309.5	759999	454.64304	76.15955	623.42346	-560.3351	-456.7918	159.48547	6698.110461235046
153	1272.2723	1303.4856	4425.5835	43.852398	680.4914	1072.3661	3502.6897	44.239967	305.86667	175.1	764999	456.9455	74.760345	627.0043	-415.21338	-459.1524	166.77275	6744.330196380615
154	1720.6302	1940.8291	5170.78	28.261415	2633.0288	1592.4224	4357.5376	203.83849	389.16666	643.5	769999	458.19525	74.34994	617.10516	-409.6513	-460.26984	161.2533	6792.294910430908
155	734.79694	1113.6047	4456.0635	27.24646	312.65594	615.3727	2126.3704	34.699135	195.96666	108.4	774999	457.03186	73.21751	617.22906	-323.61484	-459.07166	153.82855	6835.552448987961
156	1380.4275	1611.7886	4847.1157	33.345432	1799.1774	1265.9551	4213.5195	194.3417	309.13333	419.3	779999	456.1076	74.16023	625.0953	-417.5993	-458.17	162.72176	6882.759272098541
157	1515.0734	1553.1924	4880.653	173.2091	2629.11	1833.312	5000.4834	171.76909	383.75	593.9	784999	456.2942	74.46446	619.5877	-343.58786	-458.35135	149.81886	6930.052344322205
158	2343.922	1335.359	4792.412	678.79834	965.98663	1224.3195	3252.949	63.878372	525.0909	247.4	789999	457.6141	73.80028	917.3785	-310.26544	-459.5937	156.08798	6976.025109291077
159	1187.6265	881.0889	2596.4648	17.950886	1478.7053	1330.2168	4757.0566	15.098994	289.05884	325.9	794999	458.06937	73.86706	1021.8851	-254.7055	-460.1521	165.67189	7022.764081478119
160	1969.6454	1173.6781	4307.015	385.3895	1280.9204	596.23486	1883.262	390.03296	442.81818	273.8	799999	457.76108	73.7994	947.594	-382.20007	-459.77634	158.96465	7068.834393262863
161	1686.2369	1258.7018	3892.2095	64.509964	3037.884	1631.068	5507.2695	418.38885	355.0	567.7	804999	458.0227	73.83983	847.3788	-370.19366	-460.06686	153.53961	7116.151362895966
162	1808.7592	1445.7928	5115.9624	60.704784	1083.7097	872.86505	2749.7131	260.12695	366.57144	250.8	809999	459.31763	74.49928	918.5753	-371.28125	-461.31924	154.20805	7162.722847700119
163	2037.6472	1538.1589	5002.828	157.1113	1250.0374	1514.6156	4754.6655	163.5052	461.72726	326.9	814999	459.39078	75.52213	1131.3667	-416.2936	-461.3592	159.63918	7204.908507823944
164	431.16846	827.3685	3236.2505	-10.01064	765.67316	580.6064	1580.5377	33.83389	111.577774	208.6	819999	459.35876	75.22789	1248.4435	-315.9758	-461.3442	167.6717	7251.224787473679
165	776.82007	755.75336	3158.6968	131.81476	1617.439	824.4041	2901.9673	78.531815	197.72728	354.7	824999	460.1632	74.5356	1131.8367	-427.1431	-462.239	161.20854	7297.694561481476
166	1759.5789	1608.2395	4747.619	213.50769	2087.127	1653.8723	4828.629	318.74423	404.0	457.3	829999	460.27756	75.23315	1036.8516	-238.8494	-462.2131	160.51817	7344.769313812256
167	1132.511	906.37915	2747.2202	62.340477	1954.2258	1172.2278	4644.865	317.57758	285.88235	434.5	834999	461.26758	74.25163	1170.9199	-478.5209	-463.3599	163.08334	7391.703454732895
168	980.45715	882.2726	2947.9382	60.64551	1646.2135	1226.1761	4272.5034	244.96942	249.36842	405.3	839999	461.68375	72.918846	1498.3354	-280.399	-463.59964	159.73083	7438.327600002289
169	1927.0188	1240.4762	4585.5444	134.41641	1917.8258	1389.038	4781.5884	254.7306	406.15384	410.7	844999	460.60226	73.53444	1214.6696	-453.6969	-462.5525	148.89723	7485.877768754959
170	1140.9504	1061.6171	4002.235	30.954199	3704.5886	989.2326	4708.219	1966.1638	275.88235	821.2	849999	462.4894	72.79955	1736.8324	-617.9621	-464.5549	167.3534	7534.316174983978
171	1135.9594	1191.7423	4174.2354	85.71948	1525.6902	945.5501	4010.9248	553.161	274.8421	345.6	854999	462.83023	74.109886	799.7868	-448.06165	-464.8477	162.57414	7579.766341209412
172	1934.4326	1374.2446	4934.698	410.13	1363.4349	753.9574	2675.1375	187.05066	418.25	304.3	859999	462.94955	73.12755	831.3101	-419.38626	-464.9179	153.1166	7626.410801649094
173	1314.0754	1256.5476	4497.1763	29.390795	567.8296	823.0168	2670.1106	94.26142	317.5625	190.9	864999	463.06033	73.73546	739.98956	-480.85315	-465.03076	148.57512	7672.109927892685
174	2125.9507	1548.9115	4494.62	33.672424	1460.607	636.6895	2669.7441	616.92896	475.4	352.3	869999	463.1809	74.47331	1006.10443	-305.96207	-465.1386	156.33739	7718.3881821632385
175	1181.148	926.72394	3389.195	30.78522	2316.6663	1345.581	4831.116	938.52	290.82352	487.0	874999	464.66925	73.19506	738.01904	-467.24597	-466.6869	153.08072	7766.047170877457
176	1706.8248	1704.5508	4661.467	31.32019	2253.3281	1171.7118	4528.6143	645.1126	401.08334	487.1	879999	465.06082	73.5369	888.02106	-343.53433	-466.95706	154.86865	7813.808101177216
177	1655.0293	1019.4533	3813.6528	21.071835	892.70654	789.4801	2523.2998	19.665855	366.8	243.0	884999	465.05078	74.76866	681.21423	-412.97656	-466.9144	154.00128	7860.41498208046
178	817.6202	643.8169	1664.3275	10.255935	35.36639	6.686533	47.353073	25.125893	186.1923	35.0	889999	464.6735	75.78475	629.4381	-403.46545	-466.65085	162.28606	7906.702965259552
179	679.941	590.3493	1947.8511	27.512041	1701.6975	1557.9716	4429.226	225.57715	168.59259	387.5	894999	466.0752	76.19522	635.75104	-384.2925	-468.0449	159.53186	7953.922801733017
180	1286.859	1621.7672	4683.33	21.023365	1021.3179	749.7961	2379.9414	50.07702	295.78946	239.1	899999	467.25467	74.315125	633.34375	-370.52448	-469.2283	147.47086	7999.423323392868
181	1448.6903	1173.0123	3406.3596	1.7164564	1481.2463	1532.5171	4489.001	56.317623	331.46155	393.4	904999	467.53574	74.47343	631.8308	-419.67404	-469.4558	161.71875	8046.62011051178
182	1183.8373	1414.4945	4773.4287	30.14147	372.7144	656.6433	2322.5054	61.392315	272.9	107.7	909999	467.4384	75.13903	635.81506	-295.5229	-469.3322	159.53578	8093.521998167038
183	960.33356	1076.2374	3489.83	31.282133	758.0964	884.82526	2725.1396	86.21908	235.22728	192.2	914999	468.18372	75.4991	637.54175	-428.64258	-470.1749	162.02347	8139.282027244568
184	1218.2079	1689.4869	4994.2	22.037497	3051.8342	1267.9702	4914.604	1018.63776	263.72223	687.7	919999	468.52264	74.13394	631.71515	-344.2269	-470.3759	157.3175	8187.622999429703
185	3087.4685	1271.4679	4791.713	991.36804	4199.3633	1149.1887	5480.566	2478.026	654.75	815.3	924999	466.396	74.84098	636.6745	-282.84183	-468.2624	154.82433	8236.271821022034
186	2068.0085	1797.8129	5011.154	41.733807	758.07916	931.4221	2680.425	37.44513	443.4	168.2	929999	465.80634	75.76742	635.1791	-396.35733	-467.7277	166.6576	8283.259327173233
187	1886.3622	1570.4348	4494.457	51.995136	3078.847	971.81976	4501.377	1675.8817	427.92307	645.0	934999	466.68854	74.75248	1076.1304	-372.13873	-468.57635	158.2046	8330.68064570427
188	2710.9768	1214.9778	5067.921	728.77747	674.2904	751.7676	2201.6626	42.790325	569.44446	192.5	939999	467.63742	75.08993	638.0819	-217.34534	-469.5529	153.30127	8377.857714414597
189	1160.5151	1375.2661	5285.133	79.48612	1426.6055	1781.8805	4649.737	77.142	272.0625	324.3	944999	469.0484	75.94226	648.8646	-255.8195	-470.9666	156.08122	8425.447870731354
190	1711.1536	1544.5654	4788.5234	57.53918	113.83992	186.45415	672.0416	34.89156	394.64285	53.6	949999	469.74338	75.386444	636.8446	-560.3419	-471.5597	158.43898	8471.694758415222
191	1003.982	1020.86847	3282.8594	17.398348	1989.1191	919.60736	3771.941	988.2981	232.54546	483.3	954999	468.84213	74.92466	654.78705	-254.34137	-470.6468	153.13579	8520.0222594738
192	1883.0625	1494.5015	4446.7466	130.84116	1356.2839	1789.2537	4503.6553	30.719536	455.0	321.2	959999	468.31177	74.67937	683.7749	-292.35513	-470.154	154.84042	8567.599467754364
193	758.9035	1137.4707	3394.0874	30.471113	1624.9635	1697.0826	4963.4585	37.829105	199.43478	350.4	964999	469.96503	75.09343	897.4708	-377.9116	-471.8672	145.20659	8615.203713655472
194	904.7385	1184.7045	4475.841	30.721622	2333.599	1347.0544	4751.9067	33.328068	215.64	497.2	969999	471.63754	74.03478	634.0702	-468.40417	-473.41626	153.5124	8663.48399233818
195	3402.8542	988.3041	4895.835	2303.9192	2794.5461	2053.297	5633.9854	145.44281	709.5	578.1	974999	472.0766	74.56023	632.2499	-383.18967	-473.92166	144.52524	8711.500192403793
196	1181.3367	1060.3514	4401.525	161.44917	1856.651	1747.9664	5122.3013	102.50867	279.15	410.6	979999	473.13364	74.49369	849.63684	-262.95764	-474.9378	149.61943	8759.388939619064
197	812.2576	818.3915	3068.8657	30.379398	695.36487	666.3672	2464.9036	53.2995	212.125	205.2	984999	471.57077	75.44197	1005.2799	-277.22705	-473.2519	159.86285	8806.516254663467
198	1825.686	1232.4011	4647.523	95.02135	1839.47	1143.2294	4568.306	390.5841	407.66666	406.5	989999	469.42737	77.185715	1001.38324	-350.29367	-471.2377	163.09341	8854.312480688095
199	1317.2194	1162.8159	3744.6597	38.729637	1012.5591	1001.81354	3822.2688	58.448044	314.86667	272.2	994999	469.4844	76.69775	1342.6818	-220.22406	-471.2543	156.0096	8901.781128644943
200	1237.6527	1351.7485	4445.112	31.872295	540.7002	668.5711	1855.1351	29.705639	305.5	165.5	999999	470.08963	76.17602	1385.1417	-360.91364	-471.9072	154.43736	8949.253122091293
