Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	-272.04855	50.281094	-227.0598	-361.6073	-142.14558	74.27414	18.782072	-230.4466	1000.0	1000.0	4999	-0.07170443	1.7086195	7.743803	-6.35799	-0.07155882	1.7073534	7.6461124	-6.408594	-0.4422644	0.24520431	19.323741912841797	19.323744535446167
2	-220.65828	51.98156	-149.03136	-293.26318	35.9953	212.3259	302.8902	-364.6901	1000.0	1000.0	9999	2.947539	3.976797	23.229248	-7.550316	2.9468467	3.9765306	23.357208	-8.157294	-4.302682	0.8703979	42.305259704589844	21.152630925178528
3	-33.99179	234.81227	304.05038	-413.69968	359.67093	59.804623	429.8222	205.9985	1000.0	1000.0	14999	6.8643084	6.2063684	35.57574	-13.71932	6.864249	6.205721	35.895905	-13.4051485	-8.336842	1.8833586	66.75958299636841	22.25319496790568
4	507.50372	94.409744	645.1325	367.5557	-161.82095	348.54443	561.5879	-512.5713	1000.0	1000.0	19999	8.837794	8.483571	53.69491	-15.682419	8.837977	8.484511	52.677273	-15.79127	-10.173862	2.1209376	90.9141628742218	22.728541254997253
5	436.44086	608.56885	1244.7849	-327.97052	777.2233	219.09386	1200.818	410.6361	1000.0	1000.0	24999	14.079121	11.314189	75.13876	-16.018557	14.077703	11.316595	73.09216	-16.512989	-15.235462	3.420607	115.13287258148193	23.026574897766114
6	771.16876	78.87778	897.30176	678.5601	920.1838	299.65884	1277.8344	168.39778	1000.0	1000.0	29999	17.969833	11.549013	63.16242	-16.00805	17.968884	11.5509205	63.83588	-16.801655	-19.08577	3.219441	139.13413000106812	23.189021984736126
7	769.506	336.86316	1266.0956	271.68997	1011.0363	451.32083	1878.2623	250.50044	1000.0	1000.0	34999	21.839336	12.856652	80.35897	-17.3886	21.83861	12.8589735	79.99777	-16.886845	-23.000355	3.9123876	163.67160987854004	23.381658826555526
8	1189.4253	360.5772	1614.1876	788.83514	1376.7596	347.26712	1916.4086	851.80664	1000.0	1000.0	39999	26.253082	14.702381	85.70584	-17.07552	26.25254	14.705334	86.10999	-18.172138	-27.456062	4.727801	187.8160855770111	23.47701096534729
9	1150.2539	175.11397	1387.9388	931.56793	1182.3064	414.05084	2342.13	831.602	1000.0	1000.0	44999	31.065752	17.156826	101.47293	-12.925589	31.064575	17.160639	102.62217	-11.484508	-32.40555	5.4146705	211.90470147132874	23.544967042075264
10	1795.4062	525.6667	2659.7422	1155.5381	1008.243	547.7373	1863.9182	-326.7881	1000.0	1000.0	49999	36.820133	20.742332	114.51433	-6.144635	36.81916	20.74587	115.64805	-5.739382	-38.240932	6.44823	236.11923670768738	23.61192388534546
11	1845.0432	597.9051	2873.3765	1176.302	2261.011	832.7287	3287.6519	970.3924	1000.0	1000.0	54999	43.620472	25.007174	131.92336	-2.5166187	43.619953	25.010647	131.48843	-7.7873516	-45.065353	7.8568187	260.2927505970001	23.662977500395343
12	2693.961	674.41943	3064.333	1346.4409	3081.6187	547.85333	3525.102	1556.585	1000.0	1000.0	59999	52.019093	30.419882	142.81685	0.16290987	52.01814	30.422424	142.43123	0.35803366	-53.50539	9.161018	284.72153067588806	23.726794401804607
