Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossQReg	Time	AVG Time Per Epoch
1	-41.15549	77.93206	28.307222	-336.42526	798.1442	3.9849048	805.02203	790.7456	148.58621	1000.0	4999	2.9954681	2.403874	20.303967	-7.641504	2.9956927	2.4039264	19.086542	-6.4897957	-4.62306	1.2312436	3.489454	-12.863705	-4.132858	0.9507961	0.51603764	36.937767028808594	36.93776845932007
2	-52.527542	104.450066	27.368454	-454.09558	763.7038	44.394768	845.0951	669.71967	155.63889	1000.0	9999	8.954322	4.3238273	36.76972	-7.7191987	8.954695	4.324227	36.736835	-7.368413	-3.312192	1.8561195	12.979215	-12.843082	-10.247559	3.2934117	1.8797522	79.6273922920227	39.81369721889496
3	-29.44373	43.789898	28.45878	-116.71717	323.89435	367.39636	802.1563	-8.20442	315.0	442.2	14999	15.055861	5.363805	46.602444	-8.610094	15.055876	5.36525	48.232956	-9.45705	-2.93964	2.016581	11.277509	-13.816938	-16.06461	6.287013	3.6351156	119.19057059288025	39.73019083340963
4	-1.506515	41.059322	55.79277	-75.32695	414.9527	338.06644	857.6602	21.700743	454.53845	559.7	19999	18.687553	5.757494	52.960228	-9.168489	18.687012	5.7577114	52.867653	-9.029784	-2.9479828	2.0461533	12.959379	-13.599955	-19.466888	7.2347016	4.231333	159.52382397651672	39.880956411361694
5	23.178034	36.698914	112.25414	-83.61899	622.579	305.44168	879.3814	5.714263	220.73914	812.6	24999	21.288927	6.1746535	59.367477	-12.553251	21.288643	6.173437	58.6528	-14.026401	-2.9158144	2.0560606	12.866068	-14.712524	-21.95165	8.322232	4.905883	201.17406225204468	40.23481287956238
6	59.036724	52.99711	229.9492	-3.2997	350.35403	292.86832	705.9791	13.608844	241.16667	533.8	29999	23.630976	6.652321	58.5421	-13.072249	23.63003	6.651832	59.14631	-16.080929	-2.729599	2.070557	10.76772	-15.92814	-24.250912	9.281238	5.562483	241.70261096954346	40.28376885255178
7	120.39634	104.69556	381.27008	13.064666	315.6989	256.94598	660.7599	5.157944	466.75	528.8	34999	25.511444	6.93078	58.97172	-16.976213	25.510513	6.933943	58.54144	-23.331007	-2.6424403	2.1501029	15.778226	-14.432422	-26.090435	8.7164955	5.2440443	282.0438063144684	40.29197260311672
8	120.05798	65.85145	223.84332	15.116365	735.57996	131.50677	877.1175	408.09396	460.18182	1000.0	39999	27.42122	7.2327323	62.66573	-16.421415	27.420221	7.237767	62.617207	-15.856684	-2.6419756	2.1738245	15.714536	-13.542082	-27.995775	9.083049	5.4721913	325.30258870124817	40.66282385587692
9	168.80765	93.05592	304.2357	18.14215	881.9259	223.71349	1159.7705	441.07187	471.9	873.1	44999	29.385878	7.580307	69.566154	-21.857079	29.384905	7.5793147	82.61028	-15.71969	-2.5564022	2.1770527	13.03896	-13.966986	-29.900673	9.537393	5.773126	368.25554180145264	40.91728268729316
10	149.52698	77.01076	271.35327	11.536167	677.5024	335.02448	1054.2328	58.1766	556.625	714.8	49999	31.088388	7.651396	65.187874	-25.38124	31.08774	7.648359	69.884056	-25.970951	-2.5764873	2.1911387	15.256451	-13.707949	-31.637362	8.506183	5.1638093	410.4147562980652	41.041475892066956
11	253.42274	115.46236	427.7344	83.889786	621.228	337.5767	1166.5884	35.88669	580.7778	682.1	54999	33.282146	7.72366	66.95582	-15.578636	33.28131	7.725668	67.44007	-16.41068	-2.5671813	2.1985016	22.574726	-14.7906	-33.814877	8.719717	5.2711835	452.12739729881287	41.102490880272605
12	308.96152	114.21171	551.89764	191.0729	954.444	378.788	1409.9023	13.356369	781.1429	861.3	59999	35.33208	7.801165	68.080864	-26.841696	35.331524	7.796491	72.51302	-20.376053	-2.516957	2.2053802	21.783506	-15.84342	-35.873264	8.918019	5.407645	494.7815828323364	41.2317987481753
13	123.951195	93.99202	332.49896	8.7180195	939.5365	195.16058	1278.0803	643.6289	249.4	1000.0	64999	37.33068	7.9179506	69.69628	-19.36675	37.330368	7.915801	71.2702	-24.403748	-2.4768155	2.2308714	24.10247	-17.860975	-37.84454	10.228934	6.1831164	538.1053109169006	41.39271638943599
14	247.3612	261.18414	962.59955	13.189986	979.6261	257.45697	1399.4685	661.2437	482.9	1000.0	69999	39.117706	7.9248896	71.68044	-29.082514	39.116993	7.9281173	72.63139	-28.89587	-2.449659	2.3026488	22.869942	-13.435508	-39.65634	10.0838	6.120887	581.5352807044983	41.53823447227478
15	236.57245	142.98456	470.75592	70.50055	950.34766	103.28859	1166.075	798.08905	544.55554	977.4	74999	41.09148	8.106831	75.7345	-42.68389	41.090588	8.108978	73.70486	-38.514046	-2.416524	2.3002243	24.348503	-15.089628	-41.600258	10.189632	6.2175264	625.040055513382	41.66933719317118
16	572.23627	155.91924	786.0653	368.20532	1120.3811	411.7137	1697.1393	324.18198	901.5	853.5	79999	43.141323	8.285131	79.89757	-30.912106	43.14054	8.28727	77.8595	-30.75815	-2.3538713	2.3454425	27.324759	-13.777256	-43.616158	10.1892	6.19788	667.7465753555298	41.73416109383106
17	297.61163	212.74979	655.3769	38.905575	881.3918	401.52283	1424.1752	77.21701	602.8571	770.2	84999	44.991177	8.4345875	77.71905	-28.89831	44.990116	8.43495	76.72838	-26.360613	-2.3207967	2.376722	30.939604	-14.155802	-45.506527	10.090607	6.151059	710.3074259757996	41.78278990352855
18	202.77208	146.65858	509.10696	24.72826	1551.2039	406.935	1864.7289	509.6948	440.0	927.3	89999	46.82859	8.605122	77.2459	-26.786034	46.827587	8.608162	77.53687	-43.481216	-2.2586381	2.4202812	26.73227	-13.14021	-47.314648	10.6476965	6.4912915	753.6739139556885	41.870773116747536
19	437.38315	286.6426	1119.6586	192.7924	1339.5254	492.4447	1898.7172	364.396	771.0	851.1	94999	48.74322	8.72985	78.8155	-23.305698	48.74251	8.72637	80.54895	-18.67276	-2.2030056	2.4435291	28.49821	-16.683018	-49.22072	10.680951	6.5194526	796.7482759952545	41.93411991470739
20	537.3056	231.08127	779.2505	133.20433	1001.5182	459.271	1611.9456	160.78903	846.0	821.6	99999	50.61812	9.003498	84.14967	-27.15694	50.617348	9.001484	85.9241	-23.769089	-2.1928823	2.482239	33.785206	-16.685863	-51.121315	10.554952	6.4423904	839.1723206043243	41.95861613750458
