Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	55.44389	17.40435	138.23688	26.7665	158.63959	55.474815	279.36752	101.53571	6.105006	17.1	4999	23.975813	13.48469	61.229774	-0.3527292	23.978815	13.4826565	61.481354	-0.012441274	-25.468107	2.8199716	13.75804591178894	13.758048057556152
2	55.304848	16.94218	156.58937	26.78088	322.93948	88.006294	502.8072	221.33818	6.087698	34.8	9999	47.69052	33.116283	131.7925	3.74905	47.691334	33.11637	131.53947	2.626418	-57.72392	6.332646	30.725348711013794	15.362675666809082
3	451.64334	175.32777	1120.1406	36.017757	572.4081	291.65494	1139.3857	213.00069	48.53398	61.4	14999	80.05637	62.113842	196.75064	0.31426823	80.05759	62.11591	197.21606	-2.6348026	-97.172005	28.061604	48.55166244506836	16.18388827641805
4	814.3756	428.66284	2128.7427	343.80017	7102.268	3447.5154	9343.653	802.40594	87.37255	760.3	19999	119.65712	86.0426	255.67062	2.8354418	119.65755	86.04403	255.5324	2.3822706	-137.51654	74.725464	68.2905330657959	17.072633683681488
5	5394.1504	2926.0059	9342.547	2147.9905	9328.458	0.33859903	9329.107	9328.101	577.625	1000.0	24999	154.93333	103.52745	308.90457	3.630858	154.93169	103.531525	311.74017	2.5037868	-174.04106	210.78273	88.99308562278748	17.79861750602722
6	9326.833	3.072958	9332.61	9323.487	9318.495	0.135791	9318.784	9318.353	1000.0	1000.0	29999	192.85922	119.01457	345.8588	1.5840379	192.85959	119.01322	350.8128	2.556537	-212.19034	394.67325	109.65105724334717	18.275176564852398
7	9322.967	1.9132118	9326.474	9321.173	9325.353	0.041658144	9325.409	9325.25	1000.0	1000.0	34999	227.60982	129.36082	374.94724	3.4413252	227.60974	129.36041	371.79324	2.067179	-246.88434	628.4486	130.31104397773743	18.61586376598903
8	9320.52	0.84221077	9321.436	9319.005	9313.374	0.26315832	9313.778	9312.983	1000.0	1000.0	39999	254.10901	133.99942	394.5566	3.1154552	254.10909	133.99658	402.99377	0.17071147	-272.6678	999.5689	151.2673659324646	18.908421009778976
9	9320.607	1.669827	9323.335	9318.125	9311.799	0.17215249	9312.162	9311.494	1000.0	1000.0	44999	271.68622	133.18173	412.67603	3.95488	271.68597	133.18114	415.7133	0.615538	-291.41776	1640.4012	172.01855397224426	19.113172875510323
10	9320.153	1.7754006	9322.284	9317.338	9313.015	0.30105	9313.588	9312.416	1000.0	1000.0	49999	287.82227	132.94017	436.65204	4.0391665	287.82068	132.94214	436.65015	0.18627594	-308.0468	2059.1104	192.64571619033813	19.26457178592682
