Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	-246.16142	61.60155	-158.1125	-348.47595	-245.81543	5.546394	-234.75108	-252.28833	1000.0	1000.0	4999	6.536602	4.8979397	28.513481	-6.3626566	6.5369606	4.8981586	28.533403	-5.4332204	-2.0863953	2.353428	14.34501	-13.593622	-7.6125064	1.2397844	35.914304971694946	35.914307594299316
2	-208.5391	27.61988	-166.53766	-243.02652	-136.0764	49.042606	-68.61614	-240.09276	1000.0	1000.0	9999	25.798897	9.268898	61.005623	-0.020151705	25.798964	9.269501	62.462677	0.27401572	-0.38713908	3.0494196	19.537996	-15.127287	-27.234913	3.3407981	81.09742593765259	40.54871451854706
3	196.60107	382.0345	853.55597	-236.58647	469.7936	141.53723	650.6631	230.43483	1000.0	1000.0	14999	40.29777	11.160278	74.70386	15.501498	40.297466	11.159895	75.37806	15.6398735	-1.738205	2.4365294	20.154097	-13.711491	-41.113525	4.593322	126.78026032447815	42.26008749008179
4	419.21332	443.01724	1140.559	6.2552915	2058.2776	213.53683	2280.142	1662.7914	1000.0	1000.0	19999	45.66543	14.296999	83.46546	18.197872	45.66537	14.296057	82.99554	18.821669	-2.2116203	2.045133	16.229534	-13.027663	-46.282745	3.8001769	172.01093935966492	43.0027357339859
5	1201.776	619.9797	1760.0168	38.10236	2560.961	110.48524	2686.258	2365.5098	1000.0	1000.0	24999	52.246315	19.203604	111.932045	20.302925	52.245827	19.203608	109.315056	20.290539	-1.9467783	2.31913	18.122818	-17.8033	-52.876743	4.3297634	217.78923726081848	43.55784792900086
6	1594.2067	742.10925	2327.6492	268.18085	3365.584	125.412766	3578.6929	3139.8538	1000.0	1000.0	29999	64.80117	26.107376	134.20102	7.771967	64.800385	26.107353	135.0443	5.6861367	-1.1505095	2.904785	28.271168	-15.683422	-65.452644	5.9727235	264.90937519073486	44.15156292915344
7	2184.929	882.21106	2996.0654	956.04877	3699.7485	88.72986	3844.232	3568.4214	1000.0	1000.0	34999	82.474976	35.325287	172.41208	3.9012485	82.47446	35.324318	172.56194	3.6039028	-0.46798122	3.248022	21.336151	-12.975609	-83.19915	8.355095	312.224894285202	44.603556632995605
8	2700.851	1318.854	3501.8699	72.92456	4059.1782	102.4046	4237.3687	3856.2937	1000.0	1000.0	39999	103.83246	45.65068	202.73213	16.802135	103.831764	45.65024	204.8565	17.152203	0.09086339	3.5274658	22.864904	-13.142449	-104.577415	10.37445	356.04419207572937	44.50552427768707
9	2391.7883	1579.2963	3733.7065	-18.623098	2663.6772	1333.6912	4068.9282	911.67285	1000.0	1000.0	44999	121.156296	56.936195	231.59059	21.662558	121.156525	56.934734	232.63275	15.693713	0.2742803	3.69449	26.35968	-12.080521	-121.90519	12.70846	400.418897151947	44.49098883734809
10	3842.3308	171.57285	4102.7544	3686.1997	3742.569	1157.7123	4303.895	294.5474	1000.0	1000.0	49999	143.50061	66.486855	255.24873	16.43718	143.50006	66.48563	257.65717	16.845058	0.59824336	3.8271465	40.165943	-12.6395855	-144.15034	14.801672	446.22392535209656	44.62239274978638
11	3811.9993	124.119194	3895.2776	3566.7214	4307.915	93.42992	4438.934	4175.338	1000.0	1000.0	54999	165.34747	73.524826	280.00372	22.795637	165.34764	73.52342	277.88068	23.446466	0.834184	3.8283226	29.216438	-15.395031	-165.91496	15.923892	493.07916140556335	44.825378482992
12	4143.5977	124.63323	4319.1035	3952.0107	4700.75	78.260155	4825.5806	4588.59	1000.0	1000.0	59999	185.18756	78.94989	298.59225	26.201883	185.18756	78.949326	300.85544	24.9099	1.0014176	3.8747246	30.647964	-14.447274	-185.6735	17.96483	539.0015006065369	44.916791915893555
13	4117.6655	77.71811	4200.9253	3991.273	4722.5986	64.129295	4842.164	4646.205	1000.0	1000.0	64999	204.13898	83.748505	318.26617	23.637495	204.13887	83.747444	316.6802	24.233948	1.1706849	3.8978283	33.326138	-13.6517315	-204.56747	18.196003	588.0458314418793	45.23429489135742
14	4404.9507	75.96974	4494.6685	4289.948	4789.0	136.66585	4976.4116	4534.567	1000.0	1000.0	69999	220.94766	87.64749	333.75455	24.261106	220.94783	87.64707	331.88995	23.411348	1.4144849	3.9638867	38.52409	-12.930429	-221.32574	18.716715	639.9654881954193	45.71182075568608
15	4532.676	49.67065	4601.7104	4459.881	4945.9727	47.891598	5021.376	4870.6133	1000.0	1000.0	74999	236.68639	90.862915	346.39215	20.514507	236.68698	90.86201	346.51462	22.50372	1.5680157	3.9787962	38.618088	-14.225708	-237.02202	19.854294	688.8231153488159	45.921541166305545
16	4702.5586	44.752243	4749.7954	4628.6294	5052.7104	60.35458	5200.932	4986.335	1000.0	1000.0	79999	251.43813	93.43064	358.90646	19.652418	251.43822	93.42939	358.93256	25.212917	1.7266657	4.016218	35.265865	-13.204315	-251.7478	19.493387	733.9645655155182	45.87278547883034
17	4827.878	67.96302	4903.502	4705.1343	4533.642	1478.1819	5506.627	1146.8531	1000.0	1000.0	84999	266.16855	95.47589	381.19272	18.467482	266.1687	95.475136	380.65518	23.922209	1.9478078	4.084481	39.17987	-15.17292	-266.4398	19.674183	779.6143107414246	45.85966544992783
