Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	-54.646812	106.63685	17.873983	-338.7984	87.143616	202.98251	586.8009	-47.10004	193.95454	629.6	4999	8.048203	5.582959	37.355873	-4.06614	8.04806	5.582745	36.895607	-4.1168733	-3.8832557	1.9678409	11.174628	-14.494141	-9.339512	1.1184173	35.726072549819946	35.72607493400574
2	-48.545753	87.02545	12.660602	-376.28928	-229.51958	338.45462	195.79733	-706.9389	138.95	611.5	9999	29.856401	9.861728	74.28482	-14.224391	29.855406	9.862246	72.02856	-16.902494	-1.7007378	2.8526444	30.688698	-14.04336	-31.657576	4.823335	79.12199354171753	39.56099832057953
3	-161.88585	241.27504	27.97875	-635.2447	670.24695	50.762836	779.0616	579.9918	421.45456	1000.0	14999	46.83464	10.606575	100.589005	-26.589907	46.834522	10.596277	99.7624	-25.755411	-2.1382415	2.7017174	30.429623	-15.0383625	-48.140617	8.798231	126.53451919555664	42.17817370096842
4	-31.07193	114.02617	106.771034	-203.22366	698.7229	223.34193	904.91595	84.643074	436.41666	909.8	19999	47.02431	12.532487	94.14916	-31.424364	47.02438	12.530958	93.48215	-27.444632	-2.6107998	2.381269	27.933592	-15.465697	-47.92063	8.5956955	173.4745466709137	43.36863720417023
5	25.52093	90.86309	310.10428	-170.5317	767.9496	65.83426	853.8797	632.8296	277.3158	1000.0	24999	44.795425	12.135689	91.526886	-36.640766	44.795376	12.134759	91.4378	-30.9202	-2.9556406	2.2264245	24.75542	-14.903217	-45.53832	7.5544624	220.80504512786865	44.16100935935974
6	80.06936	67.181274	215.84679	-1.1868365	856.4357	55.212708	933.4937	731.3816	425.63635	1000.0	29999	43.55908	11.343231	85.194466	-22.98041	43.559395	11.343629	85.17732	-28.894415	-3.029956	2.1436176	23.563532	-15.04518	-44.254356	6.984746	269.15944170951843	44.859907348950706
7	117.69052	124.29281	396.1283	19.793558	688.39166	378.88147	1047.3741	61.76819	614.5	736.3	34999	43.47082	10.432909	80.13472	-30.737396	43.47132	10.432058	79.93438	-30.715113	-3.0478024	2.1157408	24.073997	-14.831728	-44.14868	6.1268873	314.726615190506	44.96094529969351
8	303.55704	110.30066	448.55707	173.66049	701.0088	448.3674	1310.6228	54.33347	896.3333	725.9	39999	44.863274	9.865201	80.81904	-28.875872	44.86355	9.863741	79.00855	-25.598455	-3.0793195	2.0962985	21.733944	-17.299463	-45.55945	5.3307223	360.6662518978119	45.083281725645065
9	144.03212	84.53107	267.43558	20.289368	727.5121	364.78928	1084.3511	49.86623	456.18182	736.6	44999	47.568264	9.493368	83.16631	-44.841923	47.568188	9.493536	81.52448	-38.118866	-3.0793428	2.0891333	29.229427	-15.358822	-48.252823	5.480076	406.3840386867523	45.153782314724396
10	192.87164	147.85704	561.10175	13.52475	1446.1433	235.48753	1683.8678	942.50366	434.81818	996.7	49999	50.659016	9.1259775	85.86767	-25.552172	50.65894	9.127333	85.606834	-30.755754	-3.053294	2.0925732	31.498875	-16.110252	-51.348488	5.4971356	453.98331236839294	45.398331475257876
