Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	55.520493	16.430542	147.88507	26.70086	147.55208	45.004536	242.38136	101.734375	6.111383	15.9	4999	20.629185	10.168081	47.902885	-0.58989555	20.630928	10.1662035	47.85982	0.04684821	20.62935	10.166482	47.861862	-0.07149104	-21.496353	3.343469	20.46608257293701	20.466086387634277
2	54.66566	16.951239	128.99646	26.750345	358.84464	145.09047	671.58685	184.65863	6.0180507	38.6	9999	41.04517	25.11265	101.5893	5.422152	41.045746	25.11088	102.79294	5.4225636	41.04618	25.109903	101.64781	4.1071024	-47.686398	5.3700943	45.897242307662964	22.948622345924377
3	361.87677	142.35332	820.62726	73.39887	438.75912	145.72176	681.48175	222.45042	38.9375	47.1	14999	65.550606	46.28899	152.67508	3.6301963	65.550835	46.29146	152.80656	2.4018917	65.55187	46.286667	152.48454	0.1667323	-77.46779	19.237623	72.28129005432129	24.093764146169026
4	552.46185	252.64528	1792.327	240.5645	672.4458	155.01772	989.0353	428.6389	59.31325	72.1	19999	95.8491	65.48484	200.27986	5.1348515	95.84882	65.49023	198.87404	5.6241355	95.84764	65.48925	199.315	5.1883054	-109.51256	56.932663	98.95660495758057	24.739151895046234
5	1096.7399	591.8781	3069.7725	409.6023	8436.638	2728.7407	9347.6	250.41599	117.5946	902.7	24999	122.29633	80.66225	242.85075	5.21713	122.296234	80.66702	241.46722	5.0526657	122.29477	80.66677	242.1465	4.871725	-136.84785	161.63428	128.66699361801147	25.73339910507202
6	9195.843	276.63278	9340.006	8642.623	9332.241	0.20260906	9332.639	9331.998	985.2	1000.0	29999	151.1176	94.028694	278.3793	4.7382035	151.11781	94.03306	277.42105	4.74206	151.11752	94.03129	277.05637	4.5231123	-166.16447	318.14526	158.63534832000732	26.43922511736552
7	9325.722	1.6677011	9328.586	9323.673	9311.74	0.1249214	9312.098	9311.662	1000.0	1000.0	34999	180.86734	105.716354	305.371	4.703298	180.86685	105.720345	305.47034	4.4603667	180.8673	105.718956	305.6329	3.9844525	-196.21355	480.8846	188.88111066818237	26.983016184398107
8	9320.711	1.0761175	9322.07	9318.859	9311.781	0.095771365	9311.948	9311.664	1000.0	1000.0	39999	208.71468	114.35241	329.82327	4.829831	208.71461	114.355545	333.41907	3.9537718	208.71529	114.35245	331.7466	3.4813793	-223.48898	631.9864	219.1395881175995	27.392448842525482
9	9319.956	0.8854365	9320.932	9318.345	9310.769	0.07479219	9310.915	9310.687	1000.0	1000.0	44999	234.09383	121.2188	353.505	4.184406	234.0929	121.22646	352.75073	4.273091	234.09317	121.22253	352.35492	2.3794317	-248.81807	713.2587	249.10764002799988	27.678626934687298
10	9318.732	0.88865215	9319.896	9317.234	9310.35	0.23320346	9310.785	9310.079	1000.0	1000.0	49999	257.42386	126.90436	375.00708	4.555153	257.42258	126.90873	375.16113	4.460579	257.4236	126.90617	374.80347	1.9959345	-271.9602	820.34174	279.1822943687439	27.918229627609254
11	9317.754	0.8399095	9318.829	9316.336	9312.037	0.30135268	9312.436	9311.604	1000.0	1000.0	54999	279.29553	130.28314	390.9607	4.141969	279.29486	130.28503	392.45337	3.0137959	279.29626	130.28488	393.20728	1.1719534	-293.4063	915.5326	309.51262855529785	28.137511881915007
12	9317.622	0.7182083	9318.633	9316.614	9310.295	0.09939133	9310.515	9310.175	1000.0	1000.0	59999	299.66296	132.87206	412.9941	3.862922	299.66345	132.87225	406.78528	3.6775765	299.6635	132.87271	406.77063	-0.050721377	-313.0997	928.7484	339.69152307510376	28.307627121607464
13	9317.543	0.80766344	9318.64	9316.733	9310.248	0.09406279	9310.384	9310.03	1000.0	1000.0	64999	317.80417	135.83484	426.60672	2.7790124	317.80368	135.83545	423.96887	3.2226062	317.80557	135.82964	427.16202	1.5223942	-330.96527	1074.329	369.7219145298004	28.440147436582127
14	9317.369	0.7112301	9318.508	9316.289	9309.76	0.069689214	9309.902	9309.673	1000.0	1000.0	69999	333.45114	136.66296	441.43253	2.703031	333.4511	136.66798	442.28983	2.4092033	333.4519	136.66463	446.30936	2.9715471	-346.99863	1464.5411	399.8841025829315	28.56315037182399
15	9317.554	0.59619486	9318.487	9316.683	9313.691	0.4784619	9314.349	9312.694	1000.0	1000.0	74999	342.217	133.94856	450.5297	-0.79646033	342.21738	133.9489	451.87155	2.691943	342.21655	133.94662	449.0109	1.6485872	-356.5641	2482.4028	430.0168933868408	28.66779301961263
16	9316.617	1.6680137	9318.699	9313.912	9316.639	0.63561285	9317.626	9315.443	1000.0	1000.0	79999	340.2374	127.46006	451.5307	2.6201067	340.23767	127.4595	452.73798	-0.6011331	340.23547	127.47477	462.87225	-1.279603	-357.1244	4364.309	460.20936131477356	28.76308523118496
17	9317.58	0.6886878	9318.908	9317.016	9315.579	0.10306506	9315.729	9315.34	1000.0	1000.0	84999	339.66235	122.066925	469.636	-2.6910548	339.66223	122.076294	458.77243	-1.4140797	339.66147	122.07232	461.6663	-2.5226848	-359.3166	5033.8506	490.38450860977173	28.846147705526914
18	9316.654	0.95457315	9317.825	9315.409	9320.167	0.3307786	9320.652	9319.768	1000.0	1000.0	89999	342.15854	119.032394	462.37918	-1.5417298	342.15848	119.034424	461.36844	-5.299403	342.15887	119.038445	457.31223	-2.2078996	-360.1902	4416.748	520.6878411769867	28.92710240681966
19	9317.979	1.0187892	9319.406	9316.466	7542.38	3543.854	9314.58	445.3795	1000.0	809.8	94999	346.37164	117.290565	466.2191	-3.5296974	346.37112	117.29677	465.04318	-7.499445	346.37106	117.30065	466.75	-4.3000817	-360.24103	3048.7292	550.1811616420746	28.95690335725483
20	9311.407	2.112088	9314.739	9309.196	9311.152	0.47625482	9312.251	9310.689	1000.0	1000.0	99999	357.3278	117.59325	464.91	-4.615982	357.32935	117.59382	460.68784	-13.496239	357.3289	117.59254	460.02655	-3.9513147	-369.29175	1566.3854	580.3443953990936	29.017219877243043
21	9309.054	0.9202431	9310.516	9307.766	9312.19	0.39692852	9313.037	9311.331	1000.0	1000.0	104999	366.10437	117.341125	451.68802	-0.03361571	366.10495	117.34762	452.87912	-9.225345	366.10358	117.33921	452.7567	-1.7235477	-375.60724	787.20044	610.636668920517	29.077936717442103
