Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	17.84878	16.049257	157.04955	4.772249	39.192993	1.0632691	40.552067	37.14713	21.525862	22.3	4999	3.2807624	2.2783673	20.25318	-2.6172614	3.2807844	2.278695	20.555346	-2.8594894	3.2807934	2.2787519	20.837072	-2.1435833	-3.9466674	0.18568632	17.624213933944702	17.624216079711914
2	17.618195	14.4399	101.0116	5.6110125	49.02114	0.72495294	50.053207	48.150394	21.461206	27.3	9999	10.809116	5.3689375	41.296154	-8.567369	10.809036	5.365137	40.382736	-9.305507	10.809283	5.366494	40.700584	-8.712879	-12.582617	1.5294343	39.566245317459106	19.78312385082245
3	159.25133	43.730347	192.98813	18.317425	176.56047	1.0542471	177.99123	174.0104	78.92063	88.9	14999	24.11338	9.754496	58.746983	-18.08795	24.113113	9.744369	58.956596	-16.238743	24.113766	9.746721	58.115055	-17.501812	-26.878563	8.154675	62.6497220993042	20.883241653442383
4	185.53906	13.370904	214.59819	171.1883	211.67929	1.5585153	213.5282	208.78133	89.10714	93.2	19999	36.5543	11.129544	73.11868	-25.643734	36.555027	11.119084	73.93749	-19.979893	36.554462	11.121077	72.99822	-22.436672	-39.163982	9.249549	85.77906322479248	21.444766342639923
5	192.0086	60.213417	251.01848	31.692717	214.76045	1.5261036	216.73672	211.7057	86.89655	94.3	24999	45.166256	14.089597	83.38022	-24.651447	45.166718	14.086045	83.222435	-27.280224	45.166557	14.082096	83.03097	-27.390846	-47.32925	10.909534	108.60200643539429	21.7204017162323
6	192.34573	10.873737	222.17332	176.97197	197.01054	1.8047068	200.48491	194.20059	89.08929	90.7	29999	52.355022	17.28195	92.62693	-34.192966	52.355522	17.280245	92.61969	-26.632784	52.355236	17.272131	92.5469	-31.58175	-54.3562	10.781632	131.46162033081055	21.91027045249939
7	193.31348	31.025166	221.27536	24.207329	72.76152	50.16533	223.16016	53.3994	87.08772	43.4	34999	58.582012	19.31868	100.01113	-30.522999	58.58212	19.319397	99.51596	-31.757923	58.58137	19.31201	99.56397	-34.38087	-60.588306	12.02648	154.46632552146912	22.066618306296213
8	210.60791	43.588554	234.04684	19.727785	220.21284	0.9663877	221.14821	218.28258	92.31481	94.7	39999	64.13237	21.60543	106.26547	-33.338966	64.13244	21.606915	105.41855	-44.418327	64.1318	21.602942	107.547035	-35.086384	-66.06015	13.901876	177.61232471466064	22.20154094696045
9	287.84723	35.428604	347.21918	210.57886	331.53857	2.7849176	338.32617	328.09256	121.268295	139.8	44999	70.23129	22.408642	109.64689	-35.493717	70.23184	22.404598	109.08798	-37.697018	70.23084	22.402882	109.341805	-41.615738	-73.090324	17.730053	200.84437441825867	22.31604191992018
10	312.04327	17.087053	343.31845	276.5466	304.45987	2.7789567	309.70834	301.71088	137.72974	133.4	49999	75.757034	23.935081	114.47635	-49.688805	75.75689	23.929443	114.61694	-72.31209	75.756676	23.923939	114.03255	-51.01654	-78.7988	19.351929	224.07702732086182	22.4077029466629
11	266.42535	29.274168	347.51083	228.68307	328.52316	2.0302541	331.4781	325.4247	125.2	134.6	54999	81.44069	24.909044	118.26264	-43.36056	81.44086	24.905603	118.69594	-44.60932	81.43996	24.900072	117.5811	-46.101837	-84.19304	19.576788	247.17990732192993	22.470900839025322
12	310.31927	33.014523	434.64822	267.70752	286.81027	2.1817646	291.7875	284.2557	123.075	116.1	59999	87.134865	25.814445	124.40843	-48.149017	87.13544	25.80899	123.84951	-69.04712	87.13373	25.80955	123.30509	-54.622368	-89.94023	22.323658	270.29592990875244	22.524661004543304
