Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	-322.22455	96.07235	-203.59125	-441.0668	-534.7601	1.415052	-532.53406	-537.1756	1000.0	1000.0	4999	-0.2273161	1.2098396	7.1239347	-5.5852394	-0.2272797	1.2082465	7.0392656	-5.109899	-0.22708598	1.2090772	7.397695	-5.35803	-0.5066166	0.25833407	19.981606006622314	19.981608152389526
2	-297.51483	66.568344	-219.50565	-400.56796	-582.31354	64.07283	-458.81335	-715.3588	1000.0	1000.0	9999	1.3264908	2.640275	12.415928	-7.874148	1.326338	2.6413434	12.465476	-7.389323	1.3266554	2.6418586	13.026593	-7.2878103	-2.5011654	0.5776665	44.009817123413086	22.004909992218018
3	-214.79073	120.30364	-85.40799	-429.05588	-195.36362	123.768364	-32.76438	-409.07605	1000.0	1000.0	14999	1.9569186	3.7823484	14.817663	-12.4087925	1.9570378	3.7845132	17.413319	-11.355195	1.957278	3.7834098	17.853535	-11.261954	-2.8908455	1.1249582	68.68756484985352	22.895855744679768
4	201.14713	207.61488	514.9552	-111.398186	103.386375	211.22768	401.205	-79.445404	1000.0	1000.0	19999	1.1613463	4.674553	26.928837	-13.043041	1.1612159	4.676066	27.250053	-13.068547	1.1615863	4.6752806	26.437246	-13.054314	-2.124159	1.3533345	93.396799325943	23.349200427532196
5	683.17053	165.45879	985.24915	509.51233	662.5459	295.71805	847.8945	-215.68333	1000.0	1000.0	24999	1.9687979	5.2355633	37.67736	-15.231544	1.9687202	5.2372785	36.74535	-15.02761	1.9689243	5.2362366	37.303383	-16.039988	-2.988707	1.7112559	118.51084423065186	23.702169370651244
6	840.1056	49.156147	913.57587	782.0522	1082.2041	189.99974	1529.1769	861.03107	1000.0	1000.0	29999	4.3082366	5.9680533	46.095776	-16.197144	4.308213	5.970114	46.41734	-15.59452	4.3077626	5.9693494	45.920097	-15.517018	-5.4678593	2.1271398	143.25469994544983	23.875783761342365
7	905.5369	51.93036	995.8853	841.0269	965.94617	96.40944	1134.3049	852.28986	1000.0	1000.0	34999	7.5262756	6.6569805	51.960274	-15.768693	7.5252604	6.659342	49.6194	-17.183603	7.524718	6.660267	50.003944	-16.442427	-8.679944	2.6415834	168.0712673664093	24.010181427001953
8	911.6001	46.44441	980.7321	857.8602	1058.4602	142.46278	1304.2084	872.2005	1000.0	1000.0	39999	10.913908	7.114822	54.96207	-16.35262	10.913542	7.117178	54.58357	-14.98222	10.912456	7.117843	54.953766	-14.409245	-12.098377	3.0745294	193.0211000442505	24.127637833356857
9	1213.8793	213.71489	1494.61	962.12726	1279.1174	362.62173	1922.228	810.0529	1000.0	1000.0	44999	14.850937	8.351801	61.717197	-14.114058	14.851276	8.353226	63.05042	-12.76808	14.850065	8.353305	63.19561	-13.484321	-16.039087	3.8189204	217.7032811641693	24.189253674613106
10	1944.9867	227.12039	2182.6	1518.877	1494.0315	618.06104	2701.6138	978.7279	1000.0	1000.0	49999	19.999737	11.313876	72.49123	-12.028969	19.999678	11.315492	71.92059	-11.948735	19.999416	11.314876	72.37113	-12.266703	-21.173035	4.497748	242.58889412879944	24.258889627456664
11	2303.1255	656.3002	2934.386	1347.0903	1836.46	623.3826	2929.13	1027.2828	1000.0	1000.0	54999	26.293396	15.853036	97.182365	-9.5486965	26.292967	15.855169	98.12992	-9.00422	26.293373	15.853643	98.9836	-10.451396	-27.488005	5.4354362	267.3890435695648	24.308095021681353
12	1484.5266	479.65894	2335.0078	968.733	2168.9387	800.9006	3342.5154	1017.2708	1000.0	1000.0	59999	32.40939	20.29594	109.32575	-7.234499	32.40902	20.297245	110.29849	-7.186154	32.40969	20.296043	109.686584	-6.4141583	-33.686245	6.4940696	292.0962200164795	24.34135188659032
13	2389.8484	760.7293	3164.8188	1090.9572	1419.1683	487.8548	2699.8647	1038.8313	1000.0	1000.0	64999	38.328175	24.459528	122.04865	-5.7760324	38.32839	24.459929	121.88041	-6.6189737	38.328487	24.460115	122.30986	-6.1684084	-39.675014	8.209457	316.9271008968353	24.379007908014152
14	2436.5696	846.596	3376.6792	1230.6188	2872.7935	905.9343	3863.9534	1293.3671	1000.0	1000.0	69999	45.547134	29.570467	134.99727	-1.7941747	45.54757	29.571156	134.76706	0.28808665	45.547832	29.571266	135.15591	-0.99148417	-46.954716	9.443145	341.68500804901123	24.406072190829686
15	2622.6765	811.3728	3476.1973	1566.8795	2095.761	717.1019	3035.9429	918.7744	1000.0	1000.0	74999	53.076855	34.92409	150.45903	1.1597826	53.077293	34.924095	147.60501	-1.6256442	53.07745	34.924618	148.71921	0.058957577	-54.585876	10.96968	366.3618187904358	24.424121379852295
16	1928.9089	934.18085	3521.8223	936.5294	3589.056	665.3164	3935.1697	1624.0876	1000.0	1000.0	79999	58.788677	39.134884	160.96399	1.6179805	58.788776	39.135174	160.77853	1.8427961	58.788963	39.13583	161.47017	-0.8976197	-60.12187	12.782788	391.1415116786957	24.446344628930092
17	3357.9153	541.4298	3714.3896	2284.1968	2812.7852	854.9376	3978.8145	1571.6212	1000.0	1000.0	84999	65.77579	44.38672	173.41718	-1.8746197	65.77607	44.386505	172.96698	-1.4808335	65.77637	44.38742	170.72275	-1.8452077	-67.34608	15.168382	415.853150844574	24.4619501618778
18	3536.8047	341.63303	3884.7817	2888.607	3563.9524	63.725475	3636.1174	3463.461	1000.0	1000.0	89999	73.8869	49.957855	180.50871	-3.468782	73.88668	49.95781	180.88625	-3.4483151	73.8872	49.95868	181.2652	-3.1500554	-75.21832	17.582682	440.693608045578	24.482978330718147
19	2889.7964	968.7616	3828.968	1088.4438	4081.2898	66.22365	4170.0513	3937.2664	1000.0	1000.0	94999	80.93685	54.846245	192.44353	-8.049664	80.93755	54.8451	191.69974	-9.864487	80.93728	54.84642	191.49733	-10.5099745	-82.42497	19.130106	465.5616307258606	24.503243835348833
20	3093.9478	901.31335	3835.425	1340.9371	2885.6614	983.5545	4016.7944	1517.026	1000.0	1000.0	99999	87.958336	59.3645	202.70982	-9.859329	87.95782	59.363037	201.5062	-15.761521	87.95845	59.36407	201.41779	-18.093813	-89.577644	22.285233	490.4548623561859	24.522743237018584
21	3587.1782	798.80457	4053.691	1994.0652	4253.624	76.15864	4370.122	4093.9788	1000.0	1000.0	104999	95.17031	63.664	212.84357	-6.376445	95.17028	63.66346	211.84088	-13.205366	95.17079	63.663692	212.91606	-9.073977	-97.10132	24.72949	514.9057731628418	24.51932262239002
