Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	Time Steps	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	AVG Time Per Epoch
0	55.096424	16.608513	156.56601	26.64817	6.0643206	-0.022231612	0.09378499	0.22188297	-0.29961792	5000	-5.1736833e-09	1504.0552	-0.03253369	-1130.318	0.9189386	0.015525934	0.2364	79.0	4.44022536277771	4.440227031707764
1	61.164886	19.749043	166.40169	26.705826	6.72043	24.627132	4.4596014	27.522339	5.419327	10000	3.218651e-10	545.2806	-0.03295201	-240.82959	0.8943415	0.01637147	0.2238	79.0	9.239283323287964	4.619642496109009
2	67.90935	21.785048	184.68619	35.54672	7.442623	33.896095	10.152899	40.960846	1.6514078	15000	2.7503074e-08	420.6273	-0.034683157	-175.82231	0.86736315	0.024689037	0.2428	79.0	13.660534858703613	4.553512255350749
3	77.66597	26.487326	259.35214	26.774183	8.487267	37.53345	14.557073	51.98651	1.9058523	20000	1.1205673e-08	461.37836	-0.036753632	-147.10858	0.8444515	0.028160827	0.277	79.0	18.135621070861816	4.5339056849479675
4	86.32052	28.831419	240.25768	35.45845	9.416981	44.001495	18.644146	63.44937	3.4995456	25000	1.8620492e-08	446.08636	-0.03280217	-111.118805	0.8173753	0.019969914	0.2174	79.0	22.618647813796997	4.523729944229126
5	98.28394	35.83946	267.33426	35.865623	10.700214	49.779217	21.838223	73.17503	4.4916873	30000	2.1877884e-08	622.87885	-0.030043678	-136.9769	0.7863825	0.017246798	0.2068	79.0	27.14679503440857	4.524466156959534
6	112.19749	46.66856	323.37662	44.78861	12.200489	56.597176	26.433441	84.79187	4.7819686	35000	2.375245e-08	998.8881	-0.030061489	-170.7273	0.75517976	0.023051344	0.2	79.0	31.457359313964844	4.493908745901925
7	132.45546	54.161217	334.48132	53.878723	14.389049	67.25967	30.005634	97.61781	6.5137315	40000	3.1262637e-09	1270.574	-0.025352594	-229.33899	0.72687507	0.01213342	0.1516	79.0	36.229085206985474	4.528635919094086
8	150.03761	58.988895	332.2106	54.2786	16.283388	77.08682	34.810696	112.93101	1.6708694	45000	-1.7541275e-08	1262.642	-0.02286172	-186.4917	0.6954669	0.015310437	0.1588	79.0	40.51759457588196	4.501955111821492
9	164.39609	72.89302	491.9915	63.372425	17.835714	85.40188	40.28533	126.97217	1.4376367	50000	-1.8582494e-08	1984.8011	-0.020376908	-226.24915	0.66818434	0.013554602	0.131	79.0	45.27476453781128	4.527476644515991
10	190.80696	83.57697	471.37088	72.593346	20.697096	94.42422	44.10005	142.13934	5.8766932	55000	-2.6613474e-09	2386.731	-0.018752787	-368.4026	0.6419348	0.011677626	0.132	79.0	49.77099132537842	4.5246357267553154
11	222.3082	96.31843	609.18225	63.92571	24.082125	109.922424	48.9079	160.99948	5.03947	60000	1.827255e-08	3114.5105	-0.016015187	-439.7312	0.61910003	0.010326316	0.0962	79.0	54.24042534828186	4.520035584767659
12	250.6857	108.24095	678.0863	72.83501	27.163044	120.37885	56.522552	181.51053	2.3538957	65000	3.2126903e-09	3508.079	-0.011782765	-595.87646	0.5940067	0.009432218	0.0902	79.0	58.768391847610474	4.520645655118502
13	248.33923	113.93885	667.5482	63.3676	26.913513	130.08951	64.45872	205.56546	1.5041058	70000	-9.49502e-09	3271.4016	-0.013680614	-303.27954	0.5745997	0.009272462	0.1048	79.0	63.81261396408081	4.558043990816389
