Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	-54.879738	92.550766	30.909065	-309.99347	26.838474	255.94144	380.1929	-417.70068	187.3077	719.2	4999	7.9438195	5.5001807	37.400814	-8.99869	7.9438586	5.5014195	36.60933	-9.262068	-3.8521361	2.0471106	18.888603	-13.40535	-9.215603	1.2779975	36.62663292884827	36.62663507461548
2	-50.09947	95.94602	38.90599	-375.46732	-217.44382	404.85846	13.367924	-1032.3151	151.15152	228.9	9999	32.215794	11.014154	79.49645	-9.630951	32.213898	11.020802	80.75659	-8.805114	-0.42430457	3.5099478	25.59499	-15.560118	-34.337486	6.1173863	77.23947167396545	38.61973714828491
3	-140.71138	221.58635	15.500217	-727.49524	179.62607	174.46178	503.38065	16.629892	298.35715	390.5	14999	51.918903	8.778335	90.946175	-27.31553	51.918888	8.78883	88.6315	-20.900766	-1.7749611	2.8945808	22.32518	-15.250589	-53.13975	10.215231	120.89017605781555	40.2967263062795
4	-32.505905	105.47025	90.82683	-319.32172	363.79388	264.5269	749.46	13.357366	277.85715	555.8	19999	48.6795	8.554706	87.65224	-25.257519	48.679367	8.562962	86.62876	-29.45059	-2.6873872	2.2797008	18.812939	-17.992853	-49.49154	8.616438	165.5435175895691	41.385879933834076
5	21.66153	74.87812	159.99536	-176.13269	557.35974	190.7202	734.0276	45.616642	353.69232	904.7	24999	45.302223	7.8958087	82.816414	-25.8298	45.302128	7.904652	81.13527	-27.536562	-2.939681	2.1422584	23.36687	-14.1565	-46.01783	7.603753	212.85556507110596	42.5711133480072
6	18.915564	47.98541	90.30153	-85.013245	597.792	247.53625	923.99445	146.26451	448.36365	850.6	29999	43.21699	7.484144	78.89504	-36.549156	43.216732	7.487955	80.59686	-29.459513	-3.0486283	2.0864398	23.720379	-14.302184	-43.90543	6.6974826	259.680538892746	43.28009017308553
7	68.31556	45.80926	124.091835	-21.314102	814.35876	144.84296	906.87396	391.34485	742.0	1000.0	34999	42.2707	7.1191626	73.981865	-30.021887	42.270485	7.122844	74.47384	-33.172157	-3.113566	2.0327578	28.79728	-14.620026	-42.941288	5.7517605	307.74787068367004	43.96398179871695
8	185.17921	129.43912	455.7962	35.995335	716.49786	261.47546	902.05524	95.8919	482.4	907.3	39999	43.272217	7.4084334	76.236916	-38.778255	43.271854	7.4138427	76.645454	-29.90971	-3.1126032	2.0083952	25.718943	-15.436234	-43.93102	5.741883	355.3063485622406	44.413293808698654
9	131.18901	84.40034	297.28842	21.222435	695.1273	58.686306	787.3832	560.817	506.9091	1000.0	44999	44.920727	7.3767853	87.75555	-36.732994	44.92052	7.378965	91.16089	-28.179363	-3.1238568	1.9964932	22.792997	-15.797317	-45.5796	5.595097	403.34852743148804	44.816503286361694
10	229.84023	153.13411	600.0298	54.116432	757.5898	324.7796	1060.526	81.785164	401.5	824.0	49999	47.49756	7.4123874	89.190025	-30.974043	47.49721	7.4128447	89.31214	-33.28795	-3.104463	2.0024633	24.761312	-16.192472	-48.136745	6.001958	450.15335059165955	45.01533527374268
11	225.56197	165.1728	531.3249	16.221334	849.3164	23.65098	888.60626	816.2487	639.5	1000.0	54999	50.019794	7.357331	91.3035	-50.887947	50.01973	7.359021	93.34982	-42.622456	-3.068628	2.0181408	29.692135	-15.394171	-50.648563	6.1685743	498.0194628238678	45.274496815421365
12	164.53767	102.53453	315.5937	16.345877	607.4069	294.6135	940.06433	57.01727	508.33334	741.0	59999	52.63143	7.3575797	93.95785	-33.816814	52.631203	7.357712	94.09558	-38.53334	-3.0478792	2.0433939	27.243109	-16.767305	-53.277386	5.6464405	544.4873979091644	45.37395000457764
13	198.3477	106.95649	347.9736	68.41825	745.25476	420.25583	1584.9337	167.73279	574.8889	626.8	64999	55.35527	7.4798927	96.54938	-28.54205	55.355152	7.4791756	97.37387	-35.19037	-3.0291674	2.0610375	31.061874	-14.239563	-55.996494	5.7660975	590.0405173301697	45.38773228571965
14	382.50912	136.50848	556.9847	182.38194	508.21234	361.0604	1041.2627	39.03513	739.0	514.3	69999	58.1257	7.595889	96.626	-31.33383	58.125717	7.593024	97.353065	-50.9008	-2.991069	2.0902495	34.948147	-14.935956	-58.769024	5.670718	634.5682621002197	45.32630457196917
15	230.9795	186.29178	602.94604	4.702202	996.50146	174.29126	1484.2228	837.54224	426.23077	1000.0	74999	60.853893	7.746546	99.09165	-38.987614	60.854046	7.740775	97.41986	-31.971928	-2.998717	2.1180444	38.205257	-14.698442	-61.49427	6.4244123	682.5216987133026	45.50144672393799
