Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	-42.61973	3.9125812	-35.5003	-54.679558	-9.072198	2.8705232	-5.818368	-13.797332	50.0	50.0	4999	-1.7944018	0.6087254	0.09847187	-4.699721	-1.793753	0.6060924	1.4585608	-4.889137	-1.7939333	0.6095783	0.6742771	-4.8134165	1.1051968	0.12173115	20.14104151725769	20.14104390144348
2	-42.512764	3.7607768	-33.376488	-49.712807	-8.887627	2.055681	-6.561472	-12.532801	50.0	50.0	9999	-2.9114864	0.9382447	0.34025124	-7.405871	-2.9113464	0.9386991	-0.117839195	-7.3478055	-2.9113894	0.9391308	0.6957507	-7.248309	2.209258	0.1755523	45.19806098937988	22.599031925201416
3	-9.44604	2.9880247	-1.7968761	-16.166975	-8.660294	3.6695685	-3.0814188	-15.634154	50.0	50.0	14999	-3.9199433	1.2777556	1.6142683	-10.25855	-3.9199035	1.2786981	0.7877788	-10.007891	-3.919881	1.2789868	1.2076391	-9.949919	3.3084676	0.32287705	71.37664413452148	23.792215426762898
4	-9.108346	2.7733624	-2.83567	-15.753737	-6.6790457	2.142315	-3.445972	-9.90427	50.0	50.0	19999	-4.6732616	1.499904	1.1184533	-12.36756	-4.6733665	1.5016775	1.3601807	-12.005647	-4.6732764	1.5015142	1.925368	-11.944452	4.1708136	0.5360277	97.60911798477173	24.402280151844025
5	-9.221454	2.5580974	-2.7631953	-15.187183	-6.5630026	2.5881336	-2.4407897	-12.272392	50.0	50.0	24999	-5.3493843	1.6650517	2.1833584	-12.660315	-5.349289	1.6671611	2.2762485	-12.344595	-5.349188	1.6664745	2.8952205	-12.980886	4.9134502	0.71622336	124.03297686576843	24.806595897674562
6	-9.07186	2.6869044	-3.5386302	-19.080088	-11.52341	2.8652065	-5.8564286	-16.131662	50.0	50.0	29999	-5.9361753	1.9090632	2.0705295	-14.80454	-5.936078	1.9111179	1.5064138	-13.73124	-5.9361	1.9109421	2.6685746	-13.627038	5.5177083	0.8953906	150.21642112731934	25.036070624987286
7	-10.05508	3.410069	-4.0556993	-18.364782	-7.4436646	3.5143352	-2.0666342	-12.817718	50.0	50.0	34999	-6.4598026	2.1198802	1.7799816	-15.15548	-6.459747	2.1203306	2.1219063	-14.81909	-6.459669	2.1211066	2.3397794	-14.923442	6.066131	1.1331017	176.33911895751953	25.191303048815048
8	-9.651438	3.5395508	-3.4454005	-19.088404	-9.313094	2.5320475	-3.9816182	-12.265021	50.0	50.0	39999	-6.9390106	2.2291183	2.7024937	-16.930073	-6.939054	2.2307918	2.774502	-16.41641	-6.938959	2.2303393	3.445308	-16.224943	6.5739756	1.3677812	202.50205206871033	25.312756836414337
9	-9.984059	3.1807601	-4.017949	-24.543474	-6.8291345	2.9336398	-3.3197289	-11.223009	50.0	50.0	44999	-7.4069123	2.3343098	6.328343	-18.132792	-7.4069667	2.3358293	3.0737693	-17.375479	-7.4068794	2.3353522	3.9109821	-17.48831	7.0389423	1.6992652	228.58835887908936	25.398706833521526
10	-10.5862875	5.364464	-3.1808386	-27.994463	-8.934576	2.8139179	-4.4024363	-15.084578	50.0	50.0	49999	-7.82947	2.458594	3.4697583	-19.03395	-7.8297024	2.4594972	5.4020042	-19.093647	-7.829476	2.4587317	4.358424	-18.694893	7.438134	2.019777	254.9778118133545	25.497781419754027
11	-10.9879265	4.8804164	-3.885117	-25.508137	-9.204947	6.773356	-1.7333214	-19.483496	50.0	50.0	54999	-8.183556	2.602753	3.8506486	-19.614862	-8.183708	2.6042607	4.934808	-19.366909	-8.183634	2.6030304	5.706234	-19.640549	7.791052	2.3507028	281.13109493255615	25.55737246166576
12	-11.0762	5.1354294	-3.9466944	-21.96039	-10.257864	4.666285	-3.1757088	-16.263975	50.0	50.0	59999	-8.462827	2.6783202	3.6757855	-20.899454	-8.463049	2.677942	5.84875	-20.323008	-8.462903	2.6792936	3.876213	-20.560993	8.028616	2.6914153	307.6154773235321	25.634623269240063
13	-10.557564	4.7965074	-3.4475472	-22.995743	-6.7213516	4.0327377	-2.7389276	-13.978563	50.0	50.0	64999	-8.717064	2.6938841	5.600093	-21.288013	-8.717184	2.6950727	5.019197	-20.811989	-8.717162	2.6960177	4.898204	-21.043083	8.278702	2.908198	333.7510175704956	25.673155344449558
14	-10.600499	4.5324564	-3.4959989	-22.09425	-5.155385	3.8969545	-2.496177	-15.050852	50.0	50.0	69999	-8.94106	2.73152	5.6808786	-23.463766	-8.941329	2.7318802	6.2872667	-23.152115	-8.941262	2.7329812	7.0333333	-22.926521	8.521072	3.0001655	359.7249011993408	25.694635936192103
15	-10.505419	4.2098403	-3.2888126	-18.538755	-8.878415	4.4298835	-2.8581395	-15.848536	50.0	50.0	74999	-9.141698	2.7880232	5.527479	-22.359873	-9.141701	2.7891243	7.457978	-22.17083	-9.141765	2.7896473	6.1066937	-23.321453	8.711546	3.2762673	385.9926097393036	25.732840824127198
16	-10.787117	4.2199063	-3.7804897	-23.44534	-9.879571	3.4261556	-4.1073956	-15.688249	50.0	50.0	79999	-9.316747	2.830861	9.558206	-21.459093	-9.316805	2.832011	7.253628	-21.008083	-9.316776	2.8327527	6.4087753	-22.832737	8.895443	3.4042516	412.28809237480164	25.768005907535553
