Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	-286.78595	56.330746	-203.50365	-350.1895	-571.82355	1.4440521	-569.9719	-574.3821	1000.0	1000.0	4999	-0.48939443	1.4408643	6.081019	-6.5790963	-0.48976594	1.439115	6.343501	-6.8399353	-0.48957184	1.4396776	5.968926	-6.4435616	0.1296068	0.24478403	19.94919729232788	19.949199676513672
2	-262.56906	74.45886	-177.20523	-377.2729	-575.97217	16.928482	-534.06854	-595.0692	1000.0	1000.0	9999	-0.029011713	2.884702	11.895007	-9.290442	-0.029331468	2.8829699	11.94121	-9.550946	-0.029023489	2.8839965	12.035418	-9.553992	-0.8446136	0.5581225	43.85682916641235	21.92841601371765
3	-234.69356	155.62415	-86.47664	-524.1002	-264.58557	95.37206	-171.08113	-468.66595	1000.0	1000.0	14999	0.0831841	4.55983	20.931852	-12.3605385	0.08257545	4.557585	20.832829	-12.398854	0.08323302	4.558758	20.966377	-12.551266	-1.174585	1.044751	68.89880609512329	22.966269493103027
4	191.58394	372.30826	643.50397	-369.21927	-8.957599	187.69562	357.40463	-328.81442	1000.0	1000.0	19999	-0.3157304	5.783886	26.259342	-15.829907	-0.3162648	5.7826667	27.122213	-15.744395	-0.31609553	5.7829227	26.73013	-15.732372	-0.65590936	1.3590106	94.00476908683777	23.50119286775589
5	119.71043	137.67723	292.61697	-57.70132	673.78625	137.70915	868.15765	451.26932	1000.0	1000.0	24999	0.75877583	6.088122	32.77954	-17.095327	0.7587279	6.0856223	32.74961	-16.640278	0.7588478	6.086626	33.57024	-17.23774	-1.8103266	1.8207828	118.8749725818634	23.774995040893554
6	1213.8606	443.98132	1878.4698	528.96686	1562.8855	409.05325	2007.1504	927.0163	1000.0	1000.0	29999	3.2883234	7.5835476	47.267036	-18.388996	3.2885902	7.5812345	47.401512	-18.385967	3.2881927	7.582143	47.526466	-18.893023	-4.3889685	2.5994155	143.81470561027527	23.969118038813274
7	1939.321	540.5201	2571.887	955.08185	1956.7574	264.38458	2564.3716	1537.3732	1000.0	1000.0	34999	8.857917	11.859051	60.588715	-19.857124	8.858233	11.857175	61.3895	-18.930397	8.858303	11.85749	62.990334	-18.671997	-10.176181	4.038705	169.04436421394348	24.14919526236398
8	2657.3003	297.3143	3042.143	2227.8396	2469.4138	426.04013	2840.6318	1479.9655	1000.0	1000.0	39999	17.304548	17.829056	84.3763	-16.712063	17.304123	17.828316	84.54277	-16.9554	17.304487	17.82792	85.23462	-16.729536	-18.843441	6.5237217	194.0490744113922	24.25613459944725
9	3164.9326	210.8465	3426.642	2796.9426	3130.4219	788.7322	3700.7104	1188.557	1000.0	1000.0	44999	27.820982	24.524796	109.810394	-15.353201	27.820435	24.523134	109.20378	-15.638912	27.820187	24.523443	108.74826	-16.208212	-29.446045	9.292734	218.89460945129395	24.32162348429362
10	3553.7163	230.8161	3826.117	3173.768	3694.8892	389.18286	3990.033	2554.3022	1000.0	1000.0	49999	39.440968	31.027704	124.91244	-13.5362	39.44047	31.025267	126.37227	-11.546242	39.440125	31.026539	125.82957	-12.49052	-41.27663	11.893667	243.7094428539276	24.37094452381134
11	4086.2864	110.70573	4237.8687	3920.3665	4491.8486	103.03203	4740.2207	4334.1196	1000.0	1000.0	54999	52.48342	37.762108	148.51782	-11.389741	52.48328	37.76037	149.33487	-10.823003	52.482815	37.761623	149.06328	-12.5906725	-54.622078	15.217666	268.54192090034485	24.412902095101096
12	4313.366	255.44699	4629.017	3912.8237	4709.9927	78.721535	4855.265	4593.6655	1000.0	1000.0	59999	66.39094	44.49266	173.34619	-11.267138	66.39068	44.491848	172.56772	-10.989372	66.38992	44.493454	172.94885	-10.433809	-68.70252	18.726389	293.46061420440674	24.455051362514496
13	4494.343	575.23724	4929.189	3376.1292	5353.5464	64.91896	5466.5215	5237.611	1000.0	1000.0	64999	81.18946	51.00723	195.86859	-7.7073555	81.18936	51.005898	199.1588	-7.4207764	81.18884	51.00716	197.15614	-8.237361	-83.690834	23.059322	318.3710775375366	24.490083070901726
14	4297.505	1347.1074	5044.29	1608.1251	5149.204	1478.5681	5853.832	726.9561	1000.0	1000.0	69999	95.53494	57.56019	214.14568	-4.4139795	95.53583	57.55776	213.95674	-7.5981455	95.53504	57.559933	212.66327	-4.6143436	-98.26808	27.155888	343.2105438709259	24.515039035252162
