Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	LossQReg	Time	AVG Time Per Epoch
43	-15.256131	4.0053635	-6.1829023	-25.84981	-8.501459	3.7583542	-2.5027752	-14.382935	50.0	50.0	214999	-5.1188626	3.0596826	9.758828	-21.895481	-5.11885	3.0574777	6.821049	-20.848686	0.2714033	1.0387311	10.846381	-11.662992	5.2593737	3.4937618	1.918974	1844.5671591758728	42.896910733954854
44	-14.912681	4.2185683	-6.5716014	-25.332853	-7.4711075	3.8778183	-1.923696	-15.473751	50.0	50.0	219999	-5.082588	3.0489254	14.316439	-21.705683	-5.082269	3.0482304	6.1189027	-20.705673	0.2748291	1.0365733	14.843057	-10.352922	5.2267323	3.4550714	1.8963712	1891.5951054096222	42.99079790982333
45	-14.7354765	4.6798487	-6.2281637	-25.154089	-8.622772	3.0270371	-4.7094674	-14.0684395	50.0	50.0	224999	-5.0488334	3.0461247	7.2814746	-22.256258	-5.048792	3.0451589	8.237826	-20.708225	0.2738998	1.0450647	13.333308	-12.051602	5.1945853	3.451407	1.896718	1936.9426593780518	43.043170261383054
46	-14.526625	4.5452313	-5.3562365	-23.889593	-9.354495	3.8883228	-2.536214	-15.333658	50.0	50.0	229999	-5.0238085	3.0244637	8.444694	-19.786743	-5.0237646	3.0240517	6.901088	-19.877087	0.27101585	1.0376834	27.321878	-10.06473	5.1684346	3.4348695	1.8848002	1982.664036989212	43.101392170657284
47	-15.348785	4.6539054	-6.4746885	-25.371367	-9.244507	3.1341853	-3.7541435	-13.84822	50.0	50.0	234999	-5.0049043	3.0113344	7.414738	-22.483099	-5.004775	3.010789	4.9554234	-20.982725	0.27136195	1.0462375	9.598798	-10.82052	5.153617	3.422476	1.8766618	2028.0787024497986	43.15061074622134
48	-14.528119	4.738801	-6.6491733	-25.266949	-9.274054	2.7979198	-4.2373266	-13.302166	50.0	50.0	239999	-5.00693	3.0163732	7.983281	-22.601254	-5.0067554	3.0160403	4.3163524	-21.236237	0.2562804	1.0398756	11.105587	-9.780801	5.15418	3.4485734	1.8902783	2073.273511648178	43.19319820900758
49	-15.106162	4.625465	-6.58668	-24.798204	-7.4168634	2.681946	-3.1324842	-11.263324	50.0	50.0	244999	-4.9906783	3.034309	11.288138	-22.780485	-4.990287	3.0343683	6.0668173	-22.127714	0.26787055	1.0395914	22.11224	-9.912641	5.1286435	3.4151125	1.8727373	2118.788950920105	43.24059088376104
50	-14.614084	4.0087776	-5.5553164	-23.291859	-8.215223	2.686942	-5.706856	-14.877485	50.0	50.0	249999	-4.9710946	3.0106738	6.3136516	-21.268791	-4.97095	3.010103	7.1747007	-20.700985	0.26165378	1.0391272	7.7210455	-11.552102	5.111124	3.4238348	1.8743563	2164.2901504039764	43.285803055763246
51	-14.8196535	4.2038374	-7.128697	-23.705347	-9.084969	2.7902074	-5.0051923	-15.690348	50.0	50.0	254999	-4.9439917	3.001246	8.074524	-22.602531	-4.9440556	3.0003989	6.385838	-21.36797	0.25563058	1.0411638	13.9571	-10.496464	5.086842	3.4195297	1.8711637	2209.9723885059357	43.332791982912546
52	-14.410536	4.2298284	-6.0052576	-24.118849	-7.244506	2.8801363	-3.8312356	-11.992777	50.0	50.0	259999	-4.9477906	3.0047288	9.635343	-23.126501	-4.9477124	3.0037537	4.7335615	-21.5993	0.2601176	1.0391254	11.952601	-11.477828	5.085405	3.3987355	1.8602891	2255.2259221076965	43.36972932173656
