Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	-43.176136	4.132633	-31.37003	-55.626736	-9.597877	1.9772449	-6.806883	-12.194442	50.0	50.0	4999	-2.991441	1.4591599	2.1360903	-9.972238	-2.9922743	1.4573883	0.4114239	-9.600432	-0.35993987	0.85731715	2.1502113	-11.538204	2.467105	0.19922556	29.740452766418457	29.74045491218567
2	-43.0602	3.6155756	-33.21779	-52.11971	-15.3546505	5.6296606	-5.067919	-21.696514	50.0	50.0	9999	-5.7816854	1.8559158	1.2760022	-13.219388	-5.7815175	1.8573939	1.3649395	-13.097111	-0.27177906	0.875322	3.0327337	-10.255019	5.193	0.5668753	65.64525127410889	32.82262682914734
3	-18.842253	4.3648415	-10.233103	-34.67419	-6.5498543	3.2292578	-2.0336895	-12.0985365	50.0	50.0	14999	-6.720536	2.137022	2.6120498	-15.001787	-6.7209864	2.1354616	2.5987844	-14.484388	-0.23066713	0.89798164	3.4923098	-11.06832	6.261945	0.8320244	103.24269986152649	34.414234240849815
4	-18.2806	3.7046306	-10.228036	-30.37344	-9.553096	2.896081	-4.046008	-13.931883	50.0	50.0	19999	-7.270563	2.3983414	5.013554	-15.745168	-7.270718	2.3989332	4.376121	-15.923703	-0.20195249	0.90458167	3.9601936	-10.088872	6.9517384	0.95494014	140.84405946731567	35.21101552248001
5	-17.974384	4.0273843	-9.187957	-28.676048	-10.567591	4.7798204	-4.7035336	-20.787874	50.0	50.0	24999	-7.572725	2.549084	5.33512	-16.35734	-7.5728626	2.5499227	3.3387578	-16.484892	-0.19655544	0.90849626	6.1938863	-10.964343	7.331564	1.0671433	178.51911187171936	35.70382285118103
6	-17.356575	4.8673687	-8.440603	-48.593197	-6.493026	2.3085394	-4.1498933	-12.521768	50.0	50.0	29999	-7.873753	2.5515969	6.444371	-23.515533	-7.873971	2.551914	22.52878	-27.046684	-0.1561973	0.9114276	5.412084	-11.068787	7.6787148	1.1987485	217.15312719345093	36.19218830267588
7	-18.023327	4.241474	-10.494178	-26.838554	-7.398041	2.7152436	-4.2103148	-13.519952	50.0	50.0	34999	-8.204915	2.613326	3.446845	-21.971996	-8.205106	2.613675	7.772976	-23.90349	-0.13966449	0.9137157	5.6654286	-10.402711	8.048588	1.3128121	255.82181406021118	36.5459737437112
8	-19.14245	5.0804553	-11.193294	-33.039253	-11.861317	4.6633863	-5.9016724	-23.025288	50.0	50.0	39999	-8.457	2.6520667	5.1407986	-23.336899	-8.457138	2.6523743	4.55563	-29.241934	-0.15026122	0.9272804	14.897968	-10.344741	8.336895	1.4583095	294.8672580718994	36.85840752720833
9	-18.23853	4.6688104	-10.783919	-31.13084	-9.1971855	3.2080293	-5.563199	-14.064966	50.0	50.0	44999	-8.749692	2.7207794	4.4372616	-23.247925	-8.74976	2.721634	7.4396863	-27.53331	-0.12967408	0.924146	9.677377	-10.664982	8.657792	1.6489298	334.52153730392456	37.169059965345596
10	-17.188766	3.2543166	-10.8388195	-26.830677	-9.308874	3.2273335	-5.8077497	-16.749638	50.0	50.0	49999	-9.028912	2.7766283	3.7583973	-20.907732	-9.029008	2.7785168	10.396439	-20.873558	-0.12250242	0.92537224	8.806311	-12.085732	8.948591	1.7394147	374.10539746284485	37.41053996086121
11	-17.08246	3.629533	-10.878042	-27.46586	-8.765097	3.8265848	-3.589394	-18.11234	50.0	50.0	54999	-9.177338	2.8036633	5.296008	-29.194706	-9.177348	2.8044033	4.226738	-28.691317	-0.11769451	0.9259044	10.133722	-11.416964	9.11766	1.8085328	412.59130668640137	37.50830080292442
12	-16.988995	3.9416604	-10.660503	-33.079453	-8.251186	3.292586	-4.164176	-14.621272	50.0	50.0	59999	-9.281866	2.8525224	5.2069426	-27.654814	-9.281685	2.8550556	4.2603025	-30.36984	-0.10275713	0.92854184	8.672808	-13.611081	9.2319145	1.8440192	451.3348033428192	37.61123379071554
13	-17.395702	4.6860127	-10.733601	-32.427673	-7.2148123	2.6776073	-4.2890177	-12.425642	50.0	50.0	64999	-9.338546	2.8385298	3.5701141	-31.283426	-9.338828	2.8394244	5.227107	-29.630527	-0.089734174	0.9276493	11.982941	-10.422375	9.296016	1.9120032	490.76053071022034	37.75081021969135
14	-17.107037	3.8539293	-10.695016	-29.354183	-9.509496	4.0343943	-5.271429	-16.26019	50.0	50.0	69999	-9.294211	2.8330145	7.192278	-23.127388	-9.294102	2.8352091	5.8177505	-23.654274	-0.109840095	0.9229191	27.745848	-11.154083	9.259844	1.9156785	530.644287109375	37.90316353525434
