Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
30	435.9168	162.12941	727.968	179.95564	955.71826	473.18042	1816.1031	166.977	702.2857	745.0	149999	80.76709	9.567784	120.16806	-60.329197	80.76723	9.5691	119.34676	-40.204712	-3.1035278	2.158578	41.798588	-14.566093	-81.39092	6.473891	1401.5242700576782	46.71747574011485
31	409.5821	271.91003	826.48035	12.439264	1289.8505	510.80753	2135.7341	415.4215	717.8571	807.9	154999	81.42872	9.756866	119.52414	-63.510998	81.428505	9.760385	119.91738	-42.486473	-3.0889742	2.1579912	40.30743	-14.703236	-82.046	6.37313	1448.9329104423523	46.739771373810306
32	606.2404	409.07867	1417.9052	248.12354	945.36316	381.8962	1437.7642	35.380272	765.8571	757.9	159999	82.198845	10.135644	121.55707	-57.080612	82.19883	10.138255	119.80403	-53.48769	-3.0548272	2.1651726	49.456642	-16.279472	-82.80778	6.59037	1495.9215643405914	46.74754895269871
33	383.8047	220.61603	701.1469	35.3535	1382.5856	649.6458	2302.5042	196.377	737.8333	846.8	164999	82.937874	10.580138	124.28572	-42.020397	82.9378	10.582442	125.360535	-44.082493	-3.021363	2.192006	57.547142	-15.017742	-83.55281	6.975745	1543.847261428833	46.783250411351524
34	625.4689	438.8866	1380.1476	43.12509	1727.9977	70.1695	1854.7955	1646.6718	717.875	1000.0	169999	83.816986	11.227855	125.64733	-63.412613	83.81704	11.229436	125.83237	-52.383324	-3.0037024	2.2404592	42.224846	-14.750175	-84.42137	6.9237623	1592.1240990161896	46.827179438927594
35	728.3161	404.8072	1413.3643	215.96631	1225.6624	345.27228	2201.374	957.3054	662.7143	961.1	174999	84.670975	11.790526	132.96117	-41.42454	84.67081	11.790762	130.53645	-43.453995	-2.9850006	2.2541547	49.48169	-19.048668	-85.26625	7.2255235	1640.9272854328156	46.88363678795951
36	628.9648	255.27893	1052.3934	305.8666	1616.9128	659.3767	2387.1343	318.60312	814.1667	844.2	179999	85.53116	12.51728	132.59262	-42.65419	85.531075	12.518148	131.99803	-46.777027	-2.910097	2.2786105	40.230186	-14.860306	-86.12312	7.9875093	1688.2666449546814	46.89629575279024
37	730.2132	592.5041	1909.5076	375.06934	1621.008	603.4853	2368.8496	458.69226	1000.0	892.0	184999	86.23488	13.156149	135.77875	-58.278324	86.23487	13.153485	135.13242	-40.994247	-2.919394	2.2966268	48.20257	-16.282118	-86.83108	7.764871	1735.9605569839478	46.917852949451756
38	416.34564	157.71579	658.58923	210.01399	728.65967	408.13513	1234.5415	152.71194	680.1429	654.0	189999	87.09561	13.825398	138.01201	-47.883167	87.095566	13.826645	138.76633	-40.934494	-2.8826122	2.3431492	48.525665	-16.681671	-87.69816	7.8561826	1782.3750185966492	46.90460581528513
39	353.20636	195.59814	687.92224	129.95287	1356.066	645.0224	2391.426	379.0832	453.0909	845.0	194999	87.97341	14.6311035	140.97023	-35.846764	87.97347	14.629937	143.32639	-56.27467	-2.8622425	2.3775666	41.039932	-15.40853	-88.568016	8.445541	1830.2001905441284	46.92821006897168
40	552.6862	346.82504	1257.125	58.10607	1347.3191	788.2745	2251.363	61.251137	691.5	724.2	199999	88.71902	15.270537	141.15054	-46.45425	88.71881	15.270851	145.47768	-65.63568	-2.855335	2.3790133	54.979214	-14.889183	-89.31127	8.785217	1877.4895586967468	46.93723902106285
41	718.77795	582.6485	1829.1652	106.25606	991.0133	421.2016	1400.3276	23.135021	494.2	818.5	204999	89.455154	16.003489	145.29561	-61.833755	89.454926	16.004557	145.63612	-43.786934	-2.8166687	2.4010336	51.115063	-14.74706	-90.035	9.518486	1925.0882353782654	46.95337164692762
42	813.05786	671.97424	2027.8583	91.5017	2014.0762	205.17715	2246.8015	1499.1268	802.8333	1000.0	209999	90.23557	16.778233	145.07805	-51.415787	90.235504	16.78018	146.37141	-54.215233	-2.7466137	2.4409978	42.75574	-14.947768	-90.807915	9.789128	1973.7577195167542	46.99423146815527
43	1000.79956	567.0247	1992.4968	172.91785	1632.7136	607.6437	2540.0579	1016.28955	691.75	1000.0	214999	91.106224	17.740496	147.52885	-64.58022	91.10626	17.741175	150.6848	-64.77654	-2.6892407	2.4719687	49.33111	-16.575333	-91.66851	10.387369	2022.2158284187317	47.02827512940695
44	1130.7664	639.57056	2353.8904	316.42825	1705.7754	703.06647	2742.8694	177.52103	691.7143	878.1	219999	92.08392	18.69348	154.93376	-76.05849	92.08397	18.690372	152.99121	-60.159966	-2.6277778	2.527814	38.37802	-14.247263	-92.648	11.203595	2069.93159532547	47.04389994252812
45	914.60754	801.20087	2185.798	104.12609	2004.2998	723.83154	2725.8782	926.10956	634.7143	852.4	224999	93.192894	19.849245	154.76772	-58.845036	93.192535	19.849815	155.69907	-70.221825	-2.615209	2.5764139	42.16516	-16.782085	-93.74189	11.828806	2117.3293273448944	47.05176288286845
46	921.8526	715.06055	2151.9636	21.020681	1578.0776	583.29974	2644.6306	553.48474	490.27274	863.2	229999	94.372246	21.039776	158.12218	-44.986313	94.37238	21.036373	157.14069	-57.21741	-2.560722	2.6042192	40.808792	-15.190685	-94.91339	12.166228	2165.4473762512207	47.07494300863017
47	1474.7578	799.31476	2273.1938	372.28418	2475.962	498.7909	2817.539	1055.0707	813.5	911.3	234999	95.96686	22.750202	161.44492	-54.55714	95.96667	22.750065	161.58075	-60.040222	-2.4592648	2.678269	52.16768	-18.231627	-96.50018	13.116684	2213.2081429958344	47.0895350030128
48	1527.3102	485.06808	2151.2905	619.5834	2324.9712	641.4108	2952.6077	1133.5221	910.1667	996.6	239999	97.49854	24.43537	166.51166	-54.67614	97.498314	24.436438	164.45663	-42.06463	-2.4173765	2.7106128	57.039204	-15.647923	-98.04549	13.24297	2261.7417776584625	47.11962041258812
49	993.0739	740.99677	2593.9482	195.4079	2424.2358	876.85016	3075.673	255.76682	506.8889	858.8	244999	99.25016	26.265705	172.08778	-65.18461	99.24988	26.26453	171.16435	-62.504074	-2.3212574	2.7554874	46.103874	-14.022942	-99.78209	14.475845	2309.2721281051636	47.128002663047944
50	1748.2394	870.31287	2554.9763	218.32951	1446.5863	993.82666	2819.3533	248.59268	772.0	591.9	249999	101.21053	28.225746	179.07729	-63.117367	101.210434	28.22801	177.09267	-84.84442	-2.231854	2.8347182	47.063522	-15.030404	-101.733185	15.600819	2355.185571670532	47.10371148109436
51	1370.4236	383.96628	1867.4468	746.0264	1635.361	1143.1482	3206.7432	125.854195	892.4	572.5	254999	102.80049	30.058323	179.69565	-62.672306	102.80023	30.052807	180.04129	-48.987938	-2.1628437	2.9061234	59.846817	-14.235269	-103.330536	16.33436	2400.5788724422455	47.07017401620453
52	935.0991	410.13608	1572.778	190.24069	2478.8533	391.96255	2872.496	1721.4302	784.1667	943.1	259999	104.40589	31.895102	188.25388	-66.98713	104.40586	31.891855	185.46585	-75.22996	-2.1112118	2.971747	50.682816	-14.402872	-104.945335	16.99688	2448.5705857276917	47.08789592064344
53	914.9496	852.85614	2400.4597	19.034248	1576.2039	1346.6274	3386.49	27.637302	522.0909	490.1	264999	105.9253	33.677624	189.31007	-97.09255	105.925095	33.67404	192.33917	-78.6388	-2.05491	3.048683	56.995308	-14.525656	-106.46718	18.861902	2493.690781354904	47.0507695090096
54	1359.2241	794.0425	2838.7695	301.9493	1817.4187	1166.7312	3525.481	408.83105	586.875	618.2	269999	107.70984	35.321766	194.64502	-73.36968	107.709885	35.31955	193.89598	-88.871056	-2.0077713	3.0410001	50.957466	-14.081084	-108.24076	19.523533	2539.70556473732	47.03158457190902
55	2529.8418	373.19168	2834.6155	1797.9941	3037.6677	636.98413	3531.8755	1508.8628	1000.0	947.7	274999	109.44582	37.031944	198.62209	-63.673805	109.44572	37.02771	199.05455	-76.56121	-1.9574083	3.082076	58.70641	-14.268087	-109.96591	20.60595	2587.7852625846863	47.05064117258245
56	1525.3965	858.7466	2955.5159	384.2771	838.8878	416.90793	1587.434	178.89796	776.0	316.3	279999	111.38271	38.979618	200.95168	-89.82507	111.38254	38.975307	197.48685	-89.59765	-1.8578281	3.1434581	58.96816	-15.121488	-111.89897	21.580782	2631.82385802269	46.996854645865305
57	1245.4686	1012.62	2687.375	118.658035	1516.8125	1278.3018	3454.0393	171.48325	556.8889	551.1	284999	113.41634	40.865128	203.14384	-70.45086	113.41607	40.864403	204.5317	-81.22389	-1.8380425	3.1460998	59.566063	-15.999588	-113.9351	21.599773	2676.9966864585876	46.964854186041315
58	1432.0065	1055.466	2871.4614	221.68	3545.55	95.74767	3657.3113	3402.9163	588.125	1000.0	289999	115.572105	42.8065	213.062	-110.06622	115.57191	42.804142	208.39397	-67.61261	-1.7269679	3.2425349	54.210316	-15.232301	-116.080475	23.673197	2725.088841676712	46.98429040662174
59	2554.9487	743.4694	3021.488	1071.4559	1853.8987	1146.4006	3562.2285	101.30143	1000.0	645.8	294999	117.24093	44.457954	214.06375	-65.823	117.24107	44.456226	211.50871	-64.72462	-1.672801	3.2827613	42.784977	-17.303108	-117.743164	24.878054	2770.8762681484222	46.96400458125745
60	1897.9048	1149.8352	3068.7158	289.60516	3277.7922	592.9675	3658.7708	1532.938	798.5	943.9	299999	119.035126	46.255333	215.96658	-91.05233	119.03451	46.255344	214.41966	-85.1612	-1.6447791	3.3367112	90.698166	-14.320406	-119.54388	24.250172	2819.171930551529	46.98619888226191
61	1893.7161	870.48145	3044.3584	257.60236	1015.6178	478.85806	2038.7437	500.91888	752.5714	458.1	304999	121.13611	48.08691	219.11441	-70.58819	121.13616	48.080585	217.2785	-66.01293	-1.6010242	3.3613262	67.077225	-13.996115	-121.63185	24.791113	2864.04473900795	46.951553133667495
62	1258.281	924.83215	3144.1365	28.229504	1693.1461	1138.2839	3739.586	195.63423	421.33334	515.6	309999	123.33708	49.817734	222.5329	-103.814445	123.337006	49.819042	223.6344	-111.397606	-1.5340813	3.368787	87.22219	-13.913052	-123.81757	27.887356	2909.341310739517	46.92485988140106
63	2713.9675	551.0482	3180.9446	1768.4062	3332.5735	24.989302	3366.9927	3295.2761	869.6	1000.0	314999	125.46602	51.421944	225.08543	-104.14701	125.465775	51.421177	225.68549	-129.07364	-1.4784931	3.4180934	55.528465	-14.861835	-125.959625	28.626888	2957.6926803588867	46.947502896899266
64	2862.8699	365.52664	3253.5898	2402.4243	2983.539	886.9264	3437.4382	424.76535	887.1667	905.1	319999	127.92815	53.284847	229.11307	-114.2032	127.92819	53.28195	229.73021	-117.81758	-1.35779	3.437722	63.6095	-19.201988	-128.41493	30.188654	3005.736283302307	46.96462946012616
65	2107.025	1399.5394	3420.7563	310.51428	3571.852	795.4637	3994.595	1212.7385	1000.0	929.4	324999	129.98578	55.164486	233.20067	-78.585594	129.98524	55.162666	233.64716	-110.87194	-1.2783165	3.5066996	53.814373	-15.7060995	-130.46844	30.251444	3054.0995478630066	46.98614691954393
66	2551.6296	1231.4896	3515.2249	475.96634	3639.8618	51.306232	3761.9995	3583.8352	768.2857	1000.0	329999	132.74484	57.370148	239.08565	-64.56879	132.74492	57.367874	238.31648	-64.94671	-1.2809926	3.5316536	68.40521	-14.557501	-133.23637	29.668327	3102.581894636154	47.0088166215203
67	2470.0295	1229.6035	3483.5186	177.85654	2332.1235	1639.6082	4385.9077	289.8025	809.6667	730.8	334999	135.44922	59.376114	246.43274	-97.97207	135.44908	59.377018	244.12982	-91.323105	-1.1654203	3.5721369	61.535614	-14.181538	-135.94078	31.100069	3149.2780554294586	47.00415011306307
68	2666.9675	830.2806	3658.2344	1518.618	1946.9812	1325.3582	4121.2656	541.6169	754.4286	521.9	339999	138.2526	61.496494	248.75941	-79.58707	138.25203	61.494755	246.99924	-71.12838	-1.0912796	3.6439302	57.911304	-15.401993	-138.74251	30.588879	3194.6741144657135	46.98050171487472
69	2850.8816	1222.7301	3678.609	422.55765	3201.5957	1474.577	4347.88	118.18927	826.2	835.1	344999	141.02945	63.628315	259.34363	-132.76773	141.02904	63.625187	255.35036	-96.916626	-1.0227654	3.6683002	63.523933	-14.786658	-141.51924	33.96781	3241.7206287384033	46.98145841515583
70	1937.2832	1313.8976	3826.2656	323.08386	4151.1406	232.8008	4408.663	3584.4695	596.8889	982.5	349999	143.98244	66.05986	259.86057	-98.723	143.98239	66.058304	259.73315	-110.110306	-0.8763249	3.752158	67.8105	-16.556753	-144.48994	34.8349	3290.1943323612213	47.00277620383671
71	1960.5309	1539.1226	3787.0034	27.343803	3637.2573	198.78575	3947.6555	3293.789	541.5	1000.0	354999	147.45831	68.45699	266.57834	-192.6939	147.45815	68.45507	262.85825	-87.26905	-0.8446348	3.7830648	87.449	-14.652672	-147.9465	37.07643	3338.7900931835175	47.025212610271616
72	2825.1404	1020.8446	3846.9578	863.7082	4172.1836	650.61365	4541.8574	2232.6538	751.5	951.7	359999	150.31322	70.438995	270.46918	-106.096825	150.31236	70.43895	271.78806	-87.930824	-0.74569154	3.8385365	74.66571	-13.522354	-150.80812	38.63787	3387.3468673229218	47.04648429817624
73	2642.602	1572.9756	4012.0703	236.33406	2942.2095	1514.5476	4677.3833	1019.8046	744.5714	706.7	364999	152.95854	72.54346	277.03226	-118.002075	152.95834	72.54094	278.3102	-106.99944	-0.64692485	3.8840613	61.90795	-16.319902	-153.44708	41.08337	3433.9817469120026	47.04084587423769
74	2548.3062	1273.9113	4096.5034	10.235694	3917.189	581.48444	4351.387	2238.4124	660.2857	956.3	369999	155.84659	74.77805	285.00528	-139.25844	155.84644	74.7756	281.5188	-100.49902	-0.5478952	3.9536967	56.16207	-15.401447	-156.3408	42.920395	3482.429846763611	47.05986282309971
75	2802.5413	1173.522	4140.243	1005.86896	3502.5215	1257.369	4758.0435	1575.7063	700.8571	896.6	374999	158.93285	76.79889	284.95648	-161.66647	158.93214	76.79696	287.20486	-102.26401	-0.4956049	3.9687064	54.13399	-14.3786125	-159.41563	42.679462	3531.89253282547	47.091900466283164
76	2728.97	1578.8673	4191.844	518.4301	4538.5986	66.588875	4665.742	4447.1953	1000.0	1000.0	379999	161.12811	78.898285	292.501	-93.20918	161.12787	78.89421	292.2892	-117.517685	-0.42299402	4.025236	57.02869	-15.589985	-161.61317	47.46537	3581.536726474762	47.12548327445984
77	3225.3914	1136.7957	4187.45	1045.5431	4281.794	71.65899	4407.328	4144.3213	787.2857	1000.0	384999	164.48769	80.70148	295.69638	-75.7358	164.48721	80.70061	294.57428	-155.82718	-0.31617233	4.0400786	70.23869	-16.017336	-164.96442	48.25353	3630.689656496048	47.151813748595
78	3165.956	1490.3708	4153.002	13.929122	2942.6062	1369.6211	4658.185	396.26648	782.6667	776.8	389999	166.90396	82.53975	302.53192	-137.24422	166.90334	82.53391	301.65625	-81.51338	-0.23887199	4.0488644	81.59119	-19.544447	-167.3852	47.317352	3678.2228877544403	47.15670371666933
79	2161.9932	1766.2239	4157.993	9.38296	4115.07	725.27374	4690.7925	1997.1389	540.6667	943.1	394999	170.00629	84.88102	304.19113	-128.39565	170.00595	84.8755	301.02872	-137.66086	-0.19909865	4.0919137	114.844025	-15.34947	-170.47514	47.15999	3726.426961660385	47.16996156414853
80	2709.6812	1591.0883	4239.0444	158.12065	3721.097	1334.3583	4782.633	400.6028	757.0	814.9	399999	172.79721	86.63486	306.32355	-150.85184	172.7971	86.63563	307.4925	-130.56708	-0.10280173	4.1445055	65.584274	-15.031662	-173.27338	51.87539	3773.4390017986298	47.16798754930496
81	3886.0737	535.37134	4226.4395	2822.5952	1283.4341	1203.1312	4291.264	238.31819	939.6	317.6	404999	175.13237	88.25024	311.88065	-116.892365	175.13258	88.243675	310.97574	-102.944824	-0.11651343	4.1361756	64.31265	-14.994614	-175.61264	49.746914	3816.7398631572723	47.12024525065481
82	3812.5303	645.8015	4318.8022	2389.8674	2283.8877	1557.7775	4413.0103	332.4264	918.3333	529.7	409999	177.87595	89.687004	314.03287	-129.95876	177.87488	89.684044	314.85947	-152.02734	-0.029241543	4.160991	69.92741	-14.916975	-178.32886	53.311264	3862.049506664276	47.0981647415859
83	3802.4968	1073.3618	4491.2817	1432.0339	4058.963	993.9448	4537.4683	1095.795	880.8333	925.4	414999	180.48087	91.135574	316.54266	-117.30709	180.48079	91.13196	317.01785	-144.70158	0.0050052004	4.18361	50.76691	-16.368177	-180.95203	51.486996	3909.742877960205	47.105335904891234
84	2045.7523	1866.6816	4345.057	88.9429	4333.2134	1323.0879	5089.9453	384.7949	615.7143	910.7	419999	183.48099	92.78806	320.12323	-133.68535	183.48027	92.78667	323.1843	-106.148094	0.076994166	4.2226915	58.822437	-15.777131	-183.94008	52.038826	3957.539489030838	47.11356536831175
85	3596.4612	1005.7087	4477.932	1843.3605	4183.448	1002.4587	4710.012	1198.9741	834.1667	927.3	424999	186.01678	94.104485	327.4648	-237.41406	186.01662	94.100296	325.83524	-211.73126	0.10190876	4.2360115	85.19597	-14.330817	-186.4709	52.732487	4005.38441491127	47.122169612435734
86	3847.2932	1110.6934	4514.315	1390.1161	4178.664	1344.8448	5061.827	603.71857	889.8333	859.6	429999	188.66089	95.38093	326.85565	-136.9745	188.66109	95.37863	325.35965	-141.29167	0.19110392	4.21047	54.731766	-14.94342	-189.1064	54.22704	4052.215784072876	47.118788214617
87	3947.3657	371.45932	4293.2236	3323.1562	4099.7803	1608.3096	5078.4062	134.18347	900.0	841.6	434999	191.04294	96.55134	332.4394	-115.54419	191.0425	96.55052	334.6885	-115.42352	0.18645051	4.2412643	66.041	-15.176449	-191.466	54.77843	4099.574373245239	47.12154454472421
88	1964.6621	1548.8016	4509.8037	181.46222	4054.0671	1715.3191	5153.993	615.0744	565.3333	883.6	439999	193.23477	97.80969	335.12335	-166.11487	193.23463	97.80712	335.54172	-156.90804	0.2778264	4.263803	103.84974	-15.141589	-193.67163	55.460377	4146.910514593124	47.12398314476013
