Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	-49.77218	81.19066	7.7800574	-306.51816	797.1687	11.503925	811.4662	773.52686	163.4	1000.0	4999	-0.38508368	1.4540886	12.046762	-14.133005	-0.38528898	1.4530954	12.050863	-15.199302	-0.38528886	1.4528954	12.268391	-14.121702	-0.39444962	0.31139174	29.24472737312317	29.24472975730896
2	-52.938313	85.88157	8.502928	-374.9065	845.3258	75.52516	878.12555	619.32886	130.02563	1000.0	9999	1.017837	2.9785767	25.09866	-18.41424	1.0179415	2.9766693	23.875074	-19.040964	1.0176128	2.9777026	24.514017	-18.259937	-2.7740989	1.0322342	63.806639671325684	31.903321027755737
3	433.92963	332.56055	767.7477	-18.701935	742.4697	274.2809	902.25977	144.01306	625.4286	866.6	14999	3.2765133	3.932445	26.533035	-20.928272	3.2766497	3.9333224	27.730492	-22.632801	3.2763886	3.932737	27.150671	-20.682728	-5.257152	1.5479598	99.2120110988617	33.070671240488686
4	719.5512	130.20067	839.11597	446.4961	404.54083	30.445953	441.0558	355.1022	930.3333	1000.0	19999	4.83002	4.0556846	26.233757	-21.026276	4.8303475	4.0566373	26.897758	-21.116432	4.8300967	4.056752	26.277992	-20.947723	-6.3907228	1.5960914	135.44620394706726	33.86155164241791
5	711.6896	30.27711	768.16614	686.2305	794.30524	66.441154	939.1831	680.6589	1000.0	1000.0	24999	6.3900375	4.255203	27.646559	-21.606735	6.3902335	4.2551703	28.19922	-20.325788	6.3899107	4.2556214	26.893627	-21.233183	-7.8240957	1.4323593	171.63924527168274	34.327849531173705
6	654.2728	282.317	825.3491	29.0248	881.0184	6.352087	887.4345	864.48834	840.3333	1000.0	29999	7.8331695	4.381996	26.156338	-20.485477	7.833239	4.3819156	27.414614	-19.30266	7.8330455	4.3827095	26.65057	-19.746172	-9.152873	1.3885852	207.89384746551514	34.648975014686584
7	715.56915	313.9389	871.992	14.223758	880.4718	42.99491	949.333	801.4312	837.0	1000.0	34999	9.286165	4.6159225	27.677202	-20.101612	9.286066	4.6161103	27.92447	-20.460526	9.286046	4.6165056	28.031841	-19.436064	-10.481035	1.3125715	244.05171608924866	34.86453121049063
8	866.9631	8.358033	880.31995	858.1426	926.07654	25.837511	953.7587	874.4568	1000.0	1000.0	39999	10.87618	5.050679	29.380112	-24.460386	10.876331	5.0504565	29.476591	-22.892818	10.876188	5.051347	29.229548	-21.402925	-11.974022	1.2626284	280.6635317802429	35.082941830158234
9	888.4105	13.02763	904.9813	872.4238	924.35657	13.5918	946.2216	893.8499	1000.0	1000.0	44999	12.537673	5.4217863	31.73882	-27.76718	12.537601	5.4216805	32.784397	-28.365015	12.537454	5.4223633	31.289482	-26.599266	-13.580873	1.3089527	316.8903343677521	35.210037522845795
10	880.8498	10.352903	899.12146	870.2186	908.48956	6.6813498	922.7832	900.3171	1000.0	1000.0	49999	14.244986	5.7373238	33.457863	-25.64095	14.244921	5.7374425	32.48836	-26.028708	14.244779	5.7379084	32.49183	-27.708256	-15.291562	1.3569328	356.27463555336	35.62746379375458
11	872.8527	8.709401	883.7919	857.2667	910.96936	41.530407	955.00934	795.703	1000.0	1000.0	54999	15.870155	6.0169578	34.810955	-28.823143	15.869778	6.017964	34.62187	-26.532211	15.869696	6.018324	34.30201	-25.153715	-16.86194	1.3970692	392.35101985931396	35.66827470606024
12	874.4341	13.665202	889.6245	850.2902	924.3405	41.41918	957.86224	856.20776	1000.0	1000.0	59999	17.253164	6.30913	38.1339	-25.238949	17.252987	6.31001	36.413403	-25.647974	17.25273	6.3106594	35.66241	-24.5548	-18.266562	1.4742796	428.4878034591675	35.70731711387634
13	828.5499	26.732803	860.6129	782.07043	841.6671	32.82806	866.9431	751.8784	1000.0	1000.0	64999	18.579432	6.665565	36.801678	-24.47465	18.579231	6.6662283	38.373558	-23.878685	18.579187	6.6665816	36.707684	-24.593658	-19.618969	1.4843856	464.92996191978455	35.76384337131794
14	804.5759	35.720882	842.04126	760.82324	898.78546	18.087276	927.603	875.68964	1000.0	1000.0	69999	19.65665	7.1655865	41.21174	-24.533236	19.656576	7.165642	39.096386	-29.695269	19.6563	7.1660285	41.37579	-24.44717	-20.76834	1.5571898	500.8324110507965	35.77374383381435
15	853.74426	15.543588	870.227	825.76337	878.246	11.063136	908.84875	867.6791	1000.0	1000.0	74999	20.752052	7.5206966	42.222446	-26.960289	20.752003	7.52081	41.18988	-27.368774	20.751736	7.5215445	41.254738	-29.976904	-21.99033	1.7354988	536.9367251396179	35.79578181902568
16	854.53143	84.86861	933.90094	710.039	967.65186	16.396011	992.6513	943.52826	1000.0	1000.0	79999	22.13898	7.7731447	43.706078	-28.872782	22.139013	7.772883	42.703007	-28.960278	22.138844	7.773512	42.653206	-28.933805	-23.231236	1.659625	572.8626418113708	35.80391524732113
17	910.8463	32.74943	949.9757	851.65155	959.74884	15.595846	990.0331	940.57666	1000.0	1000.0	84999	23.220387	8.183455	42.16258	-28.624434	23.220451	8.183215	41.87459	-28.600327	23.220106	8.184499	41.640438	-28.133892	-24.308804	1.6541299	609.112131357193	35.830125472124884
18	887.7196	65.52441	944.91174	760.3202	827.8207	183.37097	923.58057	281.99313	1000.0	1000.0	89999	24.400742	8.438578	45.117123	-33.019238	24.400604	8.438715	42.543392	-33.143177	24.40034	8.439621	42.633892	-33.94746	-25.472548	1.611565	645.3952810764313	35.855293525589836
19	918.3078	29.766127	944.98425	866.12286	909.4548	19.341095	933.95416	884.53516	1000.0	1000.0	94999	25.526743	8.771985	47.092876	-32.012615	25.526852	8.771884	46.96964	-33.526783	25.526712	8.772201	44.665905	-30.743633	-26.600992	1.667001	683.938113451004	35.996742938694204
20	847.8127	185.10376	981.9376	480.98764	933.5877	22.52674	952.69794	895.93036	1000.0	1000.0	99999	26.495193	9.260335	45.957672	-36.76663	26.495148	9.260638	45.194218	-35.452435	26.494947	9.261074	44.44268	-32.53155	-27.632265	1.8221977	720.031263589859	36.00156327486038
21	932.116	15.133454	960.7658	919.5316	976.5863	16.238129	986.3478	929.485	1000.0	1000.0	104999	27.32829	9.751721	47.757782	-30.276304	27.328217	9.752211	46.037903	-30.41346	27.328188	9.75248	47.222507	-30.44741	-28.56369	1.8460501	756.1707165241241	36.00812944911775
22	977.83514	38.598034	1031.2946	924.8217	1089.5802	52.814754	1129.8724	959.8207	1000.0	1000.0	109999	28.454504	10.225389	50.385174	-29.37047	28.454489	10.225397	48.45816	-31.771969	28.454329	10.22569	48.7188	-30.456959	-29.663988	1.8206692	792.3057312965393	36.013896985487506
23	1039.5583	14.285571	1063.2064	1021.5604	1045.3591	141.34373	1131.0804	667.4415	1000.0	1000.0	114999	29.651514	10.617315	50.119392	-32.90236	29.651442	10.617821	49.764996	-32.189034	29.651342	10.617751	50.9752	-34.876926	-30.88805	1.9165113	828.2644369602203	36.01149734206822
24	1092.3185	12.652696	1107.271	1071.0112	1200.8405	8.548299	1213.4576	1182.0615	1000.0	1000.0	119999	30.98092	10.870386	50.798878	-30.482569	30.980707	10.871017	53.31134	-30.949377	30.980583	10.871227	50.96377	-30.7505	-32.179688	1.9531605	865.0943918228149	36.045599748690925
25	1043.6711	104.91419	1114.697	835.2964	1126.9281	8.55858	1138.9729	1112.3462	1000.0	1000.0	124999	32.286556	11.053803	55.953228	-33.504593	32.28638	11.05447	53.731117	-36.840515	32.286385	11.054431	54.7246	-32.599186	-33.544983	1.9786136	902.1968755722046	36.08787509918213
26	1052.799	161.59045	1163.6753	731.8861	1197.5026	7.0137134	1209.6068	1189.0704	1000.0	1000.0	129999	33.482407	11.176968	53.430206	-34.418987	33.482338	11.17719	51.54042	-33.859325	33.482265	11.177061	51.46833	-34.408474	-34.636112	2.0348341	938.786420583725	36.107170095810524
27	1219.1729	9.708977	1236.9808	1210.4379	1276.0404	180.08234	1354.7538	736.5459	1000.0	1000.0	134999	34.688206	11.421749	51.71409	-32.317368	34.688137	11.422032	52.886967	-33.426853	34.68806	11.422021	52.95309	-35.374733	-35.82682	2.0986598	975.0100774765015	36.11148442162408
28	1226.78	36.294735	1260.4263	1163.7979	1386.1473	14.758061	1401.1072	1350.3413	1000.0	1000.0	139999	35.731133	11.743816	54.129757	-31.130178	35.731037	11.743925	53.75936	-33.246883	35.730843	11.744562	52.985844	-31.803228	-36.822826	2.2007198	1011.3611030578613	36.12003946304321
29	1025.7764	518.34296	1298.2717	-10.756982	1381.9934	14.706967	1410.7009	1357.5247	801.8	1000.0	144999	36.80486	12.201225	55.360477	-30.47665	36.804585	12.202033	54.925358	-27.598219	36.804493	12.202198	54.535446	-28.216125	-37.907967	2.4064555	1048.0919072628021	36.141100324433424
30	1139.2117	157.69434	1277.6344	862.0939	1372.5929	18.866299	1395.1941	1340.167	1000.0	1000.0	149999	37.80407	12.872998	56.940613	-30.53509	37.804073	12.872911	56.041565	-28.929281	37.804127	12.87285	56.60117	-29.09503	-39.01258	2.6688173	1084.1489362716675	36.13829793135325
31	1291.0051	28.333616	1331.619	1258.7294	1383.9806	18.0156	1412.9983	1355.2896	1000.0	1000.0	154999	38.982567	13.314716	57.464108	-29.430923	38.98228	13.315295	57.097965	-28.741783	38.98234	13.315418	57.412384	-30.70662	-40.25794	2.8545253	1120.0179207324982	36.12961040773699
32	1392.1514	18.41857	1416.9023	1360.3864	1476.0889	15.896096	1494.9716	1438.0713	1000.0	1000.0	159999	40.399147	13.789852	60.68028	-28.04597	40.398968	13.790388	61.01211	-27.994171	40.39912	13.789996	59.9066	-27.932142	-41.698563	2.9365125	1156.1787028312683	36.13058452308178
33	1340.6523	21.124643	1378.2793	1316.8007	1567.1222	22.798996	1596.4325	1522.6788	1000.0	1000.0	164999	41.890514	14.450162	63.133976	-29.804718	41.89036	14.450171	63.002888	-28.11949	41.89024	14.450801	62.322433	-26.983477	-43.32797	3.0424402	1192.213917016983	36.12769451285853
34	1407.1088	36.097748	1466.6531	1367.2588	1494.0315	26.328444	1537.1815	1440.0483	1000.0	1000.0	169999	43.561356	15.076772	64.650276	-30.088581	43.561256	15.077433	64.48807	-30.636642	43.561333	15.077206	64.625854	-30.11588	-45.001537	3.1952536	1228.1137046813965	36.12099137025721
35	1502.086	25.464136	1547.6556	1470.2021	1661.6729	10.7334175	1682.2186	1644.7573	1000.0	1000.0	174999	44.826805	15.97746	67.95501	-30.623724	44.826824	15.977501	67.475525	-31.15077	44.826813	15.977486	67.95548	-27.94844	-46.412853	3.6647453	1264.0226747989655	36.1149336201804
36	1326.409	328.11688	1626.3032	713.1835	1831.9211	30.841196	1884.8075	1795.3046	1000.0	1000.0	179999	45.96153	16.848152	70.38439	-29.89522	45.961266	16.848698	70.95783	-28.930101	45.96135	16.84861	71.98598	-35.139305	-47.624897	4.1508665	1299.0472292900085	36.0846453110377
37	1613.1146	23.414806	1642.8638	1572.4801	1753.9135	71.35078	1825.729	1561.4841	1000.0	1000.0	184999	47.788635	17.22165	75.55098	-29.77611	47.78848	17.221813	74.74656	-30.163145	47.788246	17.222607	75.893845	-34.844772	-49.39259	4.416942	1335.011454820633	36.081390728821624
38	1677.6282	15.783069	1696.0085	1648.8826	1916.8002	31.052128	1962.1964	1871.2542	1000.0	1000.0	189999	49.434376	17.958574	76.961494	-34.93008	49.434116	17.959555	77.8281	-30.107124	49.43414	17.9597	78.408134	-37.849674	-51.086887	4.8881893	1371.2423157691956	36.08532415565691
39	1629.5583	113.46821	1734.5966	1442.3	1812.0732	41.014793	1884.7866	1745.239	1000.0	1000.0	194999	50.883415	18.898146	79.759415	-32.54857	50.8832	18.898684	80.57481	-31.40153	50.883186	18.89926	81.87967	-34.253643	-52.81792	5.354769	1407.3185579776764	36.08509127298991
40	1745.5234	44.487827	1809.7472	1694.2668	1912.8186	27.637438	1957.8672	1860.8658	1000.0	1000.0	199999	52.123295	20.115135	82.27529	-36.195244	52.123436	20.115734	82.920395	-36.81508	52.12304	20.117352	82.216354	-37.933846	-54.292717	5.997068	1443.0429246425629	36.076073163747786
41	1762.0934	39.377724	1820.8545	1701.5415	1618.6855	713.6283	1921.2515	-517.14325	1000.0	1000.0	204999	53.772964	20.947142	86.97496	-40.857605	53.77241	20.948656	85.6393	-39.20754	53.77235	20.94929	85.14403	-38.277035	-56.37546	6.5723295	1478.8970878124237	36.07066071905741
42	1361.1908	490.66043	1783.5388	679.59265	1925.6215	22.045364	1956.2196	1887.1904	1000.0	1000.0	209999	54.899014	21.983793	88.70296	-46.94298	54.89888	21.984243	87.9543	-44.52112	54.89867	21.985302	88.946175	-50.851482	-57.716095	7.793149	1514.685115814209	36.06393137999943
43	1838.3596	13.073776	1860.4725	1826.0988	1965.6628	41.95221	2042.7183	1906.5321	1000.0	1000.0	214999	56.04919	23.120195	91.20288	-51.47792	56.048996	23.120901	92.28545	-53.192528	56.0489	23.121586	90.99691	-51.49539	-59.000206	8.661824	1550.3505527973175	36.05466407398845
44	1914.5062	30.113382	1946.4766	1864.7979	1967.6287	30.238386	2023.7994	1926.2377	1000.0	1000.0	219999	57.79942	24.20134	95.27344	-59.779545	57.799175	24.201849	95.369835	-55.77721	57.79905	24.202457	94.607834	-54.482185	-60.868004	9.419031	1586.1015446186066	36.04776242646304
45	1948.1633	32.596893	2004.861	1913.8928	2105.0898	34.69878	2149.5474	2044.7936	1000.0	1000.0	224999	59.476585	25.322704	97.30625	-58.42449	59.47604	25.323523	97.505424	-56.75139	59.476364	25.3236	97.22873	-58.69139	-62.258595	9.969575	1621.8635880947113	36.041413111156885
