Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageQ3Vals	StdQ3Vals	MaxQ3Vals	MinQ3Vals	LossPi	LossQ	Time	AVG Time Per Epoch
1	2.1804225	6.2566175	46.15198	-13.243666	-8.7538805	0.974262	-7.364748	-9.923858	20.829166	67.1	4999	1.8523768	2.3413012	12.126248	-3.5270283	1.8527642	2.3416233	11.981775	-3.394662	1.8527116	2.341239	12.132395	-3.438012	-3.3737297	0.26262796	17.840694189071655	17.840696573257446
2	2.7562659	6.178635	33.97374	-10.139421	116.458664	113.57866	456.23456	60.95784	21.054852	206.1	9999	10.403767	5.8213873	35.628036	-7.9118094	10.404274	5.821835	35.69645	-6.8862987	10.404249	5.817941	37.758636	-6.783521	-13.809158	2.0604038	40.044808864593506	20.02240550518036
3	196.42737	159.01338	632.6585	-34.71743	66.870865	290.14813	933.5161	-91.36413	169.41379	236.9	14999	21.853064	8.634007	54.452965	-23.749468	21.853037	8.637865	53.28124	-23.783705	21.85246	8.630735	51.54737	-23.121897	-24.879114	6.1407275	63.600825786590576	21.200275977452595
4	110.02676	174.00095	782.9846	-33.628437	308.99835	170.9585	753.7699	152.2298	171.72414	338.8	19999	27.691462	10.002175	60.89228	-24.852015	27.691763	10.006472	61.55357	-26.647318	27.692005	9.998835	57.89498	-26.599504	-30.482199	10.071226	87.36629486083984	21.841574251651764
5	230.71037	148.68192	704.49963	-33.700977	170.02158	43.262863	248.53806	83.42122	242.14285	100.2	24999	33.090168	10.59828	73.11736	-29.35376	33.090607	10.599251	73.9308	-25.168112	33.090908	10.594718	72.65787	-27.260777	-35.900955	12.6342	110.25817155838013	22.051634740829467
6	142.59517	157.2893	937.02637	-35.992596	103.475845	1.4179018	105.59051	101.33317	151.69698	71.3	29999	36.65721	11.665281	72.43743	-37.339424	36.6574	11.671741	74.04099	-36.670273	36.657497	11.665433	75.40484	-38.436993	-39.007366	15.339078	133.02896189689636	22.171494046847027
7	153.07214	91.06179	679.5284	92.77982	195.27473	42.690384	313.56046	162.84314	116.53488	142.0	34999	39.21526	13.311771	78.601166	-44.730366	39.21518	13.319565	77.42716	-45.16637	39.215088	13.314923	78.907776	-47.706753	-41.710064	16.379091	155.9788248538971	22.282689605440414
8	138.92023	53.741768	282.52985	-12.509165	180.88782	51.95323	245.83167	45.77536	109.8	126.0	39999	42.072857	14.850523	80.97209	-73.24294	42.07319	14.857847	81.64192	-70.1359	42.072605	14.857212	82.57733	-72.210655	-44.730812	19.904009	179.0325870513916	22.37907364964485
9	178.24852	39.915565	286.78018	104.27032	163.82217	27.606947	224.75946	124.94076	111.71111	103.3	44999	44.312767	16.452694	88.83444	-71.61921	44.312946	16.460657	89.18357	-68.17515	44.31243	16.455458	88.24193	-70.441666	-47.00955	22.976084	202.12749886512756	22.458611249923706
10	228.51624	45.503647	364.0079	134.88237	253.43814	93.23983	443.40463	102.8938	135.78378	159.0	49999	46.543163	17.372557	90.52086	-88.90183	46.542892	17.378801	90.00998	-81.9942	46.542595	17.37521	89.51827	-84.76245	-49.70955	23.962282	225.4355390071869	22.543554067611694
11	224.04672	47.707565	313.7406	66.331375	225.63115	45.923725	297.06183	163.39546	135.62163	130.4	54999	49.02181	18.32891	93.50795	-90.91193	49.021843	18.33301	93.42447	-82.53571	49.02125	18.330845	93.80675	-80.05221	-52.177044	23.456528	248.5833740234375	22.598488742654975
12	220.54828	44.672928	324.14865	134.2248	176.6289	17.209492	205.47423	154.49669	126.07692	91.8	59999	50.961906	19.2332	94.614136	-77.58837	50.962597	19.237059	97.46072	-79.384674	50.96169	19.23498	95.66438	-80.177345	-53.966034	22.891727	271.50302147865295	22.625251948833466
13	256.68573	57.72885	354.43613	62.187687	243.48303	31.334038	302.49683	207.71002	152.09091	129.0	64999	52.584103	19.816042	95.66068	-79.386475	52.584557	19.819632	96.97445	-77.38262	52.584267	19.81751	93.77853	-83.20951	-55.535957	22.092012	294.6141474246979	22.662626871695885
14	289.661	70.1582	426.20364	161.55998	244.03195	59.73551	330.67282	176.6556	150.57576	121.5	69999	54.059105	19.927753	93.58321	-71.29479	54.05928	19.93202	94.061554	-85.24469	54.058994	19.932026	92.71982	-89.06528	-56.984013	21.103016	317.640878200531	22.688634293419973
