Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	Time Steps	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time	AVG Time Per Epoch
0	2.6253412	5.6865973	22.462942	-7.9227033	22.186666	-0.06017026	0.21067473	0.45213813	-0.579975	5000	-4.813075e-10	17.439785	-0.07395866	-6.1362734	0.9189437	0.03725649	0.3998	79.0	7.263520240783691	7.263522148132324
1	7.948956	9.375993	53.08873	-7.861188	29.394117	0.5243708	2.582232	10.538098	-11.015625	10000	2.4139881e-08	43.203964	-0.07572669	-13.651787	0.90772504	0.031947374	0.3884	79.0	14.645095109939575	7.3225483894348145
2	10.463342	12.999064	88.142746	-13.606071	32.980133	2.6783707	4.6929975	19.475264	-22.730612	15000	8.195639e-09	78.02804	-0.074748345	-23.865482	0.8929639	0.0404904	0.3994	79.0	22.04436469078064	7.3481223583221436
3	19.916777	25.312952	201.45172	-3.3837202	48.300972	4.151668	8.373935	38.426426	-28.025923	20000	9.207428e-09	225.84987	-0.077281	-88.569214	0.8768761	0.044564195	0.3888	79.0	28.93680453300476	7.234201610088348
4	34.109818	36.467304	223.7256	-6.798399	63.871796	10.739347	13.481597	63.36987	-51.501904	25000	2.257824e-08	366.16693	-0.08049152	-129.39284	0.8693625	0.028226163	0.396	79.0	36.03391408920288	7.206783199310303
5	44.14219	36.64471	262.3408	2.294322	78.53968	13.480583	15.46843	71.771545	-38.18036	30000	1.2516975e-09	278.63306	-0.07956147	-106.65762	0.85432017	0.02789025	0.3732	79.0	42.85699248313904	7.142832398414612
6	93.688034	96.69977	338.92218	5.0957556	109.08889	24.704529	24.099459	80.74202	-30.322886	35000	3.8987398e-08	1414.1952	-0.08122256	-759.2473	0.8447845	0.026040252	0.3738	79.0	49.82127642631531	7.117325408118112
7	133.15799	106.33959	369.73212	1.6242898	148.06061	45.156975	35.074112	106.036156	-26.174976	40000	3.3527612e-09	1016.9107	-0.08073582	-412.04468	0.8367092	0.023403464	0.3678	79.0	56.615149974823	7.076893985271454
8	116.66538	114.98916	446.55054	-0.9042188	133.02702	45.487778	35.72133	114.669426	-32.019917	45000	4.7802926e-09	1003.2664	-0.08209008	-400.69525	0.82779074	0.027370026	0.3826	79.0	63.631683588027954	7.070187356736925
9	174.77544	139.57973	498.5289	23.444197	198.16	46.219025	33.978325	123.47996	-20.805674	50000	2.7179718e-09	1259.065	-0.08358602	-488.13306	0.81406593	0.02648367	0.3994	79.0	70.7562644481659	7.07562665939331
10	209.05873	139.30025	553.7824	40.95453	184.0	65.896515	36.002052	134.09569	-23.32633	55000	-4.8146584e-09	1095.6849	-0.08313213	-524.8714	0.80493814	0.022930648	0.375	79.0	77.95079755783081	7.086436315016313
11	214.66269	120.223076	471.53256	20.982307	211.21739	65.12631	40.89792	135.27795	-29.110752	60000	1.1882931e-08	860.6288	-0.083387405	-373.03027	0.79654676	0.022252137	0.3942	79.0	85.0292980670929	7.085775017738342
12	256.53406	129.08052	580.7421	46.703247	219.72728	70.55084	36.709	134.98085	-12.699245	65000	-7.2002413e-09	772.6743	-0.084454544	-304.49326	0.78365177	0.031173768	0.3906	79.0	92.21049427986145	7.093115072983962
13	306.56378	185.91008	559.0207	51.97405	289.5625	67.578285	37.14311	134.79436	-34.400684	70000	-8.106232e-10	1096.024	-0.08401967	-610.4667	0.77400106	0.023827286	0.39	79.0	99.40627861022949	7.100448642458234
14	344.602	170.05801	727.5554	73.97623	274.3889	82.9193	34.170853	146.10114	-30.431446	75000	2.2113322e-09	1003.6079	-0.085285574	-516.07166	0.76352495	0.030899365	0.4026	79.0	106.33059811592102	7.088706652323405
15	324.2291	131.74623	538.6432	86.1042	256.05264	91.8609	37.002777	146.76314	-25.028452	80000	1.2676418e-08	715.40594	-0.08214181	-259.40814	0.7528203	0.021032877	0.3928	79.0	113.5369246006012	7.096057906746864
16	314.9321	131.07741	642.6249	62.18358	257.6842	84.45931	41.779034	148.83954	-24.270971	85000	2.5987624e-08	723.05566	-0.08433505	-288.07108	0.7427137	0.019166607	0.4032	79.0	120.54474401473999	7.0908673791324395
17	305.7938	154.21457	678.4679	30.845335	225.5238	95.24146	38.63014	153.60866	-17.044966	90000	7.894635e-09	616.1897	-0.08655077	-280.09393	0.7372799	0.028907198	0.4216	79.0	127.56707096099854	7.087059603797065
18	315.51752	137.04034	523.64557	43.85542	232.33333	90.16001	43.44582	145.01308	-19.259695	95000	2.1150708e-08	476.15366	-0.0794044	-211.35925	0.72585595	0.024458524	0.4082	79.0	134.51595544815063	7.079787229236803
19	393.7505	133.94838	726.2736	193.5913	272.22223	92.70465	38.236626	146.04854	-9.976648	100000	5.6400897e-09	779.21265	-0.08217407	-465.42322	0.71584445	0.0326238	0.3988	79.0	141.93351125717163	7.096675646305084
20	320.84787	126.04417	726.19965	68.18976	214.60869	103.19024	35.386295	154.40878	-8.876923	105000	-8.2850455e-09	617.1987	-0.08928055	-306.18848	0.70403725	0.025926154	0.415	79.0	149.0152187347412	7.095962865012033
21	332.35416	104.98761	650.35846	57.40316	207.75	101.642914	36.107594	154.79271	-10.458437	110000	-1.0430813e-10	421.9096	-0.086233124	-217.91095	0.6983237	0.03470383	0.423	79.0	156.10803484916687	7.095819874243303
22	307.94376	105.57291	510.68716	72.98211	198.36	98.88925	41.56597	148.90349	-18.256767	115000	5.415082e-09	571.74664	-0.07807654	-249.42981	0.68960285	0.022264615	0.4092	79.0	163.516832113266	7.10942756611368
23	377.6795	74.93242	551.77374	241.5337	220.90909	110.77657	33.58773	152.1891	1.3060768	120000	2.7424097e-08	306.8684	-0.08624917	-158.1274	0.68321806	0.0211195	0.4218	79.0	170.7831633090973	7.115965207417806
24	393.39917	151.43648	725.18854	46.30371	260.89474	115.83927	31.796785	158.75414	-4.9536514	125000	8.723885e-09	573.0309	-0.07939265	-231.67392	0.67150015	0.0151499845	0.3994	79.0	177.67678570747375	7.107071495056152
25	413.0629	147.00087	778.0706	238.73195	257.78946	108.79503	28.837053	161.11493	8.866918	130000	5.2690505e-09	265.70972	-0.08742418	-133.47452	0.6617506	0.031074304	0.41	79.0	184.7651331424713	7.106351338900053
26	364.37244	35.250095	446.3634	313.76514	203.70833	114.47782	32.61937	154.85532	7.325145	135000	-1.8566848e-08	190.96043	-0.090393476	-105.8674	0.65137815	0.027555704	0.411	79.0	192.03508687019348	7.112410695464523
27	384.97418	152.98022	892.91077	118.37724	249.76471	117.446434	32.02729	159.12675	-3.5245242	140000	-7.152558e-11	822.6744	-0.08008721	-617.7434	0.640104	0.016025996	0.3754	79.0	199.34600186347961	7.119500134672437
28	396.68503	71.009186	571.76447	246.46684	224.0	114.3752	33.814636	161.15532	4.9045024	145000	-3.1471252e-09	215.2695	-0.08650944	-159.89029	0.63021463	0.037400886	0.4328	79.0	206.48158144950867	7.120054606733651
29	402.49194	98.4048	605.79175	282.3094	247.63158	117.14793	32.486164	154.3424	-4.4286284	150000	3.0508265e-09	271.35468	-0.07735537	-142.04869	0.62497663	0.019672617	0.4084	79.0	213.48484826087952	7.116161680221557
