Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
137	894.0762	887.22906	3173.7634	72.79499	2305.4907	1326.9517	4002.2183	327.5603	324.8	697.9	684999	453.33606	86.62462	651.89545	-486.90796	-457.39114	305.76895	3478.378435611725
138	2122.5571	1175.8826	3426.6187	157.74896	950.36755	668.5448	2352.7517	208.77681	678.75	372.2	689999	452.56787	86.706314	665.42926	-659.9523	-456.5034	298.90164	3504.0522961616516
139	1550.6396	1218.2021	3598.0413	157.06212	966.1034	425.57623	2011.1255	429.5452	523.625	407.6	694999	451.38568	86.63402	659.1889	-344.93945	-455.2545	291.49304	3530.0287907123566
140	1307.9604	981.40857	3112.6274	107.01955	1428.3365	966.6712	3330.9348	309.8746	507.9091	422.5	699999	449.6318	86.58988	652.95605	-532.576	-453.4989	298.8604	3556.224561214447
141	1343.7941	1024.8386	3478.0525	150.96404	839.3353	850.6551	3109.0784	139.15811	505.5	280.7	704999	449.3661	85.41093	632.01086	-313.52927	-453.3429	296.23895	3582.3750388622284
142	1280.1981	1157.3303	3764.4429	47.655106	1357.7458	985.60297	2558.2817	50.60862	448.81818	551.5	709999	449.1345	82.873215	631.6475	-384.91928	-452.965	285.2248	3609.323421239853
143	1430.7146	1208.1377	3430.388	24.80699	1627.2375	1468.4935	3905.09	78.70406	499.1	482.5	714999	445.23215	81.1903	646.19836	-483.69727	-448.88065	284.88773	3635.6323297023773
144	1166.0345	1286.9551	3585.6172	55.635063	1411.7478	739.0236	2457.3003	182.34637	406.15384	411.0	719999	441.4265	81.689964	643.3728	-383.5803	-445.2514	295.9477	3662.2173557281494
145	1849.5868	913.4546	3249.0596	455.29755	1054.26	954.22437	2945.8933	103.02988	533.3333	412.2	724999	440.44177	81.34576	660.3215	-385.6837	-444.2526	268.4733	3688.8404564857483
146	971.2159	1245.0623	3746.9233	23.308458	1861.4783	1409.1356	3661.8496	103.010895	342.26666	561.9	729999	441.06	80.22346	631.66583	-385.48306	-444.9552	296.1563	3716.142247200012
147	1242.6561	1319.249	4084.4817	73.30897	1669.377	771.83264	3077.8804	693.27374	392.53845	430.3	734999	440.74594	80.85731	608.2406	-454.29446	-444.4479	278.0669	3742.54776263237
148	1694.3502	1520.7332	3911.4382	48.40084	3312.3438	1110.7058	4087.139	177.67375	482.1	866.7	739999	441.2653	80.690926	625.72363	-415.3206	-445.1099	281.2143	3770.305188179016
149	1903.4673	1908.218	4143.8115	88.14242	1007.67773	966.5976	2654.2524	101.48501	505.44446	330.8	744999	440.87137	80.21247	623.86676	-571.9214	-444.5641	274.33435	3797.039133787155
150	1579.7098	1660.1322	3768.99	47.021366	585.37537	837.15894	2789.8687	92.03833	458.58334	226.7	749999	440.67798	81.07363	649.668	-344.25165	-444.45926	272.8971	3823.353185415268
151	1857.6962	1555.4669	3742.1746	79.28564	564.0104	734.2984	2697.0376	133.11389	550.8889	199.8	754999	442.50015	81.6957	636.50916	-504.7031	-446.3446	268.47864	3849.6373443603516
152	1024.4464	845.1826	2540.1436	81.697105	2295.904	1378.8848	4102.543	146.16121	327.07693	654.9	759999	444.75308	81.66641	637.2816	-305.17764	-448.53085	274.5269	3877.180620908737
153	2864.6887	1185.6495	4025.662	754.03186	4001.3218	546.4143	4729.698	2974.611	777.7143	946.4	764999	442.5238	82.25341	632.47687	-398.21625	-446.1743	286.89594	3905.6811802387238
154	2869.5764	1853.8958	4824.787	63.38416	1756.6077	1563.988	4202.1143	102.02495	693.8571	502.9	769999	441.76913	83.23702	643.1379	-330.1673	-445.4591	278.7756	3932.3369040489197
155	1802.9222	1583.7662	4312.5083	70.72994	1847.054	1550.6542	4314.3076	88.175354	482.0	494.5	774999	442.57956	81.50779	638.4617	-378.37936	-446.3346	280.6303	3959.31138920784
156	3295.5789	1019.228	4145.7607	1063.5286	529.3676	580.95667	1734.4116	138.49207	885.3333	200.9	779999	444.22516	81.83649	658.1264	-398.95682	-447.98065	281.3241	3985.3422124385834
157	2093.3623	1574.8372	4087.4563	26.858812	1753.6578	665.895	2967.08	481.91528	563.0	390.0	784999	445.04773	82.78275	661.9987	-298.81335	-448.6983	286.92114	4012.1033556461334
158	2258.227	1571.1608	4267.1284	48.159332	1630.0139	1354.4658	4005.7698	63.851788	550.8889	500.0	789999	445.46167	82.98914	645.10333	-493.77982	-449.1111	270.87064	4039.4157752990723
159	1520.662	1110.5958	3584.2603	61.085762	1854.6246	1028.5114	3856.4033	244.70668	467.0	524.1	794999	446.67267	83.409874	642.99854	-407.31357	-450.3476	273.6417	4066.8198668956757
160	1777.8041	1205.6781	3901.9102	423.08896	2272.4744	1691.1244	3995.8643	85.440865	493.22223	640.1	799999	447.8132	83.43014	653.0689	-467.6643	-451.4492	289.2471	4094.0381877422333
161	1681.1458	1660.8431	4555.1655	73.97195	2349.5679	1192.1274	3868.963	175.01491	453.30768	621.7	804999	449.11087	82.59219	647.798	-416.5691	-452.8066	293.75494	4121.537305355072
162	2228.2363	1312.8541	4211.8	65.14958	1775.4426	1456.9149	4517.5654	232.9436	609.125	451.4	809999	450.12262	82.6411	640.3034	-331.58762	-453.7835	273.23593	4148.6213710308075
163	1873.3164	1519.7301	4500.3774	41.750587	2542.2864	1243.7059	4349.472	145.11635	460.36365	643.7	814999	450.9786	83.71484	659.6568	-431.2871	-454.6801	289.97592	4176.088322639465
164	1380.5787	880.4348	3729.4475	318.06116	1473.684	1281.849	3646.7874	123.417366	385.53845	430.8	819999	453.21692	83.38663	648.47955	-408.3664	-456.9745	283.675	4202.319607257843
165	1690.6417	1252.1445	3368.3745	67.396416	1819.2373	1228.746	3206.2312	140.02274	465.0909	633.6	824999	455.85623	82.58072	652.27734	-749.8283	-459.5814	284.1343	4229.348873615265
166	2089.016	1350.3066	3659.1582	26.63271	1150.8816	974.3064	3116.9343	139.53107	579.0	320.6	829999	455.75873	82.29644	704.64923	-338.32642	-459.37854	281.9019	4255.690333843231
167	2667.096	1451.0464	4259.467	66.09829	3062.5217	1545.2832	4499.8804	25.306889	685.8571	752.0	834999	454.706	83.170685	662.1755	-623.54193	-458.2978	277.74008	4282.810164928436
168	2715.0142	852.3564	4079.2217	1753.462	2432.0225	952.6951	3972.785	522.3008	772.0	630.6	839999	455.14682	83.35648	668.6014	-428.77008	-458.8312	282.445	4309.860200405121
169	2669.032	1064.1549	3960.048	1337.2645	3193.3352	1259.0394	4327.8506	693.53876	714.1429	802.8	844999	457.01334	82.95902	665.93365	-442.68546	-460.6347	284.3322	4337.419056177139
170	1941.5188	1690.2955	4252.8555	18.879238	1707.7946	906.8058	3656.08	666.07324	539.7273	498.1	849999	455.99542	83.58476	648.82416	-284.19626	-459.53876	285.00974	4364.259558677673
171	2161.7515	1440.1542	4025.9863	173.47154	2585.7068	1562.5378	4325.0317	142.76233	588.5	706.9	854999	456.8959	83.979675	647.94617	-528.69666	-460.50824	288.1057	4391.8406229019165
172	1487.1019	1215.5195	3135.6338	91.440895	2987.4258	1238.9498	4322.0664	1141.5034	414.5	766.2	859999	458.68616	81.87784	653.89264	-491.93164	-462.3092	277.4273	4419.432890892029
173	1489.0676	1081.088	3544.4705	229.62852	1048.6042	896.9768	3277.2085	81.06767	449.5	394.8	864999	457.87527	83.34061	664.1449	-526.13965	-461.45834	282.55774	4445.246196508408
174	1751.3702	1145.278	4272.795	478.65576	1658.1311	953.5056	3978.2146	475.9608	487.63635	441.8	869999	459.60645	83.36103	662.9362	-337.47623	-463.30786	286.59482	4472.11429309845
175	1748.2504	1260.2432	4049.637	15.374192	1919.6523	1111.5358	3623.413	165.65749	483.36365	599.9	874999	462.52258	84.65773	679.85486	-615.7104	-466.216	282.2905	4499.504067897797
176	1488.6686	1401.7678	3815.1624	26.45296	2539.7559	1441.0793	3860.815	214.12305	414.41666	655.4	879999	465.08438	84.22475	677.2119	-366.53265	-468.7762	292.9471	4525.316105127335
177	1697.6052	1025.0162	3587.701	35.58179	2411.143	1348.755	4316.649	159.67743	493.4	599.3	884999	464.86868	83.107475	672.2995	-626.71985	-468.3826	287.00436	4552.022130727768
178	2624.545	1370.1099	4185.869	47.721348	2233.0273	1639.6315	4182.0483	30.530773	730.0	674.5	889999	463.8921	83.94204	663.35803	-474.46576	-467.49606	284.31085	4579.895770549774
179	2781.9824	740.0595	4015.652	1407.8771	2756.3306	1393.3866	4501.1772	467.01907	719.0	658.9	894999	463.35382	85.31347	669.81616	-328.83008	-466.95755	286.2877	4607.581387281418
180	1693.3181	1272.9282	4111.743	95.07947	1015.6996	1015.09625	2681.5547	239.69968	438.7	310.3	899999	464.19412	86.25478	679.71185	-452.407	-467.8433	289.2417	4633.557159423828
181	1688.8619	1509.7252	4177.7886	243.54526	2653.312	1362.0177	4896.858	822.41016	469.91666	621.4	904999	466.07483	84.68001	674.95874	-467.55807	-469.6719	289.1807	4660.6635529994965
182	2364.8	1405.0753	4533.724	197.04366	2794.7646	1418.2699	4206.9507	169.06541	608.1429	763.1	909999	465.47903	84.73709	674.2185	-395.06497	-468.9913	284.3529	4687.878807067871
183	2099.5378	1256.6471	4344.8896	442.34683	2116.862	1322.3854	4441.783	187.51247	593.7778	615.7	914999	466.1699	82.758095	667.6461	-645.8671	-469.6934	267.3855	4714.684020996094
184	2266.0508	1202.8204	3906.2803	147.48984	1622.592	870.89435	3405.7676	264.83252	622.0	464.5	919999	465.5005	83.268295	701.65985	-374.9379	-468.9609	277.4135	4740.839271783829
185	2119.3325	1260.8816	3822.2446	536.4435	2478.592	1389.4052	5206.529	97.97994	620.125	600.8	924999	464.30536	83.96518	674.27545	-475.33508	-467.8086	283.72485	4767.676649808884
186	1829.1622	1546.4491	3942.5159	85.982635	2361.98	1267.765	3802.5857	56.05438	492.54544	732.3	929999	464.24097	83.00238	700.092	-542.6115	-467.71695	281.20804	4794.660141468048
187	1376.4865	1519.9424	3984.8774	29.807701	489.35504	945.5156	3085.1345	32.51096	394.3846	124.9	934999	464.24854	82.35219	679.5448	-703.5643	-467.7823	279.7549	4819.88641500473
188	1524.2273	1180.058	4542.6025	34.953804	1035.2454	1080.7911	3182.8843	80.14009	435.5	358.5	939999	465.08017	84.39106	681.7362	-483.69354	-468.5806	297.31534	4846.488234996796
189	1745.1919	1213.7284	3631.9773	4.0064588	1855.5602	857.67114	3542.2898	678.8854	479.72726	498.8	944999	465.25333	84.46162	679.10455	-333.77304	-468.6427	278.0011	4873.064114332199
190	1698.9185	1209.3201	4186.5786	53.091293	2076.2334	1177.535	3920.7268	267.07562	488.18182	590.7	949999	463.3263	83.923	670.91315	-649.31616	-466.6507	285.7432	4900.3608045578
191	2870.648	1358.7854	4447.099	1036.5612	2444.4937	1699.4034	4826.355	91.14155	666.2857	588.1	954999	461.85095	85.05534	656.89886	-408.61823	-465.3186	290.32355	4927.528754234314
192	3045.864	1766.8859	4489.1284	225.06032	2514.0615	1665.5568	4039.2778	68.96488	744.5714	649.6	959999	463.675	84.06891	667.9611	-374.963	-467.1972	287.73148	4954.649146556854
193	1707.3002	1088.5463	3936.3137	159.84108	922.7088	1617.9088	4857.2573	44.741295	432.1	196.7	964999	462.65216	84.17754	682.2295	-340.40106	-465.9529	280.94427	4980.876558542252
194	3095.7463	1538.9812	5097.367	206.4038	3396.5676	1341.2753	5046.2056	1001.59937	699.75	780.0	969999	462.23425	84.15349	651.6745	-373.3892	-465.6617	281.9286	5008.474797487259
195	2033.609	1296.7245	4047.2058	72.7538	2689.656	1200.365	4306.7407	1028.0841	512.3	683.5	974999	461.09665	83.31951	664.2676	-356.6764	-464.3729	283.62378	5035.79228925705
196	1466.2596	1517.5505	4394.6504	45.313766	1448.0258	1323.2491	3446.208	153.85268	408.63635	380.4	979999	460.39496	82.94455	665.4788	-347.4119	-463.7451	284.47003	5062.643483400345
197	1957.0016	1161.0342	4193.926	168.51038	2935.812	1647.0365	4920.7944	150.27548	481.81818	633.9	984999	460.62503	83.60375	663.65656	-346.4662	-463.9184	277.50174	5089.798089265823
198	2458.2412	1114.7874	3882.346	169.93382	1938.7415	1340.0322	4678.1157	647.1607	538.7778	447.7	989999	460.4932	84.32669	668.4472	-424.6089	-463.84576	278.46826	5116.561191082001
199	2203.6833	1317.635	4159.5874	28.527266	2582.8403	1479.0438	4136.319	461.50528	579.44446	664.9	994999	461.171	85.454506	674.2827	-374.3183	-464.5328	279.46326	5143.718074321747
200	2527.7502	1472.5503	3718.6265	159.73834	2931.5667	1478.0665	4868.6255	173.55894	675.2857	653.4	999999	462.48615	84.88499	668.46436	-407.76382	-465.8091	278.56573	5170.586810827255
