Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	Time Steps	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time	AVG Time Per Epoch
1	-252.39554	78.267235	-128.16551	-338.9961	-75.28003	8.277948	-64.13508	-87.25394	1000.0	1000.0	4999	5.4162235	4.024884	28.361555	-3.4895053	5.4166493	4.0247326	27.876724	-3.5790398	-2.8869944	1.7908393	15.938782	-13.044178	-6.345076	0.84268373	29.361952543258667	29.361955165863037
2	-277.2545	64.027016	-194.32068	-383.8449	-261.87656	157.13336	-22.248951	-488.87354	1000.0	1000.0	9999	23.103716	10.890615	66.599045	-0.06091328	23.103848	10.889125	65.71094	0.3591835	-0.82467395	3.2541463	21.422274	-15.277993	-24.525478	2.920906	64.84998559951782	32.424994111061096
3	243.7114	453.24237	779.6876	-359.0118	1019.65155	595.44275	1518.0438	17.041603	1000.0	1000.0	14999	39.220104	13.595938	80.052986	12.767927	39.21991	13.595117	80.07958	13.263427	-1.9220574	2.4461415	22.063997	-17.353447	-39.9986	4.182368	101.54071807861328	33.846906900405884
4	1254.7048	341.76785	1708.3804	767.73096	2438.1787	110.28215	2553.2144	2145.5024	1000.0	1000.0	19999	47.691612	17.68047	104.515724	16.70028	47.691357	17.679735	108.99057	16.368319	-1.8915781	2.3928027	17.455109	-13.373321	-48.312088	4.352997	138.60481667518616	34.65120488405228
5	2369.7583	101.74082	2519.557	2206.0254	2697.014	64.01228	2819.5754	2622.8083	1000.0	1000.0	24999	65.264275	26.657362	140.58142	18.785196	65.263985	26.656923	139.09349	19.428194	-0.78642595	2.9763596	24.977419	-14.699857	-65.93652	6.864018	175.35106992721558	35.070214462280276
6	2055.9368	1027.7065	3128.9045	658.75256	3720.9922	63.888287	3855.9458	3615.5972	1000.0	1000.0	29999	86.459915	35.695835	178.43391	21.787575	86.45924	35.696	179.25095	21.123669	-0.0110848835	3.2830105	33.87023	-14.898266	-87.111984	9.376927	211.96171307563782	35.326952497164406
7	3251.8784	75.877785	3310.2595	3103.0298	3869.8208	128.80173	4090.6519	3706.968	1000.0	1000.0	34999	108.58454	44.779694	205.9835	22.816858	108.584045	44.77943	206.32674	22.788467	0.52675635	3.528413	33.4049	-13.993837	-109.17787	12.54034	248.65217900276184	35.52174013001578
8	3565.989	131.51897	3815.0215	3463.0496	4255.82	114.69054	4432.8213	4064.9214	1000.0	1000.0	39999	133.09709	52.17566	230.14417	22.702646	133.0963	52.174763	231.99301	23.077057	0.9009234	3.5773714	27.149708	-12.731853	-133.60426	14.421444	285.3550868034363	35.66938605904579
9	3347.8345	988.22943	4241.1772	1980.9459	2637.882	1383.1055	4191.2563	674.15137	1000.0	1000.0	44999	155.78123	59.590237	270.08505	13.718485	155.78114	59.58967	267.967	15.641506	1.2579291	3.7257953	35.540344	-14.829187	-156.24876	15.911211	321.9305865764618	35.77006538709005
10	4093.5378	225.50201	4386.687	3785.1167	4801.5635	61.511898	4887.79	4683.485	1000.0	1000.0	49999	177.76286	66.99252	294.40546	4.928344	177.76239	66.99178	292.1254	11.134394	1.5604342	3.8066912	31.684576	-15.464565	-178.19572	20.295582	358.40896821022034	35.840897059440614
11	4307.268	125.41253	4507.282	4118.2173	5182.8403	85.57618	5308.7695	5038.5317	1000.0	1000.0	54999	200.40651	72.405785	315.73822	11.724106	200.40657	72.40591	316.86606	8.957972	1.9487854	3.938452	30.092781	-14.25449	-200.81763	24.591948	395.2055094242096	35.9277737790888
